RA,Dec,RA_deg,Dec_deg
2:9:54.8,-10:2:23.0,32.478333333333325,-10.039722222222222
3:10:36.5,-30:51:8.4,47.65208333333332,-30.852333333333334
3:10:41.1,-30:50:27.5,47.67124999999999,-30.84097222222222
8:36:59.8,+35:10:19.4,129.24916666666664,35.17205555555555
8:37:0.8,+35:5:50.2,129.25333333333333,35.097277777777784
8:3:21.3,+50:34:17.4,120.83874999999999,50.5715
8:3:5.8,+50:32:15.3,120.77416666666667,50.53758333333333
9:44:53.8,+50:43:0.0,146.22416666666663,50.71666666666667
9:44:54.2,-0:43:30.4,146.2258333333333,-0.7251111111111112
9:45:5.9,-0:46:44.9,146.2745833333333,-0.7791388888888889
9:45:8.0,+50:40:57.0,146.28333333333333,50.6825
9:46:42.4,+33:7:54.8,146.67666666666668,33.13188888888889
9:46:56.2,+33:6:25.8,146.73416666666665,33.10716666666667
9:9:23.1,+0:2:3.9,137.34625,0.034416666666666665
9:9:24.0,+0:2:11.0,137.34999999999997,0.03638888888888889
2:9:54.8,-10:2:23.0,32.478333333333325,-10.039722222222222
2:10:0.1,-10:3:54.0,32.500416666666666,-10.065000000000001
11:7:25.7,+0:33:53.6,166.85708333333332,0.5648888888888889
11:7:27.08,+0:34:7.3,166.86283333333333,0.5686944444444444
14:35:6.42,+0:9:1.5,218.77675,0.15041666666666667
14:35:8.32,+0:8:44.4,218.78466666666662,0.14566666666666667
11:16:10.68,+41:18:14.5,169.0445,41.304027777777776
11:16:11.73,+41:18:21.5,169.04887499999998,41.305972222222216
23:48:19.5,+0:57:21.5,357.08124999999995,0.9559722222222222
23:48:19.19,+0:57:17.5,357.0799583333333,0.954861111111111
16:37:00.9274884393,+26:36:09.893921938,249.25386453516376,26.602748311649446
16:37:00.873,+26:36:13.75,249.25363749999997,26.603819444444447
02:57:41.565,+06:01:36.89,44.4231875,6.026913888888889
02:57:41.651,+06:01:20.78,44.42354583333333,6.022438888888889
11:47:51.55402876,-07:24:41.1410887,176.96480845316665,-7.411428080194445
11:47:51.55402876,-07:24:41.1410887,176.96480845316665,-7.411428080194445
13:45:43.6422351780,+26:25:06.826057566,206.43184264657498,26.418562793768334
13:45:44.500,+26:25:06.00,206.43541666666664,26.418333333333333
11:23:20.7,+01:37:47,170.83624999999998,1.6297222222222223
11:23:20.48,+01:37:53.3,170.8353333333333,1.6314722222222222
01:53:53.8925288742,+05:02:57.111954574,28.474552203642496,5.049197765159445
01:53:53.8925288742,+05:02:57.111954574,28.474552203642496,5.049197765159445
15:34:57.22,+23:30:11.4,233.73841666666664,23.503166666666665
15:34:57.28,+23:30:11.3,233.73866666666663,23.503138888888888
04:33:11.0958197353,+05:21:15.617543663,68.2962325822304,5.354338206573055
04:33:11.0958197353,+05:21:15.617543663,68.2962325822304,5.354338206573055
12:10:57.07,+09:54:27.2,182.73779166666662,9.907555555555556
12:10:57.06,+09:54:26.7,182.73774999999998,9.907416666666666
12:18:41.0133977187,+50:15:35.870275829,184.67088915716124,50.25996396550806
12:18:40.4897806675,+50:15:43.438718453,184.66870741944788,50.26206631068139
10:42:25.7737782010,+12:12:39.877254393,160.60739074250415,12.211077015109167
10:42:25.7737782010,+12:12:39.877254393,160.60739074250415,12.211077015109167
21:43:35.5445519361,+17:43:48.787577197,325.8981022997337,17.73021877144361
21:43:35.5445519361,+17:43:48.787577197,325.8981022997337,17.73021877144361
18:42:08.9910523393,+79:46:17.129210139,280.5374627180804,79.77142478059416
18:42:08.9910523393,+79:46:17.129210139,280.5374627180804,79.77142478059416
19:27:48.4944745594,+73:58:01.571908984,291.95206031066414,73.96710330805111
19:27:48.4944745594,+73:58:01.571908984,291.95206031066414,73.96710330805111
02:40:07.8647997024,-34:34:19.121924786,40.032769998759996,-34.57197831244056
02:40:08.3954,-34:34:21.489,40.03498083333333,-34.57263583333334
21:41:16.34,-42:57:09.6,325.3180833333333,-42.95266666666667
21:41:16.34,-42:57:09.6,325.3180833333333,-42.95266666666667
22:14:56.9724119244,+35:51:25.658404975,333.737385049685,35.85712733471528
22:14:57.7,+35:51:28,333.74041666666665,35.85777777777778
21:55:53.5567942426,-20:41:46.392553014,328.9731533093441,-20.696220153615002
21:55:53.5567942426,-20:41:46.392553014,328.9731533093441,-20.696220153615002
16:43:11.3444,+31:56:18.640,250.79726833333328,31.93851111111111
16:43:11.38896,+31:56:20.6592,250.79745399999996,31.939072
02:52:57.86,-32:49:08.6,43.24108333333333,-32.81905555555556
02:52:57.91,-32:49:10.6,43.24129166666666,-32.819611111111115
05:14:10.7833,-33:26:22.504,78.54493041666666,-33.43958444444444
05:14:10.7687,-33:26:23.121,78.54486958333332,-33.43975583333333
14:39:52.580,-00:33:59.10,219.96908333333332,-0.5664166666666667
14:39:51.601,-00:34:29.15,219.96500416666663,-0.5747638888888889
16:33:49.0,+31:34:12,248.45416666666665,31.57
16:33:49.0,+31:34:12,248.45416666666665,31.57
01:06:21.1833030490,-27:33:49.016652399,16.588263762704166,-27.5636157367775
01:06:21.1833030490,-27:33:49.016652399,16.588263762704166,-27.5636157367775
23:36:46.2,-01:07:32.6,354.1925,-1.1257222222222223
23:36:45.1,-01:07:32.4,354.18791666666664,-1.1256666666666666
00:18:11.3889608936,+02:56:40.091339929,4.547454003723333,2.9444698166469445
00:18:11.3889608936,+02:56:40.091339929,4.547454003723333,2.9444698166469445
16:52:58.98,+02:24:02.8,253.24575,2.400777777777778
16:52:58.96,+02:24:01.0,253.24566666666664,2.4002777777777777
02:23:11.41124,+42:59:31.3840,35.79754683333333,42.99205111111111
02:23:11.41124,+42:59:31.3840,35.79754683333333,42.99205111111111
10:48:07.7446055,+00:55:43.481926,162.03226918958333,0.9287449794444445
10:48:07.7446055,+00:55:43.481926,162.03226918958333,0.9287449794444445
03:21:26.2,-45:30:27,50.35916666666667,-45.5075
03:21:25.8,-45:30:53,50.357499999999995,-45.514722222222225
