260 J084014.27+150413.3 53815 2427 573 0.141220 17.63 -293.1 40.46 2-typeII asym-NEL AGN
261 J084245.42+292359.9 52937 1269  50 0.027510 15.28  126.0 39.84 2-typeII asym-NEL AGN
262 J090325.55+162256.1 54052 2432 624 0.182650 17.57 -111.8 40.73 2-typeII asym-NEL AGN
263 J091431.22+551020.4 51908  450  78 0.122910 16.98   44.1 40.38 2-typeII asym-NEL AGN
264 J092116.77+291829.1 53379 1938 127 0.120370 16.97  -61.5 40.57 2-typeII asym-NEL AGN
265 J092635.12+072446.5 52724 1195 593 0.189260 17.73 -298.8 41.30 2-typeII asym-NEL AGN
266 J093239.03+042752.7 52264  569 371 0.242600 17.48 -437.5 41.24 2-typeII asym-NEL AGN
267 J093556.09+202521.4 53713 2292 207 0.180580 17.78 -127.9 40.99 2-typeII asym-NEL AGN
268 J094255.67+114658.9 53053 1742 492 0.113440 17.64  -79.7 40.40 2-typeII asym-NEL AGN
269 J094313.56+372329.1 53035 1276 185 0.052970 15.31  -14.3 40.95 2-typeII asym-NEL AGN
270 J095026.07+013457.1 51908  481 274 0.024970 14.06 -351.0 39.35 2-typeII asym-NEL AGN
271 J100921.26+013334.6 51957  502 240 0.143400 17.39   98.4 41.14 2-typeII asym-NEL AGN
272 J101346.82-005451.2 51909  270  50 0.042390 15.07  -89.1 40.41 2-typeII asym-NEL AGN
273 J103320.68+405128.3 53033 1360 144 0.106400 16.97  142.4 40.65 2-typeII asym-NEL AGN
274 J104419.56+175153.3 54174 2479 185 0.160360 17.24   93.8 40.55 2-typeII asym-NEL AGN
275 J104838.24+450951.9 53053 1434 466 0.101580 16.55 -559.3 40.72 2-typeII asym-NEL AGN
276 J104846.60+632430.0 54498 2882 440 0.134670 17.16  126.1 40.59 2-typeII asym-NEL AGN
277 J104929.25+291205.8 53797 2358 540 0.113310 17.14 -141.6 40.49 2-typeII asym-NEL AGN
