SDSS,Plate,Fiber,MJD,z,sep,rp,dV,rmag,FAGN,FTid,RA,Dec
J080040.13+302404.7,1061,87,52641,0.0458,70.8,63.6,38,15.24,2,2,08:00:40.13,+30:24:04.7
J080053.16+102924.6,2419,372,54139,0.0666,49.4,63.3,87,14.7,5,0,08:00:53.16,+10:29:24.6
J080053.23+102835.3,2418,165,53794,0.0669,49.4,63.3,87,16.31,1,0,08:00:53.23,+10:28:35.3
J080132.31+420008.4,437,88,51869,0.0316,154.6,97.6,51,14.05,2,0,08:01:32.31,+42:00:08.4
J080142.59+420019.5,437,100,51869,0.0318,154.6,97.6,51,15.94,0,0,08:01:42.59,+42:00:19.5
J080431.30+083920.1,2419,50,54139,0.0469,105.0,95.7,129,15.81,0,0,08:04:31.30,+08:39:20.1
J080437.80+083841.0,2419,44,54139,0.0464,105.0,95.7,129,17.17,2,0,08:04:37.80,+08:38:41.0
J080523.29+281815.8,929,570,52581,0.1284,2.4,5.6,55,15.99,0,2,08:05:23.29,+28:18:15.8
J080523.40+281814.1,930,285,52618,0.1286,2.4,5.6,55,18.18,0,2,08:05:23.40,+28:18:14.1
J080529.88+241004.4,1265,144,52705,0.0595,78.1,89.8,58,15.57,1,0,08:05:29.88,+24:10:04.4
J080535.00+240950.3,1265,158,52705,0.0597,78.1,89.8,58,15.38,0,0,08:05:35.00,+24:09:50.3
J080659.13+195106.0,1922,636,53315,0.0387,112.3,86.6,62,14.66,1,0,08:06:59.13,+19:51:06.0
J080706.34+195136.0,1922,626,53315,0.039,112.3,86.6,62,16.55,2,0,08:07:06.34,+19:51:36.0
J080712.30+145906.7,2267,222,53713,0.0292,139.1,81.4,78,14.52,1,0,08:07:12.30,+14:59:06.7
J080716.59+145703.3,2268,417,53682,0.0295,139.1,81.4,78,13.71,2,0,08:07:16.59,+14:57:03.3
J080718.57+095056.4,2421,318,54153,0.0662,44.4,57.0,229,14.7,5,0,08:07:18.57,+09:50:56.4
J080719.87+095136.2,2419,581,54139,0.067,44.4,57.0,229,17.78,2,0,08:07:19.87,+09:51:36.2
J080825.91+072241.8,2570,44,54081,0.1003,49.9,92.7,143,16.42,1,0,08:08:25.91,+07:22:41.8
J080829.23+072238.6,1756,331,53080,0.1008,49.9,92.7,143,17.47,2,0,08:08:29.23,+07:22:38.6
J080846.80+490513.6,440,231,51885,0.0925,55.9,95.4,211,16.54,1,0,08:08:46.80,+49:05:13.6
J080846.87+490417.7,440,225,51885,0.0917,55.9,95.4,211,17.17,2,0,08:08:46.87,+49:04:17.7
J081033.57+052101.9,1295,81,52934,0.027,127.1,68.9,221,16.15,2,0,08:10:33.57,+05:21:01.9
J081034.10+052308.8,1295,100,52934,0.0277,127.1,68.9,221,14.9,1,0,08:10:34.10,+05:23:08.8
J081128.08+433818.0,547,306,52207,0.143,27.0,67.8,61,16.31,2,0,08:11:28.08,+43:38:18.0
J081129.03+433841.0,439,50,51877,0.1428,27.0,67.8,61,17.81,1,0,08:11:29.03,+43:38:41.0
J081144.03+143048.4,2270,241,53714,0.0563,19.0,21.1,278,16.17,2,0,08:11:44.03,+14:30:48.4
J081144.48+143030.6,2268,584,53682,0.0573,19.0,21.1,278,17.23,2,0,08:11:44.48,+14:30:30.6
J081151.84+302027.2,861,88,52318,0.0764,55.5,80.3,352,17.12,2,0,08:11:51.84,+30:20:27.2
J081154.91+301956.3,930,445,52618,0.0751,55.5,80.3,352,16.67,2,0,08:11:54.91,+30:19:56.3
J081250.57+575517.5,1872,405,53386,0.0269,179.4,96.8,96,14.06,1,0,08:12:50.57,+57:55:17.5
J081258.33+575301.1,1872,452,53386,0.0272,179.4,96.8,96,14.6,2,0,08:12:58.33,+57:53:01.1
J081301.96+194620.4,2082,325,53358,0.0677,68.1,88.2,1,16.97,2,0,08:13:01.96,+19:46:20.4
J081303.17+194726.0,2082,331,53358,0.0677,68.1,88.2,1,16.73,2,0,08:13:03.17,+19:47:26.0
J081354.75+094110.2,2421,168,54153,0.0502,83.7,82.1,409,16.51,2,0,08:13:54.75,+09:41:10.2
J081355.78+094232.4,2421,170,54153,0.0516,83.7,82.1,409,16.97,2,0,08:13:55.78,+09:42:32.4
J081510.00+480450.3,440,92,51885,0.0547,93.3,99.2,128,15.48,1,0,08:15:10.00,+48:04:50.3
J081511.41+480319.4,440,96,51885,0.0542,93.3,99.2,128,15.12,2,0,08:15:11.41,+48:03:19.4
J081538.67+581748.7,1873,397,54437,0.0266,127.0,69.0,140,13.69,2,0,08:15:38.67,+58:17:48.7
J081544.84+581915.6,1873,391,54437,0.0271,127.0,69.0,140,13.05,2,0,08:15:44.84,+58:19:15.6
J081552.39+203008.9,1925,484,53327,0.0438,103.5,89.8,81,15.17,2,0,08:15:52.39,+20:30:08.9
J081559.18+202950.9,1925,481,53327,0.0441,103.5,89.8,81,15.22,2,0,08:15:59.18,+20:29:50.9
J081622.51+161227.7,2272,331,53713,0.1723,2.5,7.3,109,17.32,1,2,08:16:22.51,+16:12:27.7
J081622.52+161230.2,2269,133,53711,0.1727,2.5,7.3,109,18.66,2,2,08:16:22.52,+16:12:30.2
J081711.20+421421.4,546,38,52205,0.0651,62.2,77.8,8,17.37,2,0,08:17:11.20,+42:14:21.4
J081713.59+421512.3,760,389,52264,0.0651,62.2,77.8,8,16.06,1,0,08:17:13.59,+42:15:12.3
J081727.26+215220.7,1926,241,53317,0.1116,45.8,93.1,66,16.57,2,0,08:17:27.26,+21:52:20.7
J081729.72+215248.0,1927,342,53321,0.1118,45.8,93.1,66,17.58,2,0,08:17:29.72,+21:52:48.0
J081801.07+115240.5,2422,292,54096,0.1101,28.6,57.3,103,16.84,1,2,08:18:01.07,+11:52:40.5
J081802.71+115225.8,2420,34,54086,0.1098,28.6,57.3,103,16.1,1,2,08:18:02.71,+11:52:25.8
J081827.89+094109.5,2421,33,54153,0.0803,14.4,21.9,36,16.86,1,2,08:18:27.89,+09:41:09.5
J081828.83+094106.0,2571,432,54055,0.0804,14.4,21.9,36,17.44,2,2,08:18:28.83,+09:41:06.0
J082016.67+465221.6,441,134,51868,0.0529,59.7,61.6,161,15.59,2,0,08:20:16.67,+46:52:21.6
J082018.01+465125.3,441,139,51868,0.0524,59.7,61.6,161,16.91,0,0,08:20:18.01,+46:51:25.3
J082046.07+163844.8,2271,204,53726,0.0443,60.1,51.7,188,14.13,2,2,08:20:46.07,+16:38:44.8
J082049.86+163904.2,2269,620,53711,0.0437,60.1,51.7,188,15.5,2,2,08:20:49.86,+16:39:04.2
J082052.40+213309.4,1926,83,53317,0.1045,37.7,72.3,133,17.83,2,0,08:20:52.40,+21:33:09.4
J082053.11+213345.5,1927,423,53321,0.105,37.7,72.3,133,17.68,2,0,08:20:53.11,+21:33:45.5
J082117.70+144620.9,2272,185,53713,0.0651,28.1,35.8,405,14.7,5,0,08:21:17.70,+14:46:20.9
J082118.33+144647.3,2270,603,53714,0.0665,28.1,35.8,405,15.28,1,0,08:21:18.33,+14:46:47.3
J082119.07+284722.8,1207,214,52672,0.0773,60.3,88.1,53,16.98,2,0,08:21:19.07,+28:47:22.8
J082120.03+284624.3,1207,137,52672,0.0771,60.3,88.1,53,16.85,2,0,08:21:20.03,+28:46:24.3
J082307.12+215253.0,1926,49,53317,0.0923,30.2,51.9,5,16.52,2,0,08:23:07.12,+21:52:53.0
J082308.50+215315.0,1927,484,53321,0.0923,30.2,51.9,5,17.67,2,0,08:23:08.50,+21:53:15.0
J082321.67+042220.9,1185,468,52642,0.0311,142.8,88.7,69,13.14,1,0,08:23:21.67,+04:22:20.9
J082329.88+042333.0,1185,473,52642,0.0308,142.8,88.7,69,15.4,0,0,08:23:29.88,+04:23:33.0
J082601.78+080809.7,1758,473,53084,0.065,69.9,86.4,197,17.01,2,0,08:26:01.78,+08:08:09.7
J082604.95+080900.9,1758,471,53084,0.0643,69.9,86.4,197,15.57,2,0,08:26:04.95,+08:09:00.9
J082729.33+453046.6,548,524,51986,0.0454,73.6,65.7,220,15.33,1,0,08:27:29.33,+45:30:46.6
J082730.19+452934.1,548,539,51986,0.0462,73.6,65.7,220,16.89,2,0,08:27:30.19,+45:29:34.1
J082752.27+191405.8,2273,549,53709,0.0991,52.5,96.0,179,17.06,0,0,08:27:52.27,+19:14:05.8
J082754.96+191332.3,2275,360,53709,0.0998,52.5,96.0,179,14.7,5,0,08:27:54.96,+19:13:32.3
J082835.29+220228.0,1927,616,53321,0.1848,14.0,43.4,375,17.13,2,2,08:28:35.29,+22:02:28.0
J082836.17+220223.1,1929,316,53349,0.1863,14.0,43.4,375,17.61,0,2,08:28:36.17,+22:02:23.1
J082846.95+122724.1,2425,127,54139,0.0673,68.3,87.0,250,15.34,2,0,08:28:46.95,+12:27:24.1
J082847.93+122832.0,2424,406,54448,0.0677,69.5,90.1,114,16.52,1,0,08:28:47.93,+12:28:32.0
J082851.50+122726.8,2425,129,54139,0.0664,68.3,87.0,250,15.9,1,0,08:28:51.50,+12:27:26.8
J082905.26+270454.3,1267,15,52932,0.0949,12.3,21.6,258,17.43,1,1,08:29:05.26,+27:04:54.3
J082906.08+270455.2,1586,422,52945,0.094,12.3,21.6,258,16.53,1,1,08:29:06.08,+27:04:55.2
J082932.99+295851.2,1207,629,52672,0.0653,69.5,87.5,78,16.06,2,0,08:29:32.99,+29:58:51.2
J082937.41+295911.9,1207,626,52672,0.0656,69.5,87.5,78,15.38,1,0,08:29:37.41,+29:59:11.9
J083138.23+510643.5,442,635,51882,0.05,12.1,11.9,63,14.89,1,2,08:31:38.23,+51:06:43.5
J083138.98+510639.2,445,343,51873,0.0502,12.1,11.9,63,16.93,2,2,08:31:38.98,+51:06:39.2
J083157.65+191241.5,2273,622,53709,0.0372,55.8,41.2,102,14.37,2,2,08:31:57.65,+19:12:41.5
J083200.51+191205.9,2275,472,53709,0.0375,55.8,41.2,102,17.17,0,2,08:32:00.51,+19:12:05.9
J083224.37+331122.5,933,296,52642,0.0563,71.9,77.8,153,14.84,1,2,08:32:24.37,+33:11:22.5
J083228.00+331209.3,932,566,52620,0.0558,71.9,77.8,153,15.43,1,2,08:32:28.00,+33:12:09.3
J083316.74+231712.6,1929,474,53349,0.0857,19.7,31.8,145,16.8,1,0,08:33:16.74,+23:17:12.6
J083317.19+231731.1,1928,43,53327,0.0862,19.7,31.8,145,16.11,1,0,08:33:17.19,+23:17:31.1
J083323.08+353221.1,1197,514,52668,0.0645,60.9,75.3,54,16.35,1,0,08:33:23.08,+35:32:21.1
J083323.22+353322.0,1197,510,52668,0.0643,60.9,75.3,54,16.81,2,0,08:33:23.22,+35:33:22.0
J083418.64+252846.5,1928,566,53327,0.085,38.4,61.3,8,17.65,2,0,08:34:18.64,+25:28:46.5
J083420.74+252908.7,1930,318,53347,0.085,38.4,61.3,8,14.7,5,0,08:34:20.74,+25:29:08.7
J083532.50+543044.6,446,386,51899,0.032,125.2,80.1,233,15.46,2,0,08:35:32.50,+54:30:44.6
J083535.58+543240.9,446,398,51899,0.0312,125.2,80.1,233,14.51,2,0,08:35:35.58,+54:32:40.9
J083548.70+350441.0,933,331,52642,0.062,6.1,7.3,123,16.51,1,2,08:35:48.70,+35:04:41.0
J083549.10+350442.0,1197,23,52668,0.0615,6.1,7.3,123,16.61,2,2,08:35:49.10,+35:04:42.0
J083555.90+140515.0,2427,269,53815,0.0925,27.8,48.3,288,15.87,2,0,08:35:55.90,+14:05:15.0
J083556.92+140451.9,2425,640,54139,0.0935,27.8,48.3,288,17.43,2,0,08:35:56.92,+14:04:51.9
J083617.50+172049.5,2278,356,53711,0.1045,41.7,80.3,129,17.28,2,0,08:36:17.50,+17:20:49.5
J083617.62+172131.1,2276,572,53712,0.105,41.7,80.3,129,16.7,1,0,08:36:17.62,+17:21:31.1
J083633.48+220434.9,1929,61,53349,0.1244,34.5,77.0,208,17.43,2,2,08:36:33.48,+22:04:34.9
J083633.71+220400.6,2084,263,53360,0.1252,34.5,77.0,208,16.42,1,2,08:36:33.71,+22:04:00.6
J083644.83+472218.8,549,579,51981,0.0526,18.1,18.5,65,15.13,1,2,08:36:44.83,+47:22:18.8
J083645.89+472210.2,550,251,51959,0.0528,18.1,18.5,65,14.97,1,2,08:36:45.89,+47:22:10.2
J083814.23+294450.8,1268,573,52933,0.1082,31.9,63.1,142,17.14,1,1,08:38:14.23,+29:44:50.8
J083814.96+294520.7,1269,264,52937,0.1087,31.9,63.1,142,16.3,1,1,08:38:14.96,+29:45:20.7
J083817.59+305453.5,1269,327,52937,0.0478,9.3,8.8,89,15.57,2,2,08:38:17.59,+30:54:53.5
J083817.95+305501.1,1208,624,52672,0.0481,9.3,8.8,89,15.15,1,2,08:38:17.95,+30:55:01.1
J083824.98+235655.2,1931,303,53358,0.0519,77.5,78.5,0,16.52,1,1,08:38:24.98,+23:56:55.2
J083825.76+235811.8,1931,310,53358,0.0519,77.5,78.5,0,15.43,1,1,08:38:25.76,+23:58:11.8
J083847.57+040734.6,1188,317,52650,0.0484,8.6,8.1,202,17.27,2,2,08:38:47.57,+04:07:34.6
J083848.15+040734.1,1186,21,52646,0.0476,8.6,8.1,202,14.87,0,2,08:38:48.15,+04:07:34.1
J083851.95+331231.4,1209,328,52674,0.0696,7.6,10.2,34,16.04,2,2,08:38:51.95,+33:12:31.4
J083852.35+331226.6,933,2,52642,0.0697,7.6,10.2,34,15.56,1,2,08:38:52.35,+33:12:26.6
J084047.57+114744.2,2426,55,53795,0.0996,53.7,98.7,299,17.23,1,0,08:40:47.57,+11:47:44.2
J084050.69+114717.8,2428,297,53801,0.0985,53.7,98.7,299,17.19,2,0,08:40:50.69,+11:47:17.8
J084213.02+360336.6,864,5,52320,0.0509,99.8,99.1,552,16.62,2,0,08:42:13.02,+36:03:36.6
J084219.66+360341.6,864,6,52320,0.0528,99.8,99.1,552,17.17,2,0,08:42:19.66,+36:03:41.6
J084316.26+361342.4,864,73,52320,0.0535,93.0,97.6,118,14.69,1,0,08:43:16.26,+36:13:42.4
J084317.10+361210.3,864,28,52320,0.0539,93.0,97.6,118,16.18,1,0,08:43:17.10,+36:12:10.3
J084345.44+523233.0,447,385,51877,0.0668,69.3,89.4,124,16.32,2,0,08:43:45.44,+52:32:33.0
J084347.59+523334.4,447,381,51877,0.0673,69.3,89.4,124,16.36,1,0,08:43:47.59,+52:33:34.4
J084453.54+550314.5,446,539,51899,0.0256,58.5,29.5,154,14.71,1,0,08:44:53.54,+55:03:14.5
J084454.33+550411.9,446,537,51899,0.025,58.5,29.5,154,15.69,2,0,08:44:54.33,+55:04:11.9
J084506.02+443623.7,763,85,52235,0.0541,64.4,67.8,50,14.84,1,2,08:45:06.02,+44:36:23.7
J084506.14+443519.2,763,94,52235,0.0539,64.4,67.8,50,14.82,1,2,08:45:06.14,+44:35:19.2
J084520.71+443223.1,763,82,52235,0.0526,69.5,71.2,201,15.74,2,0,08:45:20.71,+44:32:23.1
J084521.25+443114.0,763,88,52235,0.0533,69.5,71.2,201,15.4,1,0,08:45:21.25,+44:31:14.0
J084541.61+411658.3,829,407,52296,0.0299,156.2,93.5,137,13.79,2,0,08:45:41.61,+41:16:58.3
J084545.52+411923.1,829,408,52296,0.0303,156.2,93.5,137,17.55,2,0,08:45:45.52,+41:19:23.1
J084634.99+181739.5,2279,464,53708,0.1064,11.8,22.9,111,16.94,1,0,08:46:34.99,+18:17:39.5
J084635.26+181750.5,2281,346,53711,0.1059,11.8,22.9,111,17.81,1,0,08:46:35.26,+18:17:50.5
J084654.80+021457.7,564,41,52224,0.0602,32.6,37.8,73,16.74,1,0,08:46:54.80,+02:14:57.7
J084656.70+021441.7,467,523,51901,0.06,32.6,37.8,73,16.33,2,0,08:46:56.70,+02:14:41.7
J084705.61+364305.5,934,408,52672,0.1567,34.0,92.2,1,17.32,0,1,08:47:05.61,+36:43:05.5
J084707.58+364248.5,935,318,52643,0.1567,34.0,92.2,1,17.75,2,1,08:47:07.58,+36:42:48.5
J084800.59+260008.2,1932,216,53350,0.0643,80.0,98.9,320,16.2,2,0,08:48:00.59,+26:00:08.2
J084801.14+260127.8,1932,211,53350,0.0654,80.0,98.9,320,15.94,2,0,08:48:01.14,+26:01:27.8
J084823.91+143338.4,2429,49,53799,0.0604,66.7,77.8,223,16.17,0,0,08:48:23.91,+14:33:38.4
J084827.76+143411.8,2429,48,53799,0.0612,66.7,77.8,223,14.7,5,0,08:48:27.76,+14:34:11.8
J084838.33+245039.0,1931,559,53358,0.0851,61.3,99.0,293,17.52,2,0,08:48:38.33,+24:50:39.0
J084840.50+245131.0,1931,552,53358,0.0862,61.3,99.0,293,16.62,2,0,08:48:40.50,+24:51:31.0
J084905.40+111445.9,2671,468,54141,0.0773,5.2,7.7,107,18.37,0,2,08:49:05.40,+11:14:45.9
J084905.43+111451.1,2574,466,54084,0.0777,5.2,7.7,107,17.5,1,2,08:49:05.43,+11:14:51.1
J084917.30+531755.8,447,526,51877,0.1113,44.4,90.2,59,14.7,5,1,08:49:17.30,+53:17:55.8
J084919.71+531730.1,449,310,51900,0.1115,44.4,90.2,59,15.97,1,1,08:49:19.71,+53:17:30.1
J085230.36+564846.2,448,492,51900,0.0883,41.6,68.7,349,15.6,1,2,08:52:30.36,+56:48:46.2
J085232.46+564819.0,483,272,51902,0.0871,41.6,68.7,349,15.37,1,2,08:52:32.46,+56:48:19.0
J085312.36+162619.5,2431,452,53818,0.0637,6.5,8.0,324,15.84,2,2,08:53:12.36,+16:26:19.5
J085312.70+162615.5,2432,311,54052,0.0649,6.5,8.0,324,17.05,0,2,08:53:12.70,+16:26:15.5
J085323.34+391045.8,1199,297,52703,0.1448,21.1,53.7,89,17.14,0,2,08:53:23.34,+39:10:45.8
J085324.67+391039.0,1198,240,52669,0.1452,21.1,53.7,89,17.61,2,2,08:53:24.67,+39:10:39.0
J085337.44+004409.6,468,191,51912,0.0409,84.4,68.3,53,15.49,1,0,08:53:37.44,+00:44:09.6
J085339.28+004529.4,468,192,51912,0.0411,84.4,68.3,53,14.9,1,0,08:53:39.28,+00:45:29.4
J085441.74+305754.7,1270,26,52991,0.197,6.2,20.0,357,14.7,4,0,08:54:41.74,+30:57:54.7
J085442.11+305757.4,1271,210,52974,0.1956,6.2,20.0,357,17.76,2,0,08:54:42.11,+30:57:57.4
J085458.53+262953.7,1933,417,53381,0.0598,30.0,33.6,566,16.08,2,0,08:54:58.53,+26:29:53.7
J085458.92+262924.3,1932,28,53350,0.0578,30.0,33.6,566,15.05,0,0,08:54:58.92,+26:29:24.3
J085537.28+075038.7,1299,200,52972,0.0612,60.2,72.8,473,15.0,2,1,08:55:37.28,+07:50:38.7
J085540.94+075014.1,1299,166,52972,0.0628,60.2,72.8,473,17.03,2,1,08:55:40.94,+07:50:14.1
J085712.30+144322.7,2431,11,53818,0.0686,50.3,66.0,382,16.39,1,0,08:57:12.30,+14:43:22.7
J085715.47+144339.1,2433,427,53820,0.07,50.3,66.0,382,16.45,2,0,08:57:15.47,+14:43:39.1
J085743.52+382505.8,936,323,52705,0.093,24.9,43.1,58,15.47,1,2,08:57:43.52,+38:25:05.8
J085745.18+382507.7,1198,47,52669,0.0928,24.9,43.1,58,16.78,2,2,08:57:45.18,+38:25:07.7
J085816.42+173305.7,2283,135,53729,0.0483,80.2,76.7,161,16.52,2,0,08:58:16.42,+17:33:05.7
J085820.64+173216.3,2283,130,53729,0.0489,80.2,76.7,161,14.07,2,0,08:58:20.64,+17:32:16.3
J085827.42+503243.2,552,305,51992,0.0495,41.5,39.9,110,15.69,1,1,08:58:27.42,+50:32:43.2
J085828.06+503323.6,551,572,51993,0.0491,41.5,39.9,110,17.44,2,1,08:58:28.06,+50:33:23.6
J085837.53+182221.6,2281,635,53711,0.0587,2.9,3.3,54,16.4,0,2,08:58:37.53,+18:22:21.6
J085837.68+182223.4,2283,196,53729,0.0589,2.9,3.3,54,15.7,0,2,08:58:37.68,+18:22:23.4
J085850.57+340519.7,1272,331,52989,0.051,9.6,9.6,91,15.98,1,2,08:58:50.57,+34:05:19.7
J085851.21+340520.4,1211,95,52964,0.0507,9.6,9.6,91,16.82,2,2,08:58:51.21,+34:05:20.4
J085927.64+173344.9,2283,44,53729,0.0483,43.6,41.3,153,17.02,2,0,08:59:27.64,+17:33:44.9
J085930.05+173409.2,2432,404,54052,0.0477,43.6,41.3,153,15.74,2,0,08:59:30.05,+17:34:09.2
J085931.39+173253.6,2283,50,53729,0.0499,76.1,72.0,468,15.91,1,0,08:59:31.39,+17:32:53.6
J085937.55+142651.2,2434,336,53826,0.0947,53.8,93.3,405,15.95,2,0,08:59:37.55,+14:26:51.2
J085941.07+142640.7,2433,542,53820,0.0933,53.8,93.3,405,16.4,2,0,08:59:41.07,+14:26:40.7
J090002.87+600544.8,1785,556,54439,0.0391,79.9,61.9,35,17.22,2,0,09:00:02.87,+60:05:44.8
J090007.20+600458.1,1785,559,54439,0.039,79.9,61.9,35,14.9,2,0,09:00:07.20,+60:04:58.1
J090042.17+314808.3,1271,68,52974,0.0644,72.3,90.3,173,17.0,2,0,09:00:42.17,+31:48:08.3
J090046.89+314822.7,1271,64,52974,0.065,72.3,90.3,173,16.73,2,0,09:00:46.89,+31:48:22.7
J090051.70+310952.3,1590,518,52974,0.0397,106.1,83.8,55,14.98,1,0,09:00:51.70,+31:09:52.3
J090056.10+310829.1,1590,507,52974,0.0399,106.1,83.8,55,16.81,2,0,09:00:56.10,+31:08:29.1
J090131.21+491931.4,765,386,52254,0.0273,80.0,43.9,4,14.51,1,2,09:01:31.21,+49:19:31.4
J090135.24+491839.1,765,422,52254,0.0273,80.0,43.9,4,15.59,2,2,09:01:35.24,+49:18:39.1
J090150.41+122721.3,2575,523,54085,0.1047,51.5,98.8,76,16.91,2,0,09:01:50.41,+12:27:21.3
J090151.46+122810.4,2433,30,53820,0.1044,51.5,98.8,76,17.44,2,0,09:01:51.46,+12:28:10.4
J090202.17+203039.2,2285,367,53700,0.0831,64.5,99.0,447,17.12,1,0,09:02:02.17,+20:30:39.2
J090206.47+203037.7,2285,369,53700,0.0815,64.5,99.0,447,15.41,2,0,09:02:06.47,+20:30:37.7
J090226.11+142719.5,2434,368,53826,0.0297,158.8,94.6,153,14.17,1,0,09:02:26.11,+14:27:19.5
J090235.74+142613.3,2434,369,53826,0.0292,158.8,94.6,153,15.45,0,0,09:02:35.74,+14:26:13.3
J090306.20+380816.0,936,507,52705,0.0598,78.7,91.9,195,17.28,0,0,09:03:06.20,+38:08:16.0
J090307.21+380658.8,936,502,52705,0.0605,78.7,91.9,195,16.64,2,0,09:03:07.21,+38:06:58.8
J090309.21+093721.8,1738,112,53051,0.0303,57.9,35.1,49,16.03,2,0,09:03:09.21,+09:37:21.8
J090311.33+155945.8,2432,39,54052,0.1051,31.2,60.2,89,15.39,1,1,09:03:11.33,+15:59:45.8
J090311.88+155915.7,2435,301,53828,0.1054,31.2,60.2,89,16.83,1,1,09:03:11.88,+15:59:15.7
J090312.97+093708.4,1738,117,53051,0.0301,57.9,35.1,49,14.35,2,0,09:03:12.97,+09:37:08.4
J090512.69+281534.4,1934,35,53357,0.0269,159.1,86.1,73,15.67,2,0,09:05:12.69,+28:15:34.4
J090515.73+075618.9,1300,161,52973,0.0636,57.0,69.7,313,17.13,1,0,09:05:15.73,+07:56:18.9
J090516.12+075522.3,1300,165,52973,0.0625,57.0,69.7,313,15.63,1,0,09:05:16.12,+07:55:22.3
J090520.84+075440.1,1300,168,52973,0.0616,82.5,98.0,255,16.36,2,0,09:05:20.84,+07:54:40.1
J090523.09+281503.1,1935,365,53387,0.0267,159.1,86.1,73,14.04,2,0,09:05:23.09,+28:15:03.1
J090556.65+191233.2,2285,153,53700,0.0836,29.5,46.3,104,16.68,1,0,09:05:56.65,+19:12:33.2
J090557.73+191208.6,2286,293,53700,0.0832,29.5,46.3,104,15.8,1,0,09:05:57.73,+19:12:08.6
J090714.45+520343.4,553,208,51999,0.0596,7.6,8.9,195,16.27,0,2,09:07:14.45,+52:03:43.4
J090714.61+520350.7,552,603,51992,0.0602,7.6,8.9,195,16.95,2,2,09:07:14.61,+52:03:50.7
J090746.21+524641.6,552,585,51992,0.0981,42.3,76.6,115,16.21,0,0,09:07:46.21,+52:46:41.6
J090748.95+524651.3,553,458,51999,0.0977,42.3,76.6,115,16.77,1,0,09:07:48.95,+52:46:51.3
J090815.42+160231.7,2437,286,53848,0.0722,47.6,66.9,489,15.53,1,0,09:08:15.42,+16:02:31.7
J090816.14+160318.0,2435,149,53828,0.074,47.6,66.9,489,16.22,2,0,09:08:16.14,+16:03:18.0
J090838.63+324609.3,1591,430,52976,0.2606,11.2,45.0,186,19.36,2,0,09:08:38.63,+32:46:09.3
J090838.78+324620.2,1272,19,52989,0.2598,11.2,45.0,186,14.7,4,0,09:08:38.78,+32:46:20.2
J090840.42+130541.7,2436,289,54054,0.0969,44.8,80.5,25,17.06,1,0,09:08:40.42,+13:05:41.7
J090842.92+130606.2,2434,34,53826,0.097,44.8,80.5,25,16.06,2,0,09:08:42.92,+13:06:06.2
J090935.20+193030.8,2286,172,53700,0.0278,146.5,81.9,12,14.86,0,1,09:09:35.20,+19:30:30.8
J090937.45+192808.3,2285,633,53700,0.0278,146.5,81.9,12,13.88,1,1,09:09:37.45,+19:28:08.3
J090958.07+621450.5,1786,453,54450,0.0262,161.1,85.1,59,13.06,1,0,09:09:58.07,+62:14:50.5
J091005.89+621300.0,1786,532,54450,0.026,161.1,85.1,59,15.63,2,0,09:10:05.89,+62:13:00.0
J091006.39+515442.4,553,231,51999,0.0383,3.9,2.9,524,14.05,2,3,09:10:06.39,+51:54:42.4
J091006.60+515444.8,552,608,51992,0.0365,3.9,2.9,524,18.07,1,3,09:10:06.60,+51:54:44.8
J091020.91+170751.5,2437,499,53848,0.1245,42.9,95.6,54,16.85,1,0,09:10:20.91,+17:07:51.5
J091023.32+170728.4,2435,627,53828,0.1243,42.9,95.6,54,16.93,2,0,09:10:23.32,+17:07:28.4
J091035.88+110828.2,1739,336,53050,0.1222,24.6,54.1,187,17.16,2,0,09:10:35.88,+11:08:28.2
J091037.06+110845.3,2576,4,54086,0.1215,24.6,54.1,187,17.61,2,0,09:10:37.06,+11:08:45.3
J091052.80+414019.6,1200,547,52668,0.1159,24.9,52.4,197,17.68,1,1,09:10:52.80,+41:40:19.6
J091053.36+413956.1,1201,283,52674,0.1151,24.9,52.4,197,17.13,2,1,09:10:53.36,+41:39:56.1
J091141.16+030955.4,566,40,52238,0.1444,36.0,91.1,122,17.67,2,0,09:11:41.16,+03:09:55.4
J091141.79+031030.1,567,312,52252,0.1449,36.0,91.1,122,17.89,2,0,09:11:41.79,+03:10:30.1
J091320.41+225044.5,2287,158,53705,0.0358,81.0,58.7,197,16.22,1,0,09:13:20.41,+22:50:44.5
J091322.83+225156.9,2287,120,53705,0.0364,81.0,58.7,197,14.8,2,0,09:13:22.83,+22:51:56.9
J091334.02+300223.4,1936,510,53330,0.0214,187.5,81.2,327,15.45,2,0,09:13:34.02,+30:02:23.4
J091339.47+295934.7,1936,554,53330,0.0225,187.5,81.2,327,12.47,1,0,09:13:39.47,+29:59:34.7
J091400.81+414459.7,1200,632,52668,0.1527,36.9,97.9,292,16.24,1,0,09:14:00.81,+41:44:59.7
J091401.31+414423.5,1201,215,52674,0.1538,36.9,97.9,292,17.35,2,0,09:14:01.31,+41:44:23.5
J091413.13+151659.7,2436,615,54054,0.1996,27.4,90.4,191,17.59,2,0,09:14:13.13,+15:16:59.7
J091413.81+151725.2,2438,428,54056,0.2003,27.4,90.4,191,17.13,2,0,09:14:13.81,+15:17:25.2
J091434.34+300827.1,1936,583,53330,0.0229,173.6,80.1,470,13.14,2,0,09:14:34.34,+30:08:27.1
J091442.18+301034.7,1936,586,53330,0.0245,173.6,80.1,470,14.43,0,0,09:14:42.18,+30:10:34.7
