SDSS,Plate,Fiber,MJD,z,sep,rp,dV,rmag,FAGN,FTid,RA,Dec
J162256.49+375858.3,1337,512,52767,0.0322,130.6,83.9,63,15.02,1,0,16:22:56.49,+37:58:58.3
J162259.68+375656.7,1337,553,52767,0.032,130.6,83.9,63,13.96,1,0,16:22:59.68,+37:56:56.7
J162322.27+245106.4,1574,466,53476,0.0676,54.8,70.8,14,16.03,1,0,16:23:22.27,+24:51:06.4
J162325.91+245111.5,1573,396,53226,0.0676,54.8,70.8,14,14.7,5,0,16:23:25.91,+24:51:11.5
J162329.37+085010.4,2529,12,54585,0.0492,92.6,89.2,190,17.13,2,0,16:23:29.37,+08:50:10.4
J162331.72+304114.1,1420,598,53146,0.0565,90.0,97.2,278,15.07,2,0,16:23:31.72,+30:41:14.1
J162333.73+304239.0,1420,587,53146,0.0556,90.0,97.2,278,16.27,2,0,16:23:33.73,+30:42:39.0
J162334.29+085106.5,2532,293,54589,0.0485,92.6,89.2,190,16.22,2,0,16:23:34.29,+08:51:06.5
J162359.80+250703.8,1574,495,53476,0.0676,51.0,66.0,32,17.6,0,0,16:23:59.80,+25:07:03.8
J162403.20+250704.2,1573,433,53226,0.0675,51.0,66.0,32,16.62,2,0,16:24:03.20,+25:07:04.2
J162502.41+115952.7,2531,450,54572,0.1071,19.0,37.2,18,18.02,2,0,16:25:02.41,+11:59:52.7
J162502.91+120010.2,2530,56,53881,0.1071,19.0,37.2,18,16.87,2,0,16:25:02.91,+12:00:10.2
J162628.06+240137.3,1572,398,53177,0.0653,10.8,13.5,131,17.41,1,2,16:26:28.06,+24:01:37.3
J162628.71+240132.6,1573,150,53226,0.0648,10.8,13.5,131,14.96,1,2,16:26:28.71,+24:01:32.6
J162630.96+255340.5,1574,533,53476,0.05,56.8,54.8,171,15.13,2,0,16:26:30.96,+25:53:40.5
J162633.36+255256.6,1573,367,53226,0.0494,56.8,54.8,171,15.12,1,0,16:26:33.36,+25:52:56.6
J162640.93+142243.6,2208,50,53880,0.0479,54.1,51.3,143,16.26,0,1,16:26:40.93,+14:22:43.6
J162644.51+142250.7,2202,555,53566,0.0484,54.1,51.3,143,15.07,0,1,16:26:44.51,+14:22:50.7
J162718.30+213654.2,1658,104,53240,0.0343,131.0,89.6,36,17.12,2,0,16:27:18.30,+21:36:54.2
J162719.87+213903.1,1658,107,53240,0.0345,131.0,89.6,36,14.2,1,0,16:27:19.87,+21:39:03.1
J162735.12+463941.8,624,46,52377,0.1139,19.1,39.4,459,18.39,2,0,16:27:35.12,+46:39:41.8
J162736.29+463934.5,627,293,52144,0.1122,19.1,39.4,459,16.51,2,0,16:27:36.29,+46:39:34.5
J162802.29+141248.1,2203,442,53915,0.0505,40.0,39.4,30,15.15,2,0,16:28:02.29,+14:12:48.1
J162804.85+141236.9,2202,639,53566,0.0504,40.0,39.4,30,16.64,2,0,16:28:04.85,+14:12:36.9
J162808.02+421659.6,816,432,52379,0.0455,87.6,78.4,233,14.68,1,0,16:28:08.02,+42:16:59.6
J162811.65+421550.9,816,436,52379,0.0464,87.6,78.4,233,16.81,2,0,16:28:11.65,+42:15:50.9
J162852.06+424843.2,816,502,52379,0.0316,111.3,70.2,45,14.06,1,0,16:28:52.06,+42:48:43.2
J162858.40+424941.3,816,513,52379,0.0317,111.3,70.2,45,15.22,2,0,16:28:58.40,+42:49:41.3
J162906.60+114231.2,2533,268,54585,0.052,60.9,61.7,67,16.7,2,0,16:29:06.60,+11:42:31.2
J162907.29+114331.2,2533,310,54585,0.0517,60.9,61.7,67,16.85,2,0,16:29:07.29,+11:43:31.2
J162908.94+114447.8,2533,308,54585,0.0506,80.6,79.7,316,14.51,2,0,16:29:08.94,+11:44:47.8
J163102.72+394733.0,1172,622,52759,0.0289,165.8,96.0,483,13.48,2,0,16:31:02.72,+39:47:33.0
J163103.41+395018.5,817,287,52381,0.0305,165.8,96.0,483,13.97,0,0,16:31:03.41,+39:50:18.5
J163125.95+200957.2,1854,640,53566,0.1042,10.7,20.6,184,17.28,2,1,16:31:25.95,+20:09:57.2
J163126.22+201007.1,1659,287,53224,0.1048,10.7,20.6,184,17.2,2,1,16:31:26.22,+20:10:07.1
J163138.42+334849.6,1339,295,52767,0.0723,9.3,12.9,86,16.13,1,2,16:31:38.42,+33:48:49.6
J163138.52+334840.4,1058,583,52520,0.0726,9.3,12.9,86,17.17,2,2,16:31:38.52,+33:48:40.4
J163215.06+224835.5,1572,99,53177,0.0381,94.0,68.5,406,15.48,1,0,16:32:15.06,+22:48:35.5
J163217.16+224706.9,1572,44,53177,0.0367,94.0,68.5,406,16.82,2,0,16:32:17.16,+22:47:06.9
J163300.85+114510.1,2533,183,54585,0.0517,70.9,71.6,437,16.14,1,0,16:33:00.85,+11:45:10.1
J163304.69+114431.3,2533,184,54585,0.0543,61.9,65.4,293,16.24,2,0,16:33:04.69,+11:44:31.3
J163305.33+114532.4,2533,192,54585,0.0533,61.9,65.4,293,15.99,1,0,16:33:05.33,+11:45:32.4
J163339.16+391527.5,817,310,52381,0.0315,158.2,99.5,83,15.06,2,0,16:33:39.16,+39:15:27.5
J163349.62+391547.5,817,313,52381,0.0318,158.2,99.5,83,13.8,2,0,16:33:49.62,+39:15:47.5
J163453.79+284139.0,2948,412,54553,0.0751,30.8,43.6,200,16.68,2,0,16:34:53.79,+28:41:39.0
J163454.18+284108.8,1686,305,53472,0.0744,30.8,43.6,200,16.85,2,0,16:34:54.18,+28:41:08.8
J163513.79+262447.5,2949,282,54557,0.0711,60.7,81.4,250,16.82,1,0,16:35:13.79,+26:24:47.5
J163515.71+262540.9,1409,590,52824,0.0702,60.7,81.4,250,16.14,1,0,16:35:15.71,+26:25:40.9
J163654.31+362524.4,1174,437,52782,0.0311,141.1,88.7,107,13.84,1,1,16:36:54.31,+36:25:24.4
J163700.38+362712.3,1174,424,52782,0.0314,141.1,88.7,107,15.03,1,1,16:37:00.38,+36:27:12.3
J163844.46+121927.4,2204,3,53877,0.0635,59.7,72.7,62,16.69,0,0,16:38:44.46,+12:19:27.4
J163847.37+121846.7,2204,2,53877,0.0633,59.7,72.7,62,14.98,1,0,16:38:47.37,+12:18:46.7
J164000.99+300851.2,1340,188,52781,0.0557,23.2,25.1,34,17.29,2,0,16:40:00.99,+30:08:51.2
J164002.50+300846.5,1342,346,52793,0.0556,23.2,25.1,34,16.25,2,0,16:40:02.50,+30:08:46.5
J164116.76+132330.4,2204,640,53877,0.0506,45.0,44.5,393,13.99,1,0,16:41:16.76,+13:23:30.4
J164119.75+132327.6,2210,455,53535,0.0492,45.0,44.5,393,16.69,2,0,16:41:19.75,+13:23:27.6
J164507.91+205759.5,1569,474,53168,0.13,4.4,10.1,221,17.1,0,2,16:45:07.91,+20:57:59.5
J164508.04+205755.6,1570,16,53149,0.1309,4.4,10.1,221,17.44,2,2,16:45:08.04,+20:57:55.6
J164551.99+241903.0,1424,340,52912,0.056,48.9,53.7,157,16.08,0,1,16:45:51.99,+24:19:03.0
J164555.25+241902.0,1423,58,53167,0.0566,48.9,53.7,157,15.11,1,1,16:45:55.25,+24:19:02.0
J164658.38+241132.7,1414,512,53135,0.0868,2.1,3.4,137,16.78,0,2,16:46:58.38,+24:11:32.7
J164658.48+241134.1,2191,352,54621,0.0873,2.1,3.4,137,19.33,0,2,16:46:58.48,+24:11:34.1
J164706.49+251609.6,1423,79,53167,0.062,41.9,50.1,9,16.4,1,0,16:47:06.49,+25:16:09.6
J164709.06+251626.1,1414,458,53135,0.0621,41.9,50.1,9,17.35,2,0,16:47:09.06,+25:16:26.1
J164839.87+300113.7,1343,208,52790,0.0825,1.9,3.0,18,18.59,2,2,16:48:39.87,+30:01:13.7
J164839.92+300111.9,1342,549,52793,0.0824,1.9,3.0,18,15.28,2,2,16:48:39.92,+30:01:11.9
J165222.67+304239.7,1343,535,52790,0.0364,109.8,79.4,29,14.14,1,0,16:52:22.67,+30:42:39.7
J165229.58+304316.2,1343,537,52790,0.0363,109.8,79.4,29,14.88,1,0,16:52:29.58,+30:43:16.2
J165438.38+312233.8,1343,633,52790,0.099,53.1,97.6,151,16.7,2,0,16:54:38.38,+31:22:33.8
J165438.87+312326.5,1176,294,52791,0.0995,53.1,97.6,151,17.3,0,0,16:54:38.87,+31:23:26.5
J165525.91+251522.4,1693,395,53446,0.0471,99.3,91.6,14,14.87,2,1,16:55:25.91,+25:15:22.4
J165527.86+251347.5,1693,384,53446,0.047,99.3,91.6,14,15.38,2,1,16:55:27.86,+25:13:47.5
J165748.44+393241.3,633,463,52079,0.065,73.2,91.4,241,16.41,2,0,16:57:48.44,+39:32:41.3
J165749.06+393128.7,633,473,52079,0.0641,73.2,91.4,241,16.4,2,0,16:57:49.06,+39:31:28.7
J170021.43+230743.3,1688,301,53462,0.0575,75.9,84.6,152,15.69,2,0,17:00:21.43,+23:07:43.3
J170024.36+382106.3,632,587,52071,0.0358,10.9,7.8,214,16.53,2,2,17:00:24.36,+38:21:06.3
J170024.76+382115.5,633,245,52079,0.0351,10.9,7.8,214,15.51,2,2,17:00:24.76,+38:21:15.5
J170025.50+230658.0,1688,314,53462,0.0569,75.9,84.6,152,15.97,0,0,17:00:25.50,+23:06:58.0
J170121.30+201517.5,1425,181,52913,0.0359,119.5,85.3,39,16.06,2,0,17:01:21.30,+20:15:17.5
J170129.08+201451.8,1425,185,52913,0.0361,119.5,85.3,39,15.69,2,0,17:01:29.08,+20:14:51.8
J170147.66+282551.2,2808,483,54524,0.0357,119.4,84.8,18,14.9,1,0,17:01:47.66,+28:25:51.2
J170154.97+282503.9,2808,500,54524,0.0358,119.4,84.8,18,13.84,2,0,17:01:54.97,+28:25:03.9
J170257.32+334527.4,973,444,52426,0.0983,40.8,74.2,53,17.5,1,0,17:02:57.32,+33:45:27.4
J170259.87+334541.8,974,257,52427,0.0985,40.8,74.2,53,17.4,2,0,17:02:59.87,+33:45:41.8
J170308.57+331201.6,974,254,52427,0.0879,39.9,65.0,234,16.77,2,0,17:03:08.57,+33:12:01.6
J170310.78+331223.7,973,502,52426,0.087,39.9,65.0,234,16.74,1,0,17:03:10.78,+33:12:23.7
J170341.28+245138.1,1687,453,53260,0.0631,3.4,4.1,72,19.21,2,3,17:03:41.28,+24:51:38.1
J170341.47+245139.9,1693,76,53446,0.0629,3.4,4.1,72,16.18,2,3,17:03:41.47,+24:51:39.9
J170349.52+241146.4,1693,19,53446,0.03,150.3,93.1,283,16.42,2,0,17:03:49.52,+24:11:46.4
J170353.21+250418.6,1687,447,53260,0.0382,102.7,77.8,194,15.43,1,0,17:03:53.21,+25:04:18.6
J170358.50+241039.6,1687,498,53260,0.031,150.3,93.1,283,13.37,1,0,17:03:58.50,+24:10:39.6
J170359.85+250443.8,1687,535,53260,0.0389,102.7,77.8,194,14.52,1,0,17:03:59.85,+25:04:43.8
J170402.09+335327.2,972,71,52435,0.037,112.6,82.8,29,15.4,2,0,17:04:02.09,+33:53:27.2
J170403.15+335518.6,974,189,52427,0.0372,112.6,82.8,29,15.32,1,0,17:04:03.15,+33:55:18.6
J170437.27+603512.4,351,131,51695,0.0974,8.8,15.8,122,17.06,2,2,17:04:37.27,+60:35:12.4
J170437.70+603506.5,353,365,51703,0.0969,8.8,15.8,122,16.47,0,2,17:04:37.70,+60:35:06.5
J170525.99+221617.9,1689,400,53177,0.0484,51.2,49.6,330,15.32,2,1,17:05:25.99,+22:16:17.9
J170529.33+221607.6,1688,203,53462,0.0496,51.2,49.6,330,14.0,0,1,17:05:29.33,+22:16:07.6
J170650.03+220252.2,1689,235,53177,0.1812,7.3,22.4,27,18.49,2,2,17:06:50.03,+22:02:52.2
J170650.45+220248.3,1688,135,53462,0.1813,7.3,22.4,27,17.48,2,2,17:06:50.45,+22:02:48.3
J171309.43+313455.3,976,49,52413,0.0296,7.8,4.6,47,15.09,1,2,17:13:09.43,+31:34:55.3
J171309.92+313452.3,975,640,52411,0.0294,7.8,4.6,47,19.87,2,2,17:13:09.92,+31:34:52.3
J171458.25+290818.6,978,125,52431,0.0449,78.6,69.4,55,15.89,2,2,17:14:58.25,+29:08:18.6
J171458.47+290937.1,978,135,52431,0.0451,78.6,69.4,55,14.93,1,2,17:14:58.47,+29:09:37.1
J172043.95+284229.5,980,504,52431,0.0471,68.0,62.8,128,15.76,1,0,17:20:43.95,+28:42:29.5
J172047.82+284304.8,980,510,52431,0.0476,68.0,62.8,128,15.09,2,0,17:20:47.82,+28:43:04.8
J172652.70+621733.1,352,49,51789,0.0858,57.0,91.6,150,16.64,1,0,17:26:52.70,+62:17:33.1
J172655.22+621650.4,354,536,51792,0.0852,57.0,91.6,150,16.92,2,0,17:26:55.22,+62:16:50.4
J172750.45+600449.2,366,457,52017,0.0276,68.4,38.2,74,15.89,2,0,17:27:50.45,+60:04:49.2
J172752.52+600550.1,366,454,52017,0.0278,68.4,38.2,74,14.02,1,0,17:27:52.52,+60:05:50.1
J173159.22+595818.0,366,564,52017,0.0291,67.3,39.3,7,15.2,2,2,17:31:59.22,+59:58:18.0
J173202.97+595854.9,354,2,51792,0.0291,67.3,39.3,7,17.16,2,2,17:32:02.97,+59:58:54.9
J204940.21+004027.7,983,381,52443,0.1058,38.8,75.5,148,17.52,2,0,20:49:40.21,+00:40:27.7
J204941.09+004104.2,982,597,52466,0.1063,38.8,75.5,148,17.65,2,0,20:49:41.09,+00:41:04.2
J205342.11-000939.1,983,166,52443,0.0787,58.0,86.2,133,16.04,1,2,20:53:42.11,-00:09:39.1
J205345.89-000951.8,983,158,52443,0.0782,58.0,86.2,133,14.7,5,2,20:53:45.89,-00:09:51.8
J205453.76+010816.1,1023,578,52818,0.156,14.0,38.0,388,19.36,2,0,20:54:53.76,+01:08:16.1
J205454.68+010818.0,983,565,52443,0.1575,14.0,38.0,388,16.25,2,0,20:54:54.68,+01:08:18.0
J205912.27-003736.9,1024,182,52826,0.1895,22.7,71.9,1,18.73,0,0,20:59:12.27,-00:37:36.9
J205913.69-003728.9,1114,189,53179,0.1895,22.7,71.9,1,17.77,2,0,20:59:13.69,-00:37:28.9
J210307.94+005825.1,984,620,52442,0.0733,57.4,80.1,43,18.24,2,1,21:03:07.94,+00:58:25.1
J210311.75+005831.2,985,334,52431,0.0734,57.4,80.1,43,15.65,2,1,21:03:11.75,+00:58:31.2
J210357.14+002728.5,985,422,52431,0.0515,19.3,19.4,34,17.26,2,0,21:03:57.14,+00:27:28.5
J210358.34+002721.9,984,625,52442,0.0516,19.3,19.4,34,15.88,2,0,21:03:58.34,+00:27:21.9
J211118.78+002134.1,985,624,52431,0.0699,36.4,48.6,14,17.16,2,0,21:11:18.78,+00:21:34.1
J211121.17+002128.0,986,376,52443,0.0699,36.4,48.6,14,16.52,1,0,21:11:21.17,+00:21:28.0
J211247.78-010232.9,986,270,52443,0.0609,9.5,11.2,250,16.29,2,2,21:12:47.78,-01:02:32.9
J211247.81-010242.4,1026,253,52558,0.06,9.5,11.2,250,16.87,2,2,21:12:47.81,-01:02:42.4
J211311.99-000836.7,986,175,52443,0.032,128.2,84.2,279,14.97,0,0,21:13:11.99,-00:08:36.7
J211318.76-000955.0,986,166,52443,0.0329,128.2,84.2,279,14.77,2,0,21:13:18.76,-00:09:55.0
J211702.44-064507.3,639,424,52146,0.0298,120.6,71.9,175,14.73,2,0,21:17:02.44,-06:45:07.3
J211706.99-064327.9,639,428,52146,0.0292,120.6,71.9,175,13.72,2,0,21:17:06.99,-06:43:27.9
J211936.44+004215.2,987,369,52523,0.0347,25.7,17.5,119,14.29,1,0,21:19:36.44,+00:42:15.2
J211938.09+004208.6,986,605,52443,0.0343,25.7,17.5,119,16.74,2,0,21:19:38.09,+00:42:08.6
J212858.26+112159.4,731,352,52460,0.0292,60.4,34.5,206,14.46,2,0,21:28:58.26,+11:21:59.4
J212859.44+112257.1,730,545,52466,0.0285,60.4,34.5,206,14.3,2,0,21:28:59.44,+11:22:57.1
J214156.66+003649.9,990,470,52465,0.0903,24.5,41.2,5,15.83,0,0,21:41:56.66,+00:36:49.9
J214158.21+003657.7,1030,473,52914,0.0903,24.5,41.2,5,17.99,2,0,21:41:58.21,+00:36:57.7
J214530.13+114403.8,732,602,52221,0.1124,4.0,8.1,46,18.03,1,2,21:45:30.13,+11:44:03.8
J214530.40+114403.7,733,319,52207,0.1122,4.0,8.1,46,17.87,1,2,21:45:30.40,+11:44:03.7
J214622.41+000452.1,1108,80,53227,0.0754,13.1,18.7,100,17.17,2,2,21:46:22.41,+00:04:52.1
J214623.23+000456.7,990,585,52465,0.075,13.1,18.7,100,16.65,1,2,21:46:23.23,+00:04:56.7
J215024.70-005242.9,371,215,52078,0.1108,14.5,29.2,90,17.9,0,0,21:50:24.70,-00:52:42.9
J215025.60-005237.7,1031,212,53172,0.1112,14.5,29.2,90,18.88,2,0,21:50:25.60,-00:52:37.7
J215040.33+005513.1,1107,409,52968,0.0279,42.8,24.3,106,16.05,2,0,21:50:40.33,+00:55:13.1
J215042.35+005442.9,371,406,52078,0.0283,42.8,24.3,106,14.24,1,0,21:50:42.35,+00:54:42.9
J215107.78+104739.0,733,84,52207,0.0604,86.0,98.5,344,16.56,1,0,21:51:07.78,+10:47:39.0
J215113.51+104741.9,733,89,52207,0.0592,86.0,98.5,344,15.28,1,0,21:51:13.51,+10:47:41.9
J215221.52-005317.8,1107,96,52968,0.1394,10.0,24.5,23,17.51,1,0,21:52:21.52,-00:53:17.8
J215221.85-005309.2,371,122,52078,0.1395,10.0,24.5,23,18.5,1,0,21:52:21.85,-00:53:09.2
J215834.67+000701.1,1106,471,52912,0.1567,9.7,26.3,92,17.87,2,2,21:58:34.67,+00:07:01.1
J215834.92+000652.1,1032,492,53175,0.1563,9.7,26.3,92,17.97,2,2,21:58:34.92,+00:06:52.1
J215850.57-073939.1,716,550,52203,0.0998,10.4,19.2,193,16.98,1,1,21:58:50.57,-07:39:39.1
J215851.27-073938.7,717,382,52468,0.0991,10.4,19.2,193,16.08,2,1,21:58:51.27,-07:39:38.7
J215945.57-002712.0,372,167,52173,0.1273,38.0,86.6,212,17.34,1,2,21:59:45.57,-00:27:12.0
J215947.31-002644.3,1474,150,52933,0.1281,38.0,86.6,212,17.26,0,2,21:59:47.31,-00:26:44.3
J220029.82+112248.7,734,81,52224,0.0313,132.9,83.1,25,15.95,2,0,22:00:29.82,+11:22:48.7
J220038.56+112227.6,734,85,52224,0.0314,132.9,83.1,25,14.65,2,0,22:00:38.56,+11:22:27.6
J220147.84-080455.6,717,487,52468,0.098,23.4,42.4,40,17.23,1,0,22:01:47.84,-08:04:55.6
J220149.12-080442.0,716,35,52203,0.0979,23.4,42.4,40,17.22,2,0,22:01:49.12,-08:04:42.0
J220419.23+002052.1,372,623,52173,0.0843,6.5,10.3,137,17.08,2,2,22:04:19.23,+00:20:52.1
J220419.59+002055.8,1105,387,52937,0.0848,6.5,10.3,137,17.99,2,2,22:04:19.59,+00:20:55.8
J220623.78+010706.7,1105,448,52937,0.0481,23.5,22.7,340,15.97,2,0,22:06:23.78,+01:07:06.7
J220624.38+010645.0,373,410,51788,0.0493,23.5,22.7,340,17.01,0,0,22:06:24.38,+01:06:45.0
J220634.97+000327.6,1475,475,52903,0.0466,4.7,4.3,124,15.16,2,2,22:06:34.97,+00:03:27.6
J220635.08+000323.2,1105,465,52937,0.0461,4.7,4.3,124,15.21,1,2,22:06:35.08,+00:03:23.2
J220703.84-005800.7,1105,126,52937,0.1262,16.9,37.9,221,16.8,1,2,22:07:03.84,-00:58:00.7
J220704.03-005744.1,373,135,51788,0.1254,16.9,37.9,221,17.44,2,2,22:07:04.03,-00:57:44.1
J221346.52+134726.7,736,349,52221,0.0252,190.4,96.6,55,14.43,1,0,22:13:46.52,+13:47:26.7
J221355.96+134519.4,736,396,52221,0.0254,190.4,96.6,55,14.34,2,0,22:13:55.96,+13:45:19.4
J221753.95-005334.5,1034,12,52813,0.1554,9.5,25.6,106,18.41,2,1,22:17:53.95,-00:53:34.5
J221754.57-005332.1,1035,283,52816,0.1549,9.5,25.6,106,18.45,2,1,22:17:54.57,-00:53:32.1
J221839.92-002401.9,375,273,52140,0.0948,30.7,54.2,72,16.31,1,2,22:18:39.92,-00:24:01.9
J221840.97-002335.5,374,40,51791,0.095,30.7,54.2,72,16.73,2,2,22:18:40.97,-00:23:35.5
J221955.71-074127.9,719,609,52203,0.0373,92.5,68.4,147,15.68,1,0,22:19:55.71,-07:41:27.9
J221957.25-073958.3,720,326,52206,0.0378,92.5,68.4,147,13.57,1,0,22:19:57.25,-07:39:58.3
J222132.43+001645.4,1103,472,52873,0.0578,52.1,58.3,3,15.02,1,0,22:21:32.43,+00:16:45.4
J222135.90+001649.3,375,425,52140,0.0578,52.1,58.3,3,17.62,2,0,22:21:35.90,+00:16:49.3
J222140.20-082526.0,719,638,52203,0.0707,72.2,97.2,39,15.39,1,0,22:21:40.20,-08:25:26.0
J222142.22-082420.5,719,632,52203,0.0705,72.2,97.2,39,16.22,1,0,22:21:42.22,-08:24:20.5
J222327.98+001639.0,1035,497,52816,0.1108,29.7,60.2,164,18.01,2,1,22:23:27.98,+00:16:39.0
J222329.87+001630.1,375,498,52140,0.1114,29.7,60.2,164,15.81,1,1,22:23:29.87,+00:16:30.1
J222833.04-095404.4,721,247,52228,0.0555,82.0,88.4,232,15.93,0,0,22:28:33.04,-09:54:04.4
J222837.85-095325.5,721,254,52228,0.0563,82.0,88.4,232,15.51,1,0,22:28:37.85,-09:53:25.5
J223202.40-004247.4,1036,103,52582,0.1075,30.5,59.6,200,17.81,2,0,22:32:02.40,-00:42:47.4
J223203.39-004220.7,376,110,52143,0.1067,30.5,59.6,200,18.23,2,0,22:32:03.39,-00:42:20.7
J223211.36-075131.9,721,530,52228,0.0727,68.6,95.9,245,15.34,1,0,22:32:11.36,-07:51:31.9
J223213.87-075034.6,721,527,52228,0.0736,68.6,95.9,245,16.12,1,0,22:32:13.87,-07:50:34.6
J223218.81-004106.3,674,314,52201,0.1085,29.9,58.8,312,16.58,2,0,22:32:18.81,-00:41:06.3
J223220.72-004057.7,376,66,52143,0.1074,29.9,58.8,312,17.59,2,0,22:32:20.72,-00:40:57.7
J223418.76+004100.4,377,326,52145,0.0883,20.9,34.3,155,16.47,1,2,22:34:18.76,+00:41:00.4
J223420.12+004104.8,376,639,52143,0.0877,20.9,34.3,155,16.9,2,2,22:34:20.12,+00:41:04.8
J223430.18-080737.7,721,616,52228,0.0816,64.5,99.4,81,16.19,2,0,22:34:30.18,-08:07:37.7
J223433.35-080654.2,721,606,52228,0.0819,64.5,99.4,81,16.23,2,0,22:34:33.35,-08:06:54.2
J223506.85-003426.0,377,263,52145,0.1072,4.0,7.9,73,16.68,2,2,22:35:06.85,-00:34:26.0
J223507.10-003427.2,1037,311,52878,0.1074,4.0,7.9,73,19.65,2,2,22:35:07.10,-00:34:27.2
J223514.71-083908.5,721,624,52228,0.0574,7.8,8.7,278,17.08,1,1,22:35:14.71,-08:39:08.5
J223515.22-083910.4,722,399,52224,0.0584,7.8,8.7,278,17.28,2,1,22:35:15.22,-08:39:10.4
J223553.80+125752.4,738,74,52521,0.1276,19.7,44.8,182,17.84,2,1,22:35:53.80,+12:57:52.4
J223555.09+125749.5,739,304,52520,0.1269,19.7,44.8,182,17.39,2,1,22:35:55.09,+12:57:49.5
J223654.56+142452.0,738,615,52521,0.0365,110.9,80.3,58,17.28,2,0,22:36:54.56,+14:24:52.0
J223701.58+142417.4,739,378,52520,0.0367,110.9,80.3,58,14.84,1,0,22:37:01.58,+14:24:17.4
J223952.52-001120.5,378,306,52146,0.0853,19.3,30.9,18,15.95,1,2,22:39:52.52,-00:11:20.5
J223953.50-001133.0,377,112,52145,0.0854,19.3,30.9,18,17.09,2,2,22:39:53.50,-00:11:33.0
J224202.33-075347.8,722,605,52224,0.0771,60.6,88.5,220,17.54,2,0,22:42:02.33,-07:53:47.8
J224206.35-075353.7,722,614,52224,0.0779,60.6,88.5,220,14.85,2,0,22:42:06.35,-07:53:53.7
J224534.07-084502.6,723,430,52201,0.0499,57.6,56.2,129,15.21,2,0,22:45:34.07,-08:45:02.6
J224535.02-084558.4,723,435,52201,0.0495,57.6,56.2,129,14.72,1,0,22:45:35.02,-08:45:58.4
J224612.76-075819.4,723,445,52201,0.0769,67.2,97.8,30,17.49,2,0,22:46:12.76,-07:58:19.4
J224614.42-075717.1,723,450,52201,0.077,67.2,97.8,30,14.7,5,0,22:46:14.42,-07:57:17.1
J224709.35-091829.4,723,180,52201,0.0823,62.8,97.5,41,17.16,2,0,22:47:09.35,-09:18:29.4
J224713.50-091820.6,723,172,52201,0.0825,62.8,97.5,41,17.41,2,0,22:47:13.50,-09:18:20.6
J224959.63-094356.2,723,108,52201,0.082,4.0,6.2,64,16.44,2,2,22:49:59.63,-09:43:56.2
J224959.88-094357.3,724,306,52254,0.0823,4.0,6.2,64,16.88,2,2,22:49:59.88,-09:43:57.3
J225215.25+002312.6,379,470,51789,0.0798,64.4,97.0,228,16.74,2,2,22:52:15.25,+00:23:12.6
J225216.82+002212.6,379,473,51789,0.0789,64.4,97.0,228,16.01,2,2,22:52:16.82,+00:22:12.6
J225823.26+001616.4,380,383,51792,0.1543,12.6,33.8,35,16.86,2,2,22:58:23.26,+00:16:16.4
J225823.31+001603.8,379,637,51789,0.1542,12.6,33.8,35,16.9,1,2,22:58:23.31,+00:16:03.8
J230046.91-081808.4,725,366,52258,0.0779,57.5,84.7,173,16.18,0,0,23:00:46.91,-08:18:08.4
J230050.74-081806.4,725,369,52258,0.0785,57.5,84.7,173,15.88,2,0,23:00:50.74,-08:18:06.4
J230319.99+011041.9,677,574,52606,0.1811,29.8,90.9,72,17.85,2,0,23:03:19.99,+01:10:41.9
J230321.72+011056.4,380,565,51792,0.1814,29.8,90.9,72,17.54,0,0,23:03:21.72,+01:10:56.4
J230443.48-084108.6,725,510,52258,0.047,63.4,58.8,76,14.7,5,0,23:04:43.48,-08:41:08.6
J230443.98-084211.6,725,505,52258,0.0473,63.4,58.8,76,15.18,2,0,23:04:43.98,-08:42:11.6
J230954.40+002153.6,678,559,52884,0.1028,11.7,22.3,200,18.76,2,2,23:09:54.40,+00:21:53.6
J230955.11+002148.7,381,481,51811,0.1036,11.7,22.3,200,16.85,2,2,23:09:55.11,+00:21:48.7
J231138.88+150741.7,743,620,52262,0.0418,79.4,62.8,511,15.48,2,0,23:11:38.88,+15:07:41.7
J231142.06+150638.3,743,619,52262,0.04,45.5,36.0,87,14.35,1,2,23:11:42.06,+15:06:38.3
J231143.99+150603.1,744,339,52251,0.0403,45.5,36.0,87,16.31,2,2,23:11:43.99,+15:06:03.1
J231224.52+135704.6,744,240,52251,0.0341,77.6,52.8,1,15.08,2,0,23:12:24.52,+13:57:04.6
J231225.99+135450.2,744,228,52251,0.0339,112.9,76.7,63,15.35,1,0,23:12:25.99,+13:54:50.2
J231229.22+135632.1,744,227,52251,0.0341,77.6,52.8,1,14.55,1,0,23:12:29.22,+13:56:32.1
J231323.01+135431.5,743,27,52262,0.0398,109.7,86.4,70,17.54,2,0,23:13:23.01,+13:54:31.5
J231329.61+135344.4,744,194,52251,0.04,109.7,86.4,70,15.87,1,0,23:13:29.61,+13:53:44.4
J231436.08+005238.3,679,418,52177,0.1185,12.8,27.3,188,17.45,2,1,23:14:36.08,+00:52:38.3
J231436.89+005242.3,382,339,51816,0.1178,12.8,27.3,188,17.29,1,1,23:14:36.89,+00:52:42.3
J231538.44+010131.4,1096,405,52974,0.032,106.1,70.0,306,15.75,1,0,23:15:38.44,+01:01:31.4
J231545.45+010144.8,679,453,52177,0.0331,106.1,70.0,306,14.38,2,0,23:15:45.45,+01:01:44.8
J231756.36+135352.1,745,296,52258,0.0396,111.1,89.4,333,14.62,1,0,23:17:56.36,+13:53:52.1
