SDSS1,z1,dV,rmag1,RA1,Dec1,SDSS2,z2,rmag2,RA2,Dec2,System Type,Selection Method,Name1,Name2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,Sep,Sep(kpc),dV_rwp,z1_type,z2_type,Paper(s),BibCode(s),DOI(s),Notes,Confirmation Method,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2
J091839.33+453020.3,0.1948,20.0,18.28,09:18:39.33,+45:30:20.3,J091839.65+453023.6,0.1947,14.7,09:18:39.65,+45:30:23.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J091839.33+453020.3,J091839.65+453023.6,139.663875,45.50563888888889,139.66520833333334,45.50655555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,4.712376981554239,15.230568264695137,25.02615605576737,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J091857.92+315110.8,0.061,268.0,15.59,09:18:57.92,+31:51:10.8,J091859.40+315140.7,0.0619,14.64,09:18:59.40,+31:51:40.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J091857.92+315110.8,J091859.40+315140.7,139.74133333333333,31.853,139.7475,31.861305555555557,J2000,Optical,SDSS,J2000,Optical,SDSS,35.349065629172884,41.61154057910339,-253.52108119467533,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J091957.09+264723.7,0.0261,87.0,14.94,09:19:57.09,+26:47:23.7,J091957.97+264454.9,0.0264,14.07,09:19:57.97,+26:44:54.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J091957.09+264723.7,J091957.97+264454.9,139.987875,26.789916666666667,139.99154166666665,26.748583333333336,J2000,Optical,SDSS,J2000,Optical,SDSS,149.26598366914038,78.36772193387874,-87.40560105594645,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092040.66+150603.6,0.0288,236.0,14.13,09:20:40.66,+15:06:03.6,J092047.82+150704.6,0.028,14.55,09:20:47.82,+15:07:04.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092040.66+150603.6,J092047.82+150704.6,140.16941666666668,15.100999999999999,140.19925,15.117944444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,120.29971567821387,69.46774489794771,232.59428608772754,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092118.78+181249.0,0.029,73.0,14.08,09:21:18.78,+18:12:49.0,J092123.09+181326.0,0.0287,14.27,09:21:23.09,+18:13:26.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092118.78+181249.0,J092123.09+181326.0,140.32825,18.21361111111111,140.3462083333333,18.223888888888887,J2000,Optical,SDSS,J2000,Optical,SDSS,71.69431860801335,41.677775081998696,87.18471895159455,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092159.80+060053.6,0.0546,77.0,14.85,09:21:59.80,+06:00:53.6,J092202.51+055952.4,0.0549,15.23,09:22:02.51,+05:59:52.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092159.80+060053.6,J092202.51+055952.4,140.49916666666664,6.014888888888889,140.5104583333333,5.997888888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,73.34691172896002,77.86747428683567,-85.04384753337341,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092205.96+211111.8,0.0776,17.0,16.81,09:22:05.96,+21:11:11.8,J092205.98+211114.4,0.0776,17.66,09:22:05.98,+21:11:14.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092205.96+211111.8,J092205.98+211114.4,140.5248333333333,21.186611111111112,140.52491666666666,21.187333333333335,J2000,Optical,SDSS,J2000,Optical,SDSS,2.615003687538447,3.8406636971414865,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092329.60+242845.9,0.0345,12.0,14.91,09:23:29.60,+24:28:45.9,J092331.51+242644.5,0.0345,13.71,09:23:31.51,+24:26:44.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092329.60+242845.9,J092331.51+242644.5,140.8733333333333,24.479416666666665,140.88129166666664,24.445694444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,124.16935952072166,85.30840880981008,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092435.13+305252.4,0.2091,268.0,16.99,09:24:35.13,+30:52:52.4,J092436.27+305235.8,0.2102,17.45,09:24:36.27,+30:52:35.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092435.13+305252.4,J092436.27+305235.8,141.146375,30.881222222222224,141.151125,30.87661111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,22.15737107811765,75.69072536650656,-271.8967734519129,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092446.67+322547.4,0.1158,272.0,17.4,09:24:46.67,+32:25:47.4,J092447.18+322526.8,0.1148,17.87,09:24:47.18,+32:25:26.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092446.67+322547.4,J092447.18+322526.8,141.19445833333333,32.42983333333333,141.1965833333333,32.42411111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,21.58831051699504,45.281503683880814,268.0892494453717,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092452.72+382106.4,0.0277,202.0,13.5,09:24:52.72,+38:21:06.4,J092501.49+382038.5,0.027,14.62,09:25:01.49,+38:20:38.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092452.72+382106.4,J092501.49+382038.5,141.21966666666665,38.35177777777778,141.25620833333332,38.34402777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,106.87506329941708,59.436920905634366,203.72801451088134,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092458.83+022519.7,0.0716,12.0,16.88,09:24:58.83,+02:25:19.7,J092501.12+022447.5,0.0716,17.56,09:25:01.12,+02:24:47.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092458.83+022519.7,J092501.12+022447.5,141.245125,2.4221388888888886,141.25466666666665,2.413194444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,47.060204685746754,64.22101543244368,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092752.50+262322.2,0.0443,207.0,16.56,09:27:52.50,+26:23:22.2,J092752.70+262401.0,0.0436,16.94,09:27:52.70,+26:24:01.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092752.50+262322.2,J092752.70+262401.0,141.96874999999997,26.389499999999998,141.9695833333333,26.400277777777777,J2000,Optical,SDSS,J2000,Optical,SDSS,38.89294711683411,33.91224193096739,200.48850660864494,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092806.24+262259.3,0.0434,113.0,14.42,09:28:06.24,+26:22:59.3,J092811.00+262140.1,0.0438,16.5,09:28:11.00,+26:21:40.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092806.24+262259.3,J092811.00+262140.1,142.02599999999998,26.38313888888889,142.04583333333332,26.361138888888892,J2000,Optical,SDSS,J2000,Optical,SDSS,101.80719427116362,87.05925624049134,-114.60329207300087,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092834.69+362829.4,0.0865,293.0,16.79,09:28:34.69,+36:28:29.4,J092836.96+362846.3,0.0855,15.56,09:28:36.96,+36:28:46.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092834.69+362829.4,J092836.96+362846.3,142.14454166666667,36.474833333333336,142.15399999999997,36.47952777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,32.175161550658764,52.13431757691013,275.32222524875976,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092903.50+610701.0,0.0752,44.0,17.25,09:29:03.50,+61:07:01.0,J092904.24+610659.0,0.0753,17.61,09:29:04.24,+61:06:59.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092903.50+610701.0,J092904.24+610659.0,142.2645833333333,61.11694444444444,142.26766666666666,61.11638888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,5.722485012212555,8.167489921100113,-27.807486570886486,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J092954.27+002753.1,0.1457,34.0,16.39,09:29:54.27,+00:27:53.1,J092955.43+002802.9,0.1456,17.28,09:29:55.43,+00:28:02.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J092954.27+002753.1,J092955.43+002802.9,142.47612499999997,0.46475,142.48095833333332,0.46747222222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,19.9694757921423,50.95553128937833,26.09872120022397,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093003.56+341325.3,0.0421,25.0,14.38,09:30:03.56,+34:13:25.3,J093011.07+341336.1,0.0422,15.96,09:30:11.07,+34:13:36.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093003.56+341325.3,J093011.07+341336.1,142.5148333333333,34.22369444444445,142.546125,34.22669444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,93.7668194311301,77.9022397956176,-28.690687454922774,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093128.29+094821.3,0.0756,4.0,17.08,09:31:28.29,+09:48:21.3,J093128.96+094802.3,0.0755,16.7,09:31:28.96,+09:48:02.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093128.29+094821.3,J093128.96+094802.3,142.867875,9.805916666666667,142.87066666666666,9.800638888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,21.426021335271383,30.728898669384463,27.799730310467805,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093231.97+094957.4,0.0498,254.0,15.44,09:32:31.97,+09:49:57.4,J093236.58+095026.0,0.0489,14.8,09:32:36.58,+09:50:26.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093231.97+094957.4,J093236.58+095026.0,143.1332083333333,9.832611111111111,143.15241666666665,9.840555555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,73.89265110286499,71.95779092988309,256.4444184611919,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093325.71+340253.1,0.0272,441.0,13.64,09:33:25.71,+34:02:53.1,J093334.42+340153.4,0.0287,16.32,09:33:34.42,+34:01:53.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093325.71+340253.1,J093334.42+340153.4,143.357125,34.04808333333333,143.39341666666667,34.0315,J2000,Optical,SDSS,J2000,Optical,SDSS,123.63238058953772,67.55575477940889,-436.3050355089798,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093422.37+291345.6,0.1285,218.0,16.45,09:34:22.37,+29:13:45.6,J093422.86+291342.7,0.1277,17.36,09:34:22.86,+29:13:42.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093422.37+291345.6,J093422.86+291342.7,143.5932083333333,29.229333333333333,143.59524999999996,29.228527777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,7.039284329941005,16.150280135838592,212.03791324032093,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093427.93+164352.8,0.0738,140.0,15.95,09:34:27.93,+16:43:52.8,J093432.11+164402.3,0.0733,15.15,09:34:32.11,+16:44:02.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093427.93+164352.8,J093432.11+164402.3,143.61637499999998,16.731333333333332,143.63379166666664,16.733972222222224,J2000,Optical,SDSS,J2000,Optical,SDSS,60.79206479802929,85.290034114222,139.2575957270142,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093444.60+094213.9,0.1208,294.0,16.66,09:34:44.60,+09:42:13.9,J093446.16+094206.2,0.1219,16.87,09:34:46.16,+09:42:06.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093444.60+094213.9,J093446.16+094206.2,143.6858333333333,9.703861111111111,143.69233333333332,9.701722222222221,J2000,Optical,SDSS,J2000,Optical,SDSS,24.31659178824878,52.905259397402915,-293.30710382684344,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093515.24+243515.1,0.0614,29.0,14.57,09:35:15.24,+24:35:15.1,J093517.72+243606.8,0.0613,16.98,09:35:17.72,+24:36:06.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093515.24+243515.1,J093517.72+243606.8,143.8135,24.587527777777776,143.8238333333333,24.60188888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,61.78204849155081,73.16989303206071,28.171668095956967,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093621.39+185135.1,0.0715,17.0,17.77,09:36:21.39,+18:51:35.1,J093623.36+185130.2,0.0714,17.47,09:36:23.36,+18:51:30.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093621.39+185135.1,J093623.36+185130.2,144.08912499999997,18.859750000000002,144.0973333333333,18.85838888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,28.38971451670487,38.692619604103555,27.906108483718445,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093622.61+283100.7,0.0274,63.0,16.11,09:36:22.61,+28:31:00.7,J093630.16+283012.1,0.0276,14.25,09:36:30.16,+28:30:12.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093622.61+283100.7,J093630.16+283012.1,144.0942083333333,28.516861111111112,144.12566666666663,28.50336111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,110.74968926366255,60.94665252062673,-58.199512830727514,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093623.40+592457.0,0.0962,151.0,17.67,09:36:23.40,+59:24:57.0,J093625.37+592452.7,0.0956,17.04,09:36:25.37,+59:24:52.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093623.40+592457.0,J093625.37+592452.7,144.0975,59.41583333333333,144.10570833333333,59.41463888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,15.638207783573451,27.866894737188534,163.70105534831387,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J093650.00+114503.7,0.0287,5.0,15.21,09:36:50.00,+11:45:03.7,J093653.46+114300.7,0.0287,15.81,09:36:53.46,+11:43:00.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J093650.00+114503.7,J093653.46+114300.7,144.20833333333331,11.751027777777777,144.22274999999996,11.716861111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,133.0834579958427,76.59214872568856,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094207.72+022805.2,0.0482,309.0,15.34,09:42:07.72,+02:28:05.2,J094209.01+022812.7,0.0493,16.02,09:42:09.01,+02:28:12.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094207.72+022805.2,J094209.01+022812.7,145.53216666666665,2.4681111111111114,145.53754166666664,2.4701944444444446,J2000,Optical,SDSS,J2000,Optical,SDSS,20.735900406890966,19.581265413981072,-313.6113559402678,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094209.84+382945.1,0.0407,179.0,15.39,09:42:09.84,+38:29:45.1,J094214.38+383107.7,0.0413,16.32,09:42:14.38,+38:31:07.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094209.84+382945.1,J094214.38+383107.7,145.54099999999997,38.49586111111111,145.55991666666665,38.51880555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,98.29854594137356,79.0832309924393,-172.33427963577265,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094215.99+541910.4,0.0467,33.0,16.06,09:42:15.99,+54:19:10.4,J094217.60+541909.7,0.0468,16.56,09:42:17.60,+54:19:09.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094215.99+541910.4,J094217.60+541909.7,145.56662499999996,54.31955555555556,145.5733333333333,54.319361111111114,J2000,Optical,SDSS,J2000,Optical,SDSS,14.103241633131779,12.926457994396635,-28.564604663747264,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094408.42+330458.5,0.0835,153.0,15.59,09:44:08.42,+33:04:58.5,J094410.98+330422.7,0.0829,14.7,09:44:10.98,+33:04:22.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094408.42+330458.5,J094410.98+330422.7,146.03508333333332,33.08291666666667,146.04574999999997,33.072972222222226,J2000,Optical,SDSS,J2000,Optical,SDSS,48.13486398265167,75.55134740723186,165.62037134330444,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094414.59+001132.3,0.1262,200.0,17.06,09:44:14.59,+00:11:32.3,J094415.78+001101.2,0.127,14.7,09:44:15.78,+00:11:01.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094414.59+001132.3,J094415.78+001101.2,146.06079166666663,0.19230555555555554,146.06574999999998,0.18366666666666664,J2000,Optical,SDSS,J2000,Optical,SDSS,35.858458827741124,81.00781250858068,-212.32022887111862,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094446.69+145321.8,0.0264,50.0,14.67,09:44:46.69,+14:53:21.8,J094448.24+145245.2,0.0262,14.58,09:44:48.24,+14:52:45.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094446.69+145321.8,J094448.24+145245.2,146.19454166666662,14.889388888888888,146.201,14.879222222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,42.94712483866096,22.799069561709516,58.267562537515005,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094446.91+543845.8,0.0458,504.0,15.25,09:44:46.91,+54:38:45.8,J094454.01+543821.0,0.0441,14.51,09:44:54.01,+54:38:21.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094446.91+543845.8,J094454.01+543821.0,146.1954583333333,54.646055555555556,146.22504166666664,54.63916666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,66.43159668484076,59.778908569509454,486.43443578084975,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094506.95+271606.9,0.0329,173.0,14.55,09:45:06.95,+27:16:06.9,J094512.77+271507.2,0.0335,14.44,09:45:12.77,+27:15:07.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094506.95+271606.9,J094512.77+271507.2,146.27895833333332,27.268583333333332,146.30320833333332,27.252,J2000,Optical,SDSS,J2000,Optical,SDSS,97.91053612278125,64.27107475679108,-173.63529314269994,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094516.75+562219.6,0.171,203.0,17.52,09:45:16.75,+56:22:19.6,J094517.79+562234.0,0.1718,17.1,09:45:17.79,+56:22:34.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094516.75+562219.6,J094517.79+562234.0,146.31979166666665,56.37211111111111,146.32412499999998,56.376111111111115,J2000,Optical,SDSS,J2000,Optical,SDSS,16.792512966094666,48.89870006296899,-204.20007863116984,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094529.71-002206.2,0.0529,86.0,16.02,09:45:29.71,-00:22:06.2,J094531.52-002311.3,0.0526,17.22,09:45:31.52,-00:23:11.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094529.71-002206.2,J094531.52-002311.3,146.37379166666665,-0.3683888888888889,146.38133333333332,-0.3864722222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,70.53439237500724,72.69601000050632,85.20541266105066,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094554.41+423840.0,0.0745,90.0,14.7,09:45:54.41,+42:38:40.0,J094554.49+423818.7,0.0748,16.61,09:45:54.49,+42:38:18.7,Dual AGN,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094554.41+423840.0,J094554.49+423818.7,146.4767083333333,42.644444444444446,146.47704166666665,42.638527777777774,J2000,Optical,SDSS,J2000,Optical,SDSS,21.318283443577034,30.168171882341056,-83.46903480425985,spec,spec,Liu+2011b ; De Rosa+2018 ; De Rosa+2018,2011ApJ...737..101L ; 2018MNRAS.480.1639D ; 2018MNRAS.480.1639D,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1093/mnras/sty1867 ; https://doi.org/10.1093/mnras/sty1867,AGNs confirmed via X-rays and reanalyses of optical spectroscopy.Unobscured and Compton-think pair. Seyfert+Seyfert pair.,X-ray Imaging / X-ray Spectroscopy / Optical Spectroscopy,,,,,,
J094627.10+000827.3,0.0914,36.0,17.86,09:46:27.10,+00:08:27.3,J094628.02+000816.3,0.0916,17.32,09:46:28.02,+00:08:16.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094627.10+000827.3,J094628.02+000816.3,146.61291666666665,0.14091666666666666,146.61675,0.1378611111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,17.647630799653246,30.04419592548461,-54.7869899203473,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094706.88+185411.6,0.0263,125.0,14.94,09:47:06.88,+18:54:11.6,J094714.45+185238.2,0.0267,14.98,09:47:14.45,+18:52:38.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094706.88+185411.6,J094714.45+185238.2,146.77866666666665,18.903222222222222,146.8102083333333,18.877277777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,142.3575700770557,75.29526544837576,-116.51241642454661,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094708.46+524041.8,0.0477,62.0,16.1,09:47:08.46,+52:40:41.8,J094711.21+524216.9,0.0479,14.31,09:47:11.21,+52:42:16.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094708.46+524041.8,J094711.21+524216.9,146.78525,52.67827777777777,146.7967083333333,52.70469444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,98.3316062661265,91.9474897981595,-57.07195977791537,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094721.45+322039.9,0.1373,18.0,16.98,09:47:21.45,+32:20:39.9,J094722.99+322045.4,0.1373,17.08,09:47:22.99,+32:20:45.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094721.45+322039.9,J094722.99+322045.4,146.839375,32.34441666666667,146.84579166666663,32.34594444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,20.27601520103485,49.21549060381043,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094740.50+213815.2,0.0248,19.0,15.26,09:47:40.50,+21:38:15.2,J094744.27+214006.6,0.0248,14.34,09:47:44.27,+21:40:06.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094740.50+213815.2,J094744.27+214006.6,146.91875,21.637555555555554,146.93445833333334,21.6685,J2000,Optical,SDSS,J2000,Optical,SDSS,123.17657409139514,61.545365159251105,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094741.58+633941.4,0.1397,181.0,19.79,09:47:41.58,+63:39:41.4,J094741.58+633939.2,0.139,16.86,09:47:41.58,+63:39:39.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094741.58+633941.4,J094741.58+633939.2,146.92324999999997,63.6615,146.92324999999997,63.660888888888884,J2000,Optical,SDSS,J2000,Optical,SDSS,2.200000000009261,5.418748249212035,183.70121582384957,spec,spec,Liu+2011b ; Husemann+2020,2011ApJ...737..101L ; 2020A&A...639A.117H,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1051/0004-6361/202037988, .BPT ratios of secondary nucleus changes when viewed with MODS. Fiber spillover effects likely. MODS spectra show secondary nucleus falls into lower ionization regime and is most likely powered by stellar pop instead of AGN given low EQW of Halpha on WHAN diagram.,Optical Spectroscopy,,,,,,
J094757.68+022025.8,0.0584,141.0,16.14,09:47:57.68,+02:20:25.8,J094759.81+022032.2,0.0579,16.48,09:47:59.81,+02:20:32.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094757.68+022025.8,J094759.81+022032.2,146.99033333333333,2.3405,146.9992083333333,2.342277777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,32.55854366920303,36.80551652018384,141.28430908187875,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J094801.53+345222.8,0.041,82.0,16.95,09:48:01.53,+34:52:22.8,J094801.92+345226.3,0.0407,16.73,09:48:01.92,+34:52:26.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J094801.53+345222.8,J094801.92+345226.3,147.006375,34.873,147.00799999999998,34.87397222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,5.940083655250992,4.812426054191612,86.17956298895724,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
