SDSS1,z1,dV,rmag1,RA1,Dec1,SDSS2,z2,rmag2,RA2,Dec2,System Type,Selection Method,Name1,Name2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,Sep,Sep(kpc),dV_rwp,z1_type,z2_type,Paper(s),BibCode(s),DOI(s),Notes,Confirmation Method,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2
J013848.33-000221.1,0.0742,129.0,17.42,01:38:48.33,-00:02:21.1,J013848.45-000255.7,0.0738,17.87,01:38:48.45,-00:02:55.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J013848.33-000221.1,J013848.45-000255.7,24.701374999999995,-0.03919444444444444,24.701874999999998,-0.04880555555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,34.646789145340406,48.84940912564243,111.35940023511519,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J014402.61-000708.9,0.0794,3.0,17.4,01:44:02.61,-00:07:08.9,J014405.76-000737.3,0.0794,17.54,01:44:05.76,-00:07:37.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J014402.61-000708.9,J014405.76-000737.3,26.010875,-0.11913888888888889,26.023999999999997,-0.12702777777777777,J2000,Optical,SDSS,J2000,Optical,SDSS,55.12814339020118,82.6717136460474,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J015232.94-005745.9,0.0598,69.0,17.74,01:52:32.94,-00:57:45.9,J015233.06-005744.3,0.06,16.27,01:52:33.06,-00:57:44.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J015232.94-005745.9,J015233.06-005744.3,28.137249999999998,-0.96275,28.137749999999997,-0.9623055555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,2.4081290885020334,2.782916097272131,-56.4204165182393,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J015235.35-083236.6,0.0517,157.0,16.49,01:52:35.35,-08:32:36.6,J015235.99-083138.9,0.0511,14.87,01:52:35.99,-08:31:38.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J015235.35-083236.6,J015235.99-083138.9,28.147291666666664,-8.5435,28.14995833333333,-8.527472222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,58.47580525624682,58.98438985356426,170.62962278306637,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J015303.50+010123.0,0.0595,198.0,16.35,01:53:03.50,+01:01:23.0,J015308.29+010150.7,0.0602,15.54,01:53:08.29,+01:01:50.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J015303.50+010123.0,J015308.29+010150.7,28.264583333333327,1.0230555555555556,28.284541666666662,1.0307499999999998,J2000,Optical,SDSS,J2000,Optical,SDSS,76.99385920402237,88.56162556420838,-197.48075404515944,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J015343.54+001111.0,0.0806,418.0,15.87,01:53:43.54,+00:11:11.0,J015343.83+001101.8,0.0821,15.96,01:53:43.83,+00:11:01.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J015343.54+001111.0,J015343.83+001101.8,28.431416666666664,0.18638888888888888,28.432624999999998,0.18383333333333332,J2000,Optical,SDSS,J2000,Optical,SDSS,10.176556514038962,15.470110345944422,-414.75912909724025,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J015806.03-093258.2,0.0777,393.0,17.07,01:58:06.03,-09:32:58.2,J015807.61-093328.9,0.0791,17.2,01:58:07.61,-09:33:28.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J015806.03-093258.2,J015807.61-093328.9,29.525125,-9.5495,29.531708333333334,-9.55802777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,38.583767311207396,56.73451739242656,-388.1674922344414,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J015816.15-003121.1,0.0802,18.0,16.71,01:58:16.15,-00:31:21.1,J015816.36-003118.9,0.0803,16.58,01:58:16.36,-00:31:18.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J015816.15-003121.1,J015816.36-003118.9,29.567291666666666,-0.5225277777777778,29.568166666666666,-0.5219166666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,3.842092622568134,5.8143546570968,-27.678778001325085,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J020101.49+000232.6,0.0788,197.0,17.11,02:01:01.49,+00:02:32.6,J020102.09+000152.6,0.0795,17.01,02:01:02.09,+00:01:52.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J020101.49+000232.6,J020102.09+000152.6,30.256208333333326,0.04238888888888889,30.258708333333328,0.03127777777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,40.99999958867253,61.06271176712209,-193.9489208949799,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J020120.32+004821.1,0.1377,106.0,17.63,02:01:20.32,+00:48:21.1,J020120.43+004832.6,0.1373,19.5,02:01:20.43,+00:48:32.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J020120.32+004821.1,J020120.43+004832.6,30.334666666666664,0.8058611111111111,30.335124999999998,0.8090555555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,11.61774329751752,28.268936966534525,105.1428538924523,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J020320.97+004006.3,0.0759,14.0,15.75,02:03:20.97,+00:40:06.3,J020321.03+004005.1,0.076,18.24,02:03:21.03,+00:40:05.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J020320.97+004006.3,J020321.03+004005.1,30.837374999999998,0.6684166666666667,30.837624999999992,0.6680833333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,1.4999632732739578,2.159008115167585,-27.78939535799523,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J020442.35-001749.4,0.1118,102.0,17.2,02:04:42.35,-00:17:49.4,J020442.65-001746.0,0.1114,17.96,02:04:42.65,-00:17:46.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J020442.35-001749.4,J020442.65-001746.0,31.176458333333333,-0.2970555555555556,31.177708333333335,-0.2961111111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,5.639987359262369,11.47335543185993,107.59265574697466,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J020733.93+133350.4,0.1318,21.0,16.35,02:07:33.93,+13:33:50.4,J020734.06+133351.0,0.1319,19.39,02:07:34.06,+13:33:51.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J020733.93+133350.4,J020734.06+133351.0,31.891374999999993,13.564,31.89191666666666,13.564166666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,1.9883010617717014,4.661556426174485,-26.416927986619367,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J020838.64+000742.1,0.067,57.0,19.4,02:08:38.64,+00:07:42.1,J020838.89+000742.6,0.0672,15.01,02:08:38.89,+00:07:42.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J020838.64+000742.1,J020838.89+000742.6,32.161,0.12836111111111112,32.16204166666666,0.1285,J2000,Optical,SDSS,J2000,Optical,SDSS,3.7831771493136963,4.857120228809732,-56.03973336598854,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J020918.15-005217.7,0.1198,90.0,17.72,02:09:18.15,-00:52:17.7,J020918.86-005226.5,0.1202,17.26,02:09:18.86,-00:52:26.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J020918.15-005217.7,J020918.86-005226.5,32.325624999999995,-0.8715833333333334,32.32858333333333,-0.8740277777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,13.814346956425258,29.840677397168,-106.78571088061157,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J021242.19+002906.0,0.1491,298.0,17.22,02:12:42.19,+00:29:06.0,J021242.27+002903.8,0.1502,17.48,02:12:42.27,+00:29:03.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J021242.19+002906.0,J021242.27+002903.8,33.17579166666667,0.485,33.176125,0.48438888888888887,J2000,Optical,SDSS,J2000,Optical,SDSS,2.5059722566607645,6.518862939977385,-286.08700450026726,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J021510.90+005440.9,0.1219,4.0,19.09,02:15:10.90,+00:54:40.9,J021511.69+005419.3,0.1219,17.04,02:15:11.69,+00:54:19.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J021510.90+005440.9,J021511.69+005419.3,33.79541666666666,0.9113611111111112,33.79870833333333,0.9053611111111112,J2000,Optical,SDSS,J2000,Optical,SDSS,24.636298589874364,54.02156925724181,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J022245.48+010202.4,0.0996,87.0,16.35,02:22:45.48,+01:02:02.4,J022245.84+010230.1,0.0999,16.49,02:22:45.84,+01:02:30.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J022245.48+010202.4,J022245.84+010230.1,35.689499999999995,1.034,35.690999999999995,1.0416944444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,28.221276251583188,51.86397295953278,-81.5639902989898,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J022301.55-081852.5,0.0546,15.0,15.42,02:23:01.55,-08:18:52.5,J022304.33-081959.2,0.0547,15.94,02:23:04.33,-08:19:59.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J022301.55-081852.5,J022304.33-081959.2,35.75645833333333,-8.314583333333333,35.76804166666666,-8.33311111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,78.43045773074846,83.26433256279105,-28.350637588572475,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J022531.29-082508.7,0.0549,80.0,15.6,02:25:31.29,-08:25:08.7,J022536.71-082539.5,0.0546,17.11,02:25:36.71,-08:25:39.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J022531.29-082508.7,J022536.71-082539.5,36.380374999999994,-8.419083333333333,36.40295833333332,-8.427638888888888,J2000,Optical,SDSS,J2000,Optical,SDSS,86.1190894048406,91.89662043425973,85.04384753337341,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J022554.47+011205.3,0.0741,335.0,16.42,02:25:54.47,+01:12:05.3,J022557.12+011112.1,0.0729,15.47,02:25:57.12,+01:11:12.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J022554.47+011205.3,J022557.12+011112.1,36.47695833333332,1.2014722222222223,36.48799999999999,1.1866944444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,66.40494195037316,93.51077901130438,334.2337102135006,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J023148.26-010925.2,0.0538,89.0,14.88,02:31:48.26,-01:09:25.2,J023150.81-010823.1,0.0541,16.72,02:31:50.81,-01:08:23.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J023148.26-010925.2,J023150.81-010823.1,37.95108333333333,-1.1569999999999998,37.96170833333333,-1.13975,J2000,Optical,SDSS,J2000,Optical,SDSS,72.93068509120766,76.363281808412,-85.1084000029174,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J023149.26+011539.9,0.0221,16.0,14.12,02:31:49.26,+01:15:39.9,J023157.77+011447.4,0.022,13.2,02:31:57.77,+01:14:47.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J023149.26+011539.9,J023157.77+011447.4,37.95524999999999,1.2610833333333333,37.99070833333333,1.2465000000000002,J2000,Optical,SDSS,J2000,Optical,SDSS,137.99627138863417,61.64370438215688,29.254928749520044,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J023211.78+001326.6,0.054,438.0,16.06,02:32:11.78,+00:13:26.6,J023211.84+001215.4,0.0556,15.98,02:32:11.84,+00:12:15.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J023211.78+001326.6,J023211.84+001215.4,38.04908333333333,0.22405555555555556,38.04933333333332,0.20427777777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,71.20568789552343,74.81657813882128,-453.54543497467483,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J023324.60+001245.0,0.0538,66.0,16.73,02:33:24.60,+00:12:45.0,J023327.26+001238.4,0.0541,14.5,02:33:27.26,+00:12:38.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J023324.60+001245.0,J023327.26+001238.4,38.35249999999999,0.21250000000000002,38.363583333333324,0.21066666666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,40.44191253862433,42.34537438111129,-85.1084000029174,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J023411.42-002736.9,0.1115,3.0,17.15,02:34:11.42,-00:27:36.9,J023414.08-002736.3,0.1115,17.37,02:34:14.08,-00:27:36.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J023411.42-002736.9,J023414.08-002736.3,38.54758333333332,-0.46025,38.55866666666665,-0.46008333333333334,J2000,Optical,SDSS,J2000,Optical,SDSS,39.9032243254996,80.98448603347768,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J024035.65-083249.6,0.0375,337.0,14.3,02:40:35.65,-08:32:49.6,J024037.96-083200.1,0.0387,13.82,02:40:37.96,-08:32:00.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J024035.65-083249.6,J024037.96-083200.1,40.14854166666666,-8.54711111111111,40.15816666666666,-8.53336111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,60.20294569907583,44.79709235528885,-345.6313265960702,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J024531.46-011525.7,0.1144,256.0,18.71,02:45:31.46,-01:15:25.7,J024532.13-011515.7,0.1153,17.12,02:45:32.13,-01:15:15.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J024531.46-011525.7,J024532.13-011515.7,41.38108333333333,-1.2571388888888888,41.383874999999996,-1.254361111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,14.17582416747152,29.42112900999684,-241.37772449783168,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J025014.56+000539.7,0.0282,43.0,15.66,02:50:14.56,+00:05:39.7,J025016.86+000531.1,0.028,13.89,02:50:16.86,+00:05:31.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J025014.56+000539.7,J025016.86+000531.1,42.56066666666666,0.0943611111111111,42.570249999999994,0.09197222222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,35.55568664369451,20.118581146480874,58.16554754814453,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J025445.27+010259.5,0.1366,3.0,17.52,02:54:45.27,+01:02:59.5,J025445.36+010308.5,0.1366,17.98,02:54:45.36,+01:03:08.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J025445.27+010259.5,J025445.36+010308.5,43.688624999999995,1.0498611111111111,43.68899999999999,1.052361111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,9.10065309209975,21.994451687241625,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J025855.30-064327.9,0.0295,15.0,15.35,02:58:55.30,-06:43:27.9,J025900.15-064537.8,0.0294,14.94,02:59:00.15,-06:45:37.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J025855.30-064327.9,J025900.15-064537.8,44.73041666666666,-6.7244166666666665,44.750625,-6.7605,J2000,Optical,SDSS,J2000,Optical,SDSS,148.63922058794063,87.8448835317024,29.0446354164414,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J030526.94+005145.0,0.1178,104.0,17.43,03:05:26.94,+00:51:45.0,J030527.11+005147.0,0.1182,16.89,03:05:27.11,+00:51:47.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J030526.94+005145.0,J030527.11+005147.0,46.362249999999996,0.8624999999999999,46.362958333333324,0.8630555555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,3.2405286067700465,6.89871365481417,-106.97674076263122,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J031142.22+000853.4,0.0369,244.0,16.55,03:11:42.22,+00:08:53.4,J031149.89+000930.4,0.0378,14.49,03:11:49.89,+00:09:30.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J031142.22+000853.4,J031149.89+000930.4,47.92591666666666,0.14816666666666667,47.957874999999994,0.15844444444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,120.85283488875251,88.55136807103985,-259.41095036457654,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J031518.96-004038.1,0.1162,58.0,15.75,03:15:18.96,-00:40:38.1,J031520.60-004048.6,0.1164,17.49,03:15:20.60,-00:40:48.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J031518.96-004038.1,J031520.60-004048.6,48.82899999999999,-0.6772499999999999,48.83583333333333,-0.6801666666666666,J2000,Optical,SDSS,J2000,Optical,SDSS,26.745562014907026,56.26703813883891,-53.56982846913778,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J031710.96+000634.3,0.1159,332.0,16.35,03:17:10.96,+00:06:34.3,J031712.87+000647.0,0.1147,16.82,03:17:12.87,+00:06:47.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J031710.96+000634.3,J031712.87+000647.0,49.295666666666655,0.10952777777777778,49.303625,0.11305555555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,31.338624775687652,65.7820849357755,321.7070708852843,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J031722.06+004801.8,0.1572,270.0,19.25,03:17:22.06,+00:48:01.8,J031722.24+004800.9,0.1562,17.18,03:17:22.24,+00:48:00.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J031722.06+004801.8,J031722.24+004800.9,49.34191666666666,0.8005,49.34266666666666,0.80025,J2000,Optical,SDSS,J2000,Optical,SDSS,2.8457999818514828,7.735062179986561,258.4939432273766,spec,spec,Liu+2011b ; Husemann+2020,2011ApJ...737..101L ; 2020A&A...639A.117H,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1051/0004-6361/202037988, .BPT ratios of secondary nucleus changes when viewed with MODS. Fiber spillover effects likely. MODS spectra show that both are still remain Seyfert/AGN pairs but the EQW of the Halpha lines are low and in the weak AGN regime on the WHAN diagram.,Optical Spectroscopy,,,,,,
J031734.35-001551.5,0.1417,31.0,17.58,03:17:34.35,-00:15:51.5,J031734.63-001548.0,0.1418,18.23,03:17:34.63,-00:15:48.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J031734.35-001551.5,J031734.63-001548.0,49.39312499999999,-0.26430555555555557,49.39429166666666,-0.2633333333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,5.467140569470486,13.628160796754997,-26.187869448352927,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J031910.25+005852.6,0.0374,107.0,15.22,03:19:10.25,+00:58:52.6,J031913.09+005724.9,0.0377,15.47,03:19:13.09,+00:57:24.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J031910.25+005852.6,J031913.09+005724.9,49.79270833333332,0.9812777777777778,49.80454166666666,0.9569166666666666,J2000,Optical,SDSS,J2000,Optical,SDSS,97.49631199843142,72.3623185151143,-86.45366307663348,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J032015.52+412355.1,0.0224,373.0,13.53,03:20:15.52,+41:23:55.1,J032020.97+412225.5,0.0237,14.76,03:20:20.97,+41:22:25.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J032015.52+412355.1,J032020.97+412225.5,50.06466666666666,41.39863888888889,50.087375,41.37375,J2000,Optical,SDSS,J2000,Optical,SDSS,108.58219698318094,49.14491155327128,-379.9421759359017,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J032033.21-002024.0,0.03828,115.21269609335596,14.2,03:20:33.21,-00:20:24.0,J032033.65-002021.2,0.03788,18.49,03:20:33.65,-00:20:21.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios ; Integral Field Unit Optical Spectroscopy,J032033.21-002024.0,J032033.65-002021.2,50.138374999999996,-0.33999999999999997,50.140208333333334,-0.3392222222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,7.169272599950616,5.443270003433142,144.02002921698693,spec,spec,Liu+2011b ; Fu+2018,2011ApJ...737..101L ; 2018ApJ...856...93F,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/ 10.3847/1538-4357/aab364, ,,,,,,,
J032216.83+010338.5,0.2145,182.0,19.52,03:22:16.83,+01:03:38.5,J032218.08+010334.1,0.2138,17.94,03:22:18.08,+01:03:34.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J032216.83+010338.5,J032218.08+010334.1,50.570125,1.0606944444444444,50.575333333333326,1.0594722222222224,J2000,Optical,SDSS,J2000,Optical,SDSS,19.256224088773052,67.08820330544975,172.38395800151488,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J032224.28+421721.7,0.051,152.0,15.63,03:22:24.28,+42:17:21.7,J032227.88+421626.4,0.0516,15.97,03:22:27.88,+42:16:26.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J032224.28+421721.7,J032227.88+421626.4,50.601166666666664,42.28936111111111,50.616166666666665,42.274,J2000,Optical,SDSS,J2000,Optical,SDSS,68.22190310796005,67.93977609210629,-170.64585312598325,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
