,System Type,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox,Coordinate_waveband,Coordinate_Source,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),delta_z,dV,Paper(s),BibCode(s),DOI(s)
212,Binary Quasar,SDSSJ2224-0103A,SDSSJ2224-0102B,Overlapping Plates,Optical Spectroscopy,1.603,spec,1.603,spec,22:24:49.73,-1:3:28.8,336.2072083333333,-1.058,22:24:46.92,-1:2:45.6,336.1954999999999,-1.046,J2000,Optical,SDSS,18.87,SDSS g PSF ext-corr,asinh,19.27,SDSS g PSF ext-corr,asinh,60.3,510.88950692925624,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
213,Binary Quasar,SDSSJ2243-0109A,SDSSJ2242-0109B,Overlapping Plates,Optical Spectroscopy,1.044,spec,1.033,spec,22:43:4.09,-1:9:46.5,340.7670416666666,-1.1629166666666666,22:42:55.23,-1:9:24.8,340.730125,-1.1568888888888889,J2000,Optical,SDSS,19.63,SDSS g PSF ext-corr,asinh,20.15,SDSS g PSF ext-corr,asinh,134.6,1088.504431750617,0.01100000000000012,1613.4295108004076,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
214,Binary Quasar,SDSSJ2300-0010A,SDSSJ2300-0008B,Overlapping Plates,Optical Spectroscopy,1.893,spec,1.885,spec,23:0:9.1,-0:10:1.7,345.03791666666666,-0.1671388888888889,23:0:13.83,-0:8:13.4,345.057625,-0.13705555555555554,J2000,Optical,SDSS,19.6,SDSS g PSF ext-corr,asinh,19.97,SDSS g PSF ext-corr,asinh,129.5,1089.75305900808,0.008000000000000007,827.9665678488749,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
215,Binary Quasar,SDSSJ2313+0009A,SDSSJ2313+0007B,Overlapping Plates,Optical Spectroscopy,1.379,spec,1.385,spec,23:13:12.48,+0:9:12.7,348.30199999999996,0.15352777777777776,23:13:14.58,+0:7:19.8,348.3107499999999,0.12216666666666667,J2000,Optical,SDSS,19.95,SDSS g PSF ext-corr,asinh,20.31,SDSS g PSF ext-corr,asinh,117.2,987.2041352073103,-0.006000000000000005,-753.1474199642339,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
216,Binary Quasar,SDSSJ2325+0056A,SDSSJ2325+0057B,Overlapping Plates,Optical Spectroscopy,1.962,spec,1.944,spec,23:25:46.71,+0:56:10.7,351.444625,0.9363055555555556,23:25:38.02,+0:57:20.0,351.40841666666665,0.9555555555555555,J2000,Optical,SDSS,19.43,SDSS g PSF ext-corr,asinh,20.65,SDSS g PSF ext-corr,asinh,147.6,1238.0240839504927,0.018000000000000016,1822.5364064726955,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
217,Binary Quasar,SDSSJ2346+0103A,SDSSJ2346+0104B,Overlapping Plates,Optical Spectroscopy,1.999,spec,1.995,spec,23:46:8.86,+1:3:57.0,356.53691666666657,1.0658333333333334,23:46:1.91,+1:4:42.8,356.5079583333333,1.0785555555555555,J2000,Optical,SDSS,20.27,SDSS g PSF ext-corr,asinh,20.47,SDSS g PSF ext-corr,asinh,113.9,953.4967806766583,0.0040000000000000036,399.065554681328,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
218,Binary Quasar,SDSSJ2352-0027A,SDSSJ2352-0027B,Overlapping Plates,Optical Spectroscopy,0.891,spec,0.88,spec,23:52:29.93,-0:27:2.5,358.1247083333333,-0.45069444444444445,23:52:20.2,-0:27:56.0,358.08416666666665,-0.46555555555555556,J2000,Optical,SDSS,18.64,SDSS g PSF ext-corr,asinh,19.5,SDSS g PSF ext-corr,asinh,155.5,1208.000114057772,0.01100000000000001,1744.350047487579,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
219,Binary Quasar,SDSSJ0445-0004A,SDSSJ0446-0005B,Projected Pairs,Optical Spectroscopy,1.241,spec,1.256,spec,4:45:56.06,-0:4:19.3,71.48358333333333,-0.07202777777777777,4:46:0.25,-0:5:20.9,71.50104166666667,-0.08913888888888888,J2000,Optical,SDSS,19.65,SDSS g PSF ext-corr,asinh,20.24,SDSS g PSF ext-corr,asinh,88.0,733.2201249028229,-0.014999999999999902,-1994.6409164824915,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
220,Binary Quasar,SDSSJ1218+5015A,SDSSJ1218+5015B,Projected Pairs,Optical Spectroscopy,1.456,spec,1.456,spec,12:18:40.49,+50:15:43.8,184.6687083333333,50.262166666666666,12:18:41.02,+50:15:36.2,184.67091666666667,50.26005555555555,J2000,Optical,SDSS,18.8,SDSS g PSF ext-corr,asinh,17.01,SDSS g PSF ext-corr,asinh,9.1,76.91425484636366,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
221,Binary Quasar,2QZJ1435+0008A,2QZJ1435+0009B,Projected Pairs,Optical Spectroscopy,2.373,spec,2.382,spec,14:35:8.36,+0:8:44.6,218.78483333333332,0.14572222222222223,14:35:6.46,+0:9:1.7,218.77691666666664,0.15047222222222223,J2000,Optical,SDSS,20.58,SDSS g PSF ext-corr,asinh,19.77,SDSS g PSF ext-corr,asinh,33.2,270.8530241967793,-0.008999999999999897,-796.7417388861488,Miller+2004 ; Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1111/j.1365-2966.2004.07303.x ; https://doi.org/10.1086/498235
