,System Type,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox,Coordinate_waveband,Coordinate_Source,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),delta_z,dV,Paper(s),BibCode(s),DOI(s)
53,Binary Quasar,SDSSJ0139+0009A,SDSSJ0139+0010B,Overlapping Plates,Optical Spectroscopy,1.21,spec,1.212,spec,1:39:27.17,+0:9:31.4,24.86320833333333,0.1587222222222222,1:39:17.83,+0:10:56.0,24.824291666666664,0.1822222222222222,J2000,Optical,SDSS,18.83,SDSS g PSF ext-corr,asinh,20.1,SDSS g PSF ext-corr,asinh,163.7,1359.2693614209113,-0.0020000000000000018,-270.46579722866034,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
54,Binary Quasar,SDSSJ0141+0031A,SDSSJ0141+0031B,Overlapping Plates,Optical Spectroscopy,1.892,spec,1.903,spec,1:41:11.63,+0:31:45.9,25.298458333333333,0.5294166666666668,1:41:10.41,+0:31:7.1,25.293374999999997,0.518638888888889,J2000,Optical,SDSS,20.19,SDSS g PSF ext-corr,asinh,20.59,SDSS g PSF ext-corr,asinh,42.9,361.0226588289487,-0.01100000000000012,-1135.112389779989,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
55,Binary Quasar,SDSSJ0150+0029A,SDSSJ0150+0029B,Overlapping Plates,Optical Spectroscopy,0.763,spec,0.758,spec,1:50:17.71,+0:29:2.4,27.573791666666665,0.484,1:50:10.16,+0:29:7.5,27.542333333333332,0.48541666666666666,J2000,Optical,SDSS,19.11,SDSS g PSF ext-corr,asinh,18.98,SDSS g PSF ext-corr,asinh,113.4,837.3912801437122,0.0050000000000000044,849.1888584328274,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
56,Binary Quasar,SDSSJ0158+0013A,SDSSJ0158+0014B,Overlapping Plates,Optical Spectroscopy,2.128,spec,2.139,spec,1:58:0.43,+0:13:57.1,29.501791666666662,0.23252777777777778,1:58:10.78,+0:14:41.0,29.544916666666666,0.24472222222222223,J2000,Optical,SDSS,20.08,SDSS g PSF ext-corr,asinh,20.41,SDSS g PSF ext-corr,asinh,161.4,1340.6822275792886,-0.010999999999999677,-1049.6217862524911,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
57,Binary Quasar,SDSSJ0203+0059A,SDSSJ0203+0057B,Overlapping Plates,Optical Spectroscopy,1.996,spec,2.006,spec,2:3:34.95,+0:59:55.6,30.895624999999992,0.9987777777777778,2:3:31.29,+0:57:41.7,30.88037499999999,0.9615833333333332,J2000,Optical,SDSS,20.46,SDSS g PSF ext-corr,asinh,20.5,SDSS g PSF ext-corr,asinh,144.8,1212.3692655072005,-0.009999999999999787,-996.3317894041127,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
58,Binary Quasar,SDSSJ0206+0018A,SDSSJ0206+0019B,Overlapping Plates,Optical Spectroscopy,1.687,spec,1.684,spec,2:6:46.97,+0:18:0.7,31.695708333333332,0.30019444444444443,2:6:54.38,+0:19:22.9,31.72658333333333,0.32302777777777775,J2000,Optical,SDSS,18.76,SDSS g PSF ext-corr,asinh,20.04,SDSS g PSF ext-corr,asinh,138.2,1170.1724840710401,0.0030000000000001137,334.0159077082682,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
59,Binary Quasar,SDSSJ0221-0010A,SDSSJ0221-0010B,Overlapping Plates,Optical Spectroscopy,1.045,spec,1.034,spec,2:21:53.52,-0:10:14.8,35.473,-0.17077777777777778,2:21:58.78,-0:10:44.4,35.49491666666666,-0.179,J2000,Optical,SDSS,20.64,SDSS g PSF ext-corr,asinh,20.23,SDSS g PSF ext-corr,asinh,84.2,681.0620338902646,0.010999999999999899,1612.6384315956202,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
60,Binary Quasar,SDSSJ0229-0000A,SDSSJ0229-0003B,Overlapping Plates,Optical Spectroscopy,0.558,spec,0.563,spec,2:29:23.44,-0:0:47.9,37.34766666666666,-0.013305555555555555,2:29:22.3,-0:3:34.4,37.34291666666667,-0.059555555555555556,J2000,Optical,SDSS,18.64,SDSS g PSF ext-corr,asinh,19.73,SDSS g PSF ext-corr,asinh,167.3,1080.3556708744698,-0.004999999999999893,-958.0238147986652,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
61,Binary Quasar,SDSSJ0232+0005A,SDSSJ0232+0006B,Overlapping Plates,Optical Spectroscopy,1.792,spec,1.797,spec,2:32:32.27,+0:5:52.9,38.13445833333333,0.09802777777777777,2:32:26.0,+0:6:32.1,38.10833333333333,0.10891666666666668,J2000,Optical,SDSS,18.5,SDSS g PSF ext-corr,asinh,20.28,SDSS g PSF ext-corr,asinh,101.8,859.8862700504214,-0.004999999999999893,-534.9789957059161,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
62,Binary Quasar,SDSSJ0242-0812A,SDSSJ0242-0810B,Overlapping Plates,Optical Spectroscopy,1.228,spec,1.224,spec,2:42:36.91,-8:12:14.0,40.65379166666666,-8.203888888888889,2:42:40.12,-8:10:53.8,40.66716666666667,-8.18161111111111,J2000,Optical,SDSS,20.08,SDSS g PSF ext-corr,asinh,20.15,SDSS g PSF ext-corr,asinh,93.3,776.2971080801565,0.0040000000000000036,537.2861790323617,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
63,Binary Quasar,SDSSJ0245-0113A,SDSSJ0245-0113B,Overlapping Plates,Optical Spectroscopy,2.462,spec,2.459,spec,2:45:12.08,-1:13:14.0,41.30033333333333,-1.2205555555555556,2:45:11.9,-1:13:17.6,41.299583333333324,-1.2215555555555557,J2000,Optical,SDSS,19.85,SDSS g PSF ext-corr,asinh,20.57,SDSS g PSF ext-corr,asinh,4.5,36.44298936765744,0.0030000000000001137,259.21104795904654,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
64,Binary Quasar,SDSSJ0257+0015A,SDSSJ0257+0014B,Overlapping Plates,Optical Spectroscopy,1.612,spec,1.616,spec,2:57:27.25,+0:15:45.8,44.36354166666666,0.26272222222222225,2:57:25.77,+0:14:44.1,44.357375,0.24558333333333335,J2000,Optical,SDSS,19.74,SDSS g PSF ext-corr,asinh,20.27,SDSS g PSF ext-corr,asinh,65.5,554.9442983237619,-0.0040000000000000036,-457.5360749304853,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
65,Binary Quasar,SDSSJ0258-0003A,SDSSJ0258-0003B,Overlapping Plates,Optical Spectroscopy,1.32,spec,1.321,spec,2:58:15.55,-0:3:34.2,44.564791666666665,-0.059500000000000004,2:58:13.66,-0:3:26.5,44.556916666666666,-0.05736111111111111,J2000,Optical,SDSS,18.93,SDSS g PSF ext-corr,asinh,19.89,SDSS g PSF ext-corr,asinh,29.4,246.6953684855499,-0.0009999999999998899,-128.85153463390577,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
66,Binary Quasar,SDSSJ0312-0048A,SDSSJ0312-0049B,Overlapping Plates,Optical Spectroscopy,2.139,spec,2.152,spec,3:12:19.69,-0:48:8.0,48.08204166666666,-0.8022222222222223,3:12:23.6,-0:49:10.7,48.09833333333333,-0.8196388888888889,J2000,Optical,SDSS,20.04,SDSS g PSF ext-corr,asinh,20.15,SDSS g PSF ext-corr,asinh,85.8,712.1882553900615,-0.013000000000000345,-1235.7283108686238,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
67,Binary Quasar,SDSSJ0315-0047A,SDSSJ0315-0045B,Overlapping Plates,Optical Spectroscopy,2.17,spec,2.167,spec,3:15:1.18,-0:47:50.8,48.75491666666666,-0.7974444444444444,3:15:2.23,-0:45:50.7,48.759291666666655,-0.7640833333333333,J2000,Optical,SDSS,19.21,SDSS g PSF ext-corr,asinh,19.42,SDSS g PSF ext-corr,asinh,121.2,1003.9272006667815,0.0030000000000001137,283.0991948767544,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
68,Binary Quasar,SDSSJ0322+0006A,SDSSJ0322+0007B,Overlapping Plates,Optical Spectroscopy,0.701,spec,0.694,spec,3:22:31.37,+0:6:49.6,50.63070833333333,0.11377777777777778,3:22:41.93,+0:7:48.0,50.67470833333333,0.13,J2000,Optical,SDSS,19.07,SDSS g PSF ext-corr,asinh,19.95,SDSS g PSF ext-corr,asinh,168.7,1206.1987748369359,0.007000000000000006,1232.9844489980096,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
69,Binary Quasar,SDSSJ0331-0000A,SDSSJ0331-0002B,Overlapping Plates,Optical Spectroscopy,1.771,spec,1.77,spec,3:31:26.91,-0:0:10.0,52.86212499999999,-0.002777777777777778,3:31:31.18,-0:2:7.8,52.87991666666666,-0.0355,J2000,Optical,SDSS,19.54,SDSS g PSF ext-corr,asinh,19.64,SDSS g PSF ext-corr,asinh,134.2,1134.2598320923437,0.0009999999999998899,107.92275410986831,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
70,Binary Quasar,SDSSJ0335-0022A,SDSSJ0335-0021B,Overlapping Plates,Optical Spectroscopy,1.769,spec,1.776,spec,3:35:23.3,-0:22:3.9,53.84708333333333,-0.36774999999999997,3:35:31.71,-0:21:30.9,53.882125,-0.3585833333333333,J2000,Optical,SDSS,17.9,SDSS g PSF ext-corr,asinh,20.32,SDSS g PSF ext-corr,asinh,130.3,1101.357840196667,-0.007000000000000117,-754.9131341733276,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
71,Binary Quasar,SDSSJ0339+0029A,SDSSJ0339+0030B,Overlapping Plates,Optical Spectroscopy,1.486,spec,1.483,spec,3:39:8.28,+0:29:24.9,54.784499999999994,0.49025,3:39:12.37,+0:30:55.5,54.80154166666666,0.5154166666666666,J2000,Optical,SDSS,20.09,SDSS g PSF ext-corr,asinh,20.24,SDSS g PSF ext-corr,asinh,109.3,924.6478258455356,0.0029999999999998916,361.03830671694715,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
72,Binary Quasar,SDSSJ0342+0042A,SDSSJ0342+0039B,Overlapping Plates,Optical Spectroscopy,0.551,spec,0.56,spec,3:42:18.78,+0:42:7.3,55.57825,0.7020277777777777,3:42:10.11,+0:39:14.7,55.542125,0.6540833333333333,J2000,Optical,SDSS,20.48,SDSS g PSF ext-corr,asinh,21.73,SDSS g PSF ext-corr,asinh,216.1,1386.8021325939037,-0.009000000000000008,-1729.9758782493152,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
73,Binary Quasar,SDSSJ0350-0031A,SDSSJ0350-0032B,Overlapping Plates,Optical Spectroscopy,2.001,spec,1.992,spec,3:50:53.29,-0:31:14.7,57.72204166666666,-0.52075,3:50:53.05,-0:32:0.1,57.721041666666665,-0.5333611111111111,J2000,Optical,SDSS,20.17,SDSS g PSF ext-corr,asinh,19.4,SDSS g PSF ext-corr,asinh,45.5,380.8548270629105,0.008999999999999897,898.0456970169025,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
74,Binary Quasar,SDSSJ0740+4239A,SDSSJ0740+4240B,Overlapping Plates,Optical Spectroscopy,1.614,spec,1.617,spec,7:40:52.52,+42:39:35.5,115.21883333333332,42.65986111111111,7:40:49.1,+42:40:36.4,115.20458333333333,42.67677777777777,J2000,Optical,SDSS,18.1,SDSS g PSF ext-corr,asinh,18.82,SDSS g PSF ext-corr,asinh,71.6,606.6243520611671,-0.0029999999999998916,-342.95534504706006,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
75,Binary Quasar,SDSSJ0743+2054A,SDSSJ0743+2055B,Overlapping Plates,Optical Spectroscopy,1.561,spec,1.567,spec,7:43:37.29,+20:54:37.1,115.90537499999999,20.910305555555553,7:43:36.85,+20:55:12.1,115.90354166666665,20.92002777777778,J2000,Optical,SDSS,19.86,SDSS g PSF ext-corr,asinh,20.08,SDSS g PSF ext-corr,asinh,35.5,300.7129950631633,-0.006000000000000005,-699.6870296413405,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
76,Binary Quasar,SDSSJ0746+4302A,SDSSJ0746+4300B,Overlapping Plates,Optical Spectroscopy,0.513,spec,0.51,spec,7:46:36.53,+43:2:6.7,116.65220833333332,43.03519444444444,7:46:32.81,+43:0:10.1,116.63670833333332,43.002805555555554,J2000,Optical,SDSS,18.73,SDSS g PSF ext-corr,asinh,19.38,SDSS g PSF ext-corr,asinh,123.5,764.1644666148818,0.0030000000000000027,593.4496305645239,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
77,Binary Quasar,SDSSJ0747+4318A,SDSSJ0747+4318B,Overlapping Plates,Optical Spectroscopy,0.501,spec,0.501,spec,7:47:59.02,+43:18:5.4,116.99591666666666,43.3015,7:47:59.66,+43:18:11.5,116.99858333333331,43.30319444444444,J2000,Optical,SDSS,19.24,SDSS g PSF ext-corr,asinh,19.45,SDSS g PSF ext-corr,asinh,9.2,56.21853472707597,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
78,Binary Quasar,SDSSJ0759+2539A,SDSSJ0759+2539B,Overlapping Plates,Optical Spectroscopy,1.195,spec,1.187,spec,7:59:15.37,+25:39:51.8,119.81404166666665,25.664388888888887,7:59:23.64,+25:39:21.2,119.84849999999999,25.65588888888889,J2000,Optical,SDSS,18.67,SDSS g PSF ext-corr,asinh,19.19,SDSS g PSF ext-corr,asinh,115.9,960.620861300682,0.008000000000000007,1091.7352932415113,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
79,Binary Quasar,SDSSJ0812+2520A,SDSSJ0812+2522B,Overlapping Plates,Optical Spectroscopy,1.804,spec,1.809,spec,8:12:49.56,+25:20:59.0,123.20649999999998,25.349722222222223,8:12:47.78,+25:22:42.0,123.1990833333333,25.378333333333334,J2000,Optical,SDSS,18.4,SDSS g PSF ext-corr,asinh,18.83,SDSS g PSF ext-corr,asinh,105.8,893.3353695893336,-0.004999999999999893,-532.6915423874055,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
80,Binary Quasar,SDSSJ0823+4459A,SDSSJ0823+4458B,Overlapping Plates,Optical Spectroscopy,0.785,spec,0.795,spec,8:23:29.8,+44:59:51.5,125.87416666666664,44.997638888888886,8:23:25.27,+44:58:50.4,125.85529166666663,44.98066666666667,J2000,Optical,SDSS,19.17,SDSS g PSF ext-corr,asinh,19.24,SDSS g PSF ext-corr,asinh,77.7,579.5993138465352,-0.010000000000000009,-1670.3780283228466,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
81,Binary Quasar,SDSSJ0824+2357A,SDSSJ0824+2357B,Overlapping Plates,Optical Spectroscopy,0.536,spec,0.535,spec,8:24:40.61,+23:57:9.9,126.16920833333333,23.952749999999998,8:24:39.83,+23:57:20.3,126.16595833333334,23.95563888888889,J2000,Optical,SDSS,18.51,SDSS g PSF ext-corr,asinh,18.67,SDSS g PSF ext-corr,asinh,14.9,94.30326054900085,0.0010000000000000009,194.72482468001886,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
82,Binary Quasar,SDSSJ0826+2942A,SDSSJ0825+2942B,Overlapping Plates,Optical Spectroscopy,1.065,spec,1.072,spec,8:26:4.57,+29:42:12.6,126.51904166666665,29.7035,8:25:54.28,+29:42:44.7,126.47616666666664,29.712416666666666,J2000,Optical,SDSS,18.78,SDSS g PSF ext-corr,asinh,19.88,SDSS g PSF ext-corr,asinh,137.7,1118.251443761484,-0.007000000000000117,-1011.8414347146572,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
83,Binary Quasar,SDSSJ0840+0526A,SDSSJ0840+0528B,Overlapping Plates,Optical Spectroscopy,2.243,spec,2.244,spec,8:40:33.84,+5:26:26.0,130.14099999999996,5.440555555555556,8:40:31.37,+5:28:57.8,130.1307083333333,5.482722222222223,J2000,Optical,SDSS,19.05,SDSS g PSF ext-corr,asinh,20.24,SDSS g PSF ext-corr,asinh,156.3,1287.9748735416133,-0.001000000000000334,-92.18436654686664,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
84,Binary Quasar,SDSSJ0841+3729A,SDSSJ0841+3730B,Overlapping Plates,Optical Spectroscopy,1.211,spec,1.201,spec,8:41:13.75,+37:29:31.9,130.30729166666666,37.49219444444444,8:41:14.06,+37:30:38.5,130.3085833333333,37.51069444444445,J2000,Optical,SDSS,18.46,SDSS g PSF ext-corr,asinh,18.9,SDSS g PSF ext-corr,asinh,66.7,553.9029702913515,0.010000000000000009,1355.3874160298806,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
85,Binary Quasar,SDSSJ0841+2959A,SDSSJ0841+3000B,Overlapping Plates,Optical Spectroscopy,1.947,spec,1.96,spec,8:41:28.11,+29:59:41.2,130.367125,29.994777777777777,8:41:19.92,+30:0:43.9,130.333,30.012194444444443,J2000,Optical,SDSS,18.93,SDSS g PSF ext-corr,asinh,19.67,SDSS g PSF ext-corr,asinh,123.5,1036.6596580992637,-0.0129999999999999,-1316.059310543506,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
86,Binary Quasar,SDSSJ0845+0711A,SDSSJ0845+0710B,Overlapping Plates,Optical Spectroscopy,0.536,spec,0.537,spec,8:45:41.53,+7:11:52.3,131.42304166666665,7.197861111111111,8:45:41.19,+7:10:50.3,131.42162499999998,7.180638888888889,J2000,Optical,SDSS,18.47,SDSS g PSF ext-corr,asinh,19.24,SDSS g PSF ext-corr,asinh,62.2,393.66864470790966,-0.0010000000000000009,-194.59809198659755,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
87,Binary Quasar,SDSSJ0851+4111A,SDSSJ0851+4109B,Overlapping Plates,Optical Spectroscopy,1.705,spec,1.701,spec,8:51:53.48,+41:11:58.6,132.9728333333333,41.19961111111111,8:51:51.29,+41:9:46.0,132.9637083333333,41.16277777777778,J2000,Optical,SDSS,18.89,SDSS g PSF ext-corr,asinh,19.75,SDSS g PSF ext-corr,asinh,134.9,1141.896662935524,0.0040000000000000036,442.47108591003484,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
88,Binary Quasar,SDSSJ0856+5111A,SDSSJ0856+5111B,Overlapping Plates,Optical Spectroscopy,0.543,spec,0.543,spec,8:56:25.63,+51:11:37.4,134.10679166666665,51.19372222222222,8:56:26.71,+51:11:18.2,134.11129166666666,51.18838888888889,J2000,Optical,SDSS,18.52,SDSS g PSF ext-corr,asinh,19.55,SDSS g PSF ext-corr,asinh,21.8,138.8808182354887,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
89,Binary Quasar,SDSSJ0903+3156A,SDSSJ0903+3158B,Overlapping Plates,Optical Spectroscopy,0.906,spec,0.909,spec,9:3:35.28,+31:56:4.5,135.897,31.934583333333332,9:3:41.99,+31:58:14.9,135.9249583333333,31.970805555555554,J2000,Optical,SDSS,18.85,SDSS g PSF ext-corr,asinh,19.21,SDSS g PSF ext-corr,asinh,155.8,1216.1497366268816,-0.0030000000000000027,-470.2487262469343,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
90,Binary Quasar,SDSSJ0904+0710A,SDSSJ0904+0710B,Overlapping Plates,Optical Spectroscopy,1.29,spec,1.293,spec,9:4:24.21,+7:10:15.9,136.10087499999997,7.171083333333334,9:4:33.32,+7:10:33.0,136.1388333333333,7.175833333333333,J2000,Optical,SDSS,19.05,SDSS g PSF ext-corr,asinh,19.7,SDSS g PSF ext-corr,asinh,136.7,1144.2968256069119,-0.0029999999999998916,-391.4464829338061,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
91,Binary Quasar,SDSSJ0906+1001A,SDSSJ0906+0959B,Overlapping Plates,Optical Spectroscopy,1.694,spec,1.684,spec,9:6:57.8,+10:1:21.5,136.7408333333333,10.02263888888889,9:6:53.59,+9:59:30.4,136.72329166666663,9.991777777777777,J2000,Optical,SDSS,17.78,SDSS g PSF ext-corr,asinh,18.45,SDSS g PSF ext-corr,asinh,127.3,1077.7638541108659,0.010000000000000009,1111.9336787656246,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
92,Binary Quasar,SDSSJ0907+0634A,SDSSJ0907+0634B,Overlapping Plates,Optical Spectroscopy,1.434,spec,1.429,spec,9:7:28.84,+6:34:22.1,136.87016666666665,6.572805555555555,9:7:23.24,+6:34:45.0,136.84683333333334,6.579166666666667,J2000,Optical,SDSS,19.85,SDSS g PSF ext-corr,asinh,20.1,SDSS g PSF ext-corr,asinh,86.6,731.3616511670573,0.004999999999999893,614.8461524084169,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
93,Binary Quasar,SDSSJ0907+5203A,SDSSJ0907+5203B,Overlapping Plates,Optical Spectroscopy,0.952,spec,0.954,spec,9:7:43.96,+52:3:22.8,136.93316666666664,52.05633333333333,9:7:35.29,+52:3:52.8,136.89704166666664,52.06466666666666,J2000,Optical,SDSS,19.02,SDSS g PSF ext-corr,asinh,19.3,SDSS g PSF ext-corr,asinh,85.4,675.6477705983859,-0.0020000000000000018,-306.1955162405818,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
94,Binary Quasar,SDSSJ0908+0626A,SDSSJ0908+0627B,Overlapping Plates,Optical Spectroscopy,1.573,spec,1.586,spec,9:8:16.84,+6:26:7.4,137.07016666666664,6.435388888888889,9:8:12.98,+6:27:11.2,137.05408333333332,6.453111111111111,J2000,Optical,SDSS,19.33,SDSS g PSF ext-corr,asinh,20.19,SDSS g PSF ext-corr,asinh,85.9,727.708730413783,-0.013000000000000123,-1506.871610286541,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
95,Binary Quasar,SDSSJ0909+0002A,SDSSJ0909+0002B,Overlapping Plates,Optical Spectroscopy,1.872,spec,1.888,spec,9:9:24.01,+0:2:11.0,137.35004166666664,0.03638888888888889,9:9:23.13,+0:2:4.0,137.346375,0.034444444444444444,J2000,Optical,SDSS,16.68,SDSS g PSF ext-corr,asinh,20.06,SDSS g PSF ext-corr,asinh,15.0,126.33817966754208,-0.015999999999999792,-1661.0982939946414,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
96,Binary Quasar,SDSSJ0911+4704A,SDSSJ0911+4703B,Overlapping Plates,Optical Spectroscopy,1.65,spec,1.649,spec,9:11:58.28,+47:4:43.6,137.99283333333332,47.07877777777778,9:11:48.38,+47:3:6.1,137.9515833333333,47.05169444444444,J2000,Optical,SDSS,19.44,SDSS g PSF ext-corr,asinh,19.12,SDSS g PSF ext-corr,asinh,140.5,1190.157235905525,0.0009999999999998899,112.85147739257287,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
97,Binary Quasar,SDSSJ0916+0220A,SDSSJ0916+0221B,Overlapping Plates,Optical Spectroscopy,1.49,spec,1.494,spec,9:16:57.72,+2:20:14.8,139.2405,2.3374444444444444,9:16:56.06,+2:21:37.6,139.2335833333333,2.3604444444444446,J2000,Optical,SDSS,18.97,SDSS g PSF ext-corr,asinh,19.96,SDSS g PSF ext-corr,asinh,86.4,730.9953832233618,-0.0040000000000000036,-479.9354854084788,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
98,Binary Quasar,SDSSJ0918+4611A,SDSSJ0918+4609B,Overlapping Plates,Optical Spectroscopy,1.893,spec,1.889,spec,9:18:32.2,+46:11:38.2,139.6341666666667,46.19394444444444,9:18:40.45,+46:9:48.4,139.66854166666667,46.163444444444444,J2000,Optical,SDSS,18.97,SDSS g PSF ext-corr,asinh,18.96,SDSS g PSF ext-corr,asinh,139.3,1172.220858068151,0.0040000000000000036,413.6974844712157,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
99,Binary Quasar,SDSSJ0921+0912A,SDSSJ0921+0913B,Overlapping Plates,Optical Spectroscopy,1.773,spec,1.778,spec,9:21:47.78,+9:12:17.5,140.4490833333333,9.20486111111111,9:21:52.45,+9:13:51.6,140.46854166666662,9.231,J2000,Optical,SDSS,19.37,SDSS g PSF ext-corr,asinh,20.26,SDSS g PSF ext-corr,asinh,116.8,987.1397386172873,-0.0050000000000001155,-538.6412491668798,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
100,Binary Quasar,SDSSJ0922+3651A,SDSSJ0922+3649B,Overlapping Plates,Optical Spectroscopy,1.627,spec,1.622,spec,9:22:11.56,+36:51:20.2,140.54816666666667,36.85561111111111,9:22:21.22,+36:49:35.6,140.58841666666666,36.82655555555556,J2000,Optical,SDSS,18.29,SDSS g PSF ext-corr,asinh,18.64,SDSS g PSF ext-corr,asinh,156.1,1322.492916550671,0.004999999999999893,569.6317940466391,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
101,Binary Quasar,SDSSJ0931+0315A,SDSSJ0931+0315B,Overlapping Plates,Optical Spectroscopy,1.154,spec,1.164,spec,9:31:38.28,+3:15:10.2,142.90949999999998,3.2528333333333332,9:31:31.37,+3:15:18.3,142.8807083333333,3.2550833333333333,J2000,Optical,SDSS,18.92,SDSS g PSF ext-corr,asinh,20.14,SDSS g PSF ext-corr,asinh,103.8,855.6195459397254,-0.010000000000000009,-1384.8929892180006,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
102,Binary Quasar,SDSSJ0935+5512A,SDSSJ0935+5511B,Overlapping Plates,Optical Spectroscopy,1.802,spec,1.793,spec,9:35:55.37,+55:12:40.5,143.98070833333333,55.21125,9:35:51.45,+55:11:15.0,143.964375,55.1875,J2000,Optical,SDSS,20.05,SDSS g PSF ext-corr,asinh,20.19,SDSS g PSF ext-corr,asinh,91.9,776.0190084695108,0.009000000000000119,961.9278058922778,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
103,Binary Quasar,SDSSJ0936+4455A,SDSSJ0936+4453B,Overlapping Plates,Optical Spectroscopy,1.215,spec,1.217,spec,9:36:53.67,+44:55:12.4,144.22362499999997,44.92011111111111,9:36:57.65,+44:53:15.3,144.2402083333333,44.88758333333333,J2000,Optical,SDSS,19.76,SDSS g PSF ext-corr,asinh,20.76,SDSS g PSF ext-corr,asinh,124.5,1034.3782079665684,-0.0020000000000000018,-269.8555407148433,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
104,Binary Quasar,SDSSJ0947+5830A,SDSSJ0947+5830B,Overlapping Plates,Optical Spectroscopy,0.935,spec,0.946,spec,9:47:35.06,+58:30:46.7,146.8960833333333,58.512972222222224,9:47:51.56,+58:30:28.1,146.96483333333333,58.50780555555556,J2000,Optical,SDSS,17.78,SDSS g PSF ext-corr,asinh,20.16,SDSS g PSF ext-corr,asinh,130.6,1028.3439381278176,-0.010999999999999899,-1694.9103728106907,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
105,Binary Quasar,SDSSJ0949+3939A,SDSSJ0949+3936B,Overlapping Plates,Optical Spectroscopy,0.664,spec,0.653,spec,9:49:42.44,+39:39:26.2,147.42683333333332,39.65727777777778,9:49:39.93,+39:36:42.9,147.416375,39.611916666666666,J2000,Optical,SDSS,18.97,SDSS g PSF ext-corr,asinh,20.06,SDSS g PSF ext-corr,asinh,165.8,1159.3586820534526,0.01100000000000001,1983.0954655304838,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
