System Type,Equinox,Brightness1,Brightness_band1,Brightness_type1,Paper(s),BibCode(s),DOI(s),Notes,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA2,Dec2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Brightness2,Brightness_band2,Brightness_type2,dV,Coordinate_waveband1,Coordinate_Source1,Equinox1,Sep
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1608+0122,J1608+0122,X-Shaped Radio Source,-99,,,-99,-99,16:8:33.28,+1:22:31.0,16:8:33.28,+1:22:31.0,242.13866666666664,1.3752777777777778,242.13866666666664,1.3752777777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1608+2945,J1608+2945,X-Shaped Radio Source,-99,0.226,SPEC,-99,-99,16:8:9.55,+29:45:14.9,16:8:9.55,+29:45:14.9,242.03979166666664,29.75413888888889,242.03979166666664,29.75413888888889,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1611+2207,J1611+2207,X-Shaped Radio Source,-99,0.282,PHOT,-99,-99,16:11:3.95,+22:7:19.6,16:11:3.95,+22:7:19.6,242.76645833333328,22.12211111111111,242.76645833333328,22.12211111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,15.9,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1614+2817,J1614+2817,X-Shaped Radio Source,-99,0.1069,-99,-99,-99,16:14:28.4,+28:17:31.0,16:14:28.4,+28:17:31.0,243.6183333333333,28.291944444444447,243.6183333333333,28.291944444444447,15.9,15.9,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J161510.2+531015,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,16:15:10.273,+53:10:15.48,16:15:10.273,+53:10:15.48,243.79280416666663,53.170966666666665,243.79280416666663,53.170966666666665,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1618+1639,J1618+1639,X-Shaped Radio Source,-99,,,-99,-99,16:18:49.91,+16:39:44.5,16:18:49.91,+16:39:44.5,244.7079583333333,16.66236111111111,244.7079583333333,16.66236111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J161848.0+215924,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,16:18:48.054,+21:59:24.33,16:18:48.054,+21:59:24.33,244.700225,21.990091666666668,244.700225,21.990091666666668,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1622+0707,J1622+0707,X-Shaped Radio Source,-99,0.597,SPEC/Q,-99,-99,16:22:45.42,+7:7:14.6,16:22:45.42,+7:7:14.6,245.68924999999996,7.120722222222222,245.68924999999996,7.120722222222222,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J162254.7+033322,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,16:22:54.788,+3:33:22.17,16:22:54.788,+3:33:22.17,245.7282833333333,3.5561583333333333,245.7282833333333,3.5561583333333333,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1623+2351,J1623+2351,X-Shaped Radio Source,-99,0.429,SPEC,-99,-99,16:23:5.81,+23:51:34.9,16:23:5.81,+23:51:34.9,245.77420833333332,23.859694444444447,245.77420833333332,23.859694444444447,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J162419.2+394648,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,16:24:19.203,+39:46:48.14,16:24:19.203,+39:46:48.14,246.08001249999995,39.78003888888889,246.08001249999995,39.78003888888889,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,18.5,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1625+2705,J1625+2705,X-Shaped Radio Source,-99,0.5259,-99,-99,-99,16:25:30.68,+27:5:46.3,16:25:30.68,+27:5:46.3,246.3778333333333,27.096194444444443,246.3778333333333,27.096194444444443,18.5,18.5,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J162516.8+265234,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,16:25:16.827,+26:52:34.9,16:25:16.827,+26:52:34.9,246.3201125,26.876361111111112,246.3201125,26.876361111111112,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J163502.5+372218,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,16:35:2.592,+37:22:18.24,16:35:2.592,+37:22:18.24,248.76079999999996,37.37173333333333,248.76079999999996,37.37173333333333,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1647+2251,J1647+2251,X-Shaped Radio Source,-99,0.917,PHOT,-99,-99,16:47:26.3,+22:51:58.0,16:47:26.3,+22:51:58.0,251.85958333333332,22.866111111111113,251.85958333333332,22.866111111111113,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1648+2604,J1648+2604,X-Shaped Radio Source,-99,0.137,SPEC,-99,-99,16:48:57.36,+26:4:41.2,16:48:57.36,+26:4:41.2,252.23899999999998,26.07811111111111,252.23899999999998,26.07811111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,20.6,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1653+3115,J1653+3115,X-Shaped Radio Source,-99,0.652,-99,-99,-99,16:53:37.31,+31:15:27.5,16:53:37.31,+31:15:27.5,253.4054583333333,31.257638888888888,253.4054583333333,31.257638888888888,20.6,20.6,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J165436.7+224024,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,16:54:36.779,+22:40:24.17,16:54:36.779,+22:40:24.17,253.65324583333327,22.673380555555557,253.65324583333327,22.673380555555557,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,78.0,1.4 GHz NVSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1655+4551,J1655+4551,X-Shaped Radio Source,-99,0.478,-99,-99,-99,16:55:16.2,+45:51:8.0,16:55:16.2,+45:51:8.0,253.8175,45.852222222222224,253.8175,45.852222222222224,78.0,78.0,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,18.9,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1656+3952,J1656+3952,X-Shaped Radio Source,-99,0.3,-99,-99,-99,16:56:36.65,+39:52:58.3,16:56:36.65,+39:52:58.3,254.15270833333332,39.88286111111111,254.15270833333332,39.88286111111111,18.9,18.9,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J170500.1+503353,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,17:5:0.181,+50:33:53.3,17:5:0.181,+50:33:53.3,256.25075416666664,50.56480555555555,256.25075416666664,50.56480555555555,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J171036.5+461107,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,17:10:36.504,+46:11:7.96,17:10:36.504,+46:11:7.96,257.65209999999996,46.18554444444444,257.65209999999996,46.18554444444444,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1711+2414,J1711+2414,X-Shaped Radio Source,-99,,,-99,-99,17:11:12.49,+24:14:56.6,17:11:12.49,+24:14:56.6,257.80204166666664,24.249055555555557,257.80204166666664,24.249055555555557,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J171321.0+450832,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,17:13:21.096,+45:8:32.35,17:13:21.096,+45:8:32.35,258.33789999999993,45.142319444444446,258.33789999999993,45.142319444444446,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1715+4938,J1715+4938,X-Shaped Radio Source,-99,,,-99,-99,17:15:47.52,+49:38:40.2,17:15:47.52,+49:38:40.2,258.948,49.6445,258.948,49.6445,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J171539.8+542059,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,17:15:39.82,+54:20:59.51,17:15:39.82,+54:20:59.51,258.91591666666665,54.34986388888889,258.91591666666665,54.34986388888889,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811,-99,J173044.3+381627,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,17:30:44.345,+38:16:27.87,17:30:44.345,+38:16:27.87,262.68477083333335,38.274408333333334,262.68477083333335,38.274408333333334,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J173606.2+524431,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,17:36:6.231,+52:44:31.5,17:36:6.231,+52:44:31.5,264.0259625,52.74208333333333,264.0259625,52.74208333333333,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J2020+0012,J2020+0012,X-Shaped Radio Source,-99,0.134,PHOT,-99,-99,20:20:34.91,+0:12:28.2,20:20:34.91,+0:12:28.2,305.1454583333333,0.20783333333333334,305.1454583333333,0.20783333333333334,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J2028+0035,J2028+0035,X-Shaped Radio Source,-99,0.192,PHOT,-99,-99,20:28:55.27,+0:35:12.6,20:28:55.27,+0:35:12.6,307.23029166666663,0.5868333333333333,307.23029166666663,0.5868333333333333,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J2034+0052,J2034+0052,X-Shaped Radio Source,-99,0.321,PHOT,-99,-99,20:34:59.54,+0:52:21.4,20:34:59.54,+0:52:21.4,308.7480833333333,0.8726111111111111,308.7480833333333,0.8726111111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J2058+0311,J2058+0311,X-Shaped Radio Source,-99,,,-99,-99,20:58:23.53,+3:11:24.4,20:58:23.53,+3:11:24.4,314.5980416666666,3.190111111111111,314.5980416666666,3.190111111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J2100-0335,J2100-0335,X-Shaped Radio Source,-99,,,-99,-99,21:0:53.62,-3:35:16.6,21:0:53.62,-3:35:16.6,315.2234166666666,-3.5879444444444446,315.2234166666666,-3.5879444444444446,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J2114+0753,J2114+0753,X-Shaped Radio Source,-99,0.134,PHOT,-99,-99,21:14:34.58,+7:53:2.0,21:14:34.58,+7:53:2.0,318.6440833333333,7.8838888888888885,318.6440833333333,7.8838888888888885,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J2125-0534,J2125-0534,X-Shaped Radio Source,-99,0.114,PHOT,-99,-99,21:25:53.84,-5:34:23.6,21:25:53.84,-5:34:23.6,321.47433333333333,-5.573222222222222,321.47433333333333,-5.573222222222222,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J2147-0359,J2147-0359,X-Shaped Radio Source,-99,0.612,PHOT,-99,-99,21:47:31.06,-3:59:42.4,21:47:31.06,-3:59:42.4,326.87941666666666,-3.995111111111111,326.87941666666666,-3.995111111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J2151+1219,J2151+1219,X-Shaped Radio Source,-99,,,-99,-99,21:51:3.88,+12:19:53.6,21:51:3.88,+12:19:53.6,327.76616666666666,12.331555555555555,327.76616666666666,12.331555555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate,J2000,20.87,V (Simbad),mag (Check Simbad),Zakamska+2004 ; Cheung+2007,2004AJ....128.1002Z ; 2007AJ....133.2097C,https://doi.org/10.1086/423220 ; https://doi.org/10.1086/513095, ,J2157+0037,J2157+0037,X-Shaped Radio Source,-99,0.39062,-99,-99,-99,21:57:31.448,+00:37:57.06,21:57:31.448,+00:37:57.06,329.3810333333333,0.6325166666666667,329.3810333333333,0.6325166666666667,20.87,V (Simbad),mag (Check Simbad),-99,Optical,SDSS,-99,0.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J221312.2-085433,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,22:13:12.218,-8:54:33.14,22:13:12.218,-8:54:33.14,333.30090833333327,-8.909205555555555,333.30090833333327,-8.909205555555555,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,81.0,1.4 GHz NVSS,Flux: mJy,Cheung+2007 ; Roberts+2018,2007AJ....133.2097C ; 2018ApJ...852...47R,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49, ,J2226+0125,J2226+0125,X-Shaped Radio Source,-99,0.216,-99,-99,-99,22:26:45.6,+1:25:11.0,22:26:45.6,+1:25:11.0,336.69,1.4197222222222223,336.69,1.4197222222222223,81.0,81.0,Flux: mJy,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J2228-0653,J2228-0653,X-Shaped Radio Source,-99,0.629,PHOT,-99,-99,22:28:2.33,-6:53:54.8,22:28:2.33,-6:53:54.8,337.00970833333326,-6.898555555555555,337.00970833333326,-6.898555555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J2233+0317,J2233+0317,X-Shaped Radio Source,-99,0.359,PHOT,-99,-99,22:33:48.71,+3:17:41.7,22:33:48.71,+3:17:41.7,338.4529583333333,3.2949166666666665,338.4529583333333,3.2949166666666665,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J2236+0427,J2236+0427,X-Shaped Radio Source,-99,0.303,SPEC,-99,-99,22:36:28.89,+4:27:51.8,22:36:28.89,+4:27:51.8,339.12037499999997,4.464388888888889,339.12037499999997,4.464388888888889,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J2239-0429,J2239-0429,X-Shaped Radio Source,-99,0.56,PHOT,-99,-99,22:39:32.79,-4:29:32.3,22:39:32.79,-4:29:32.3,339.8866249999999,-4.492305555555555,339.8866249999999,-4.492305555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J2240-0435,J2240-0435,X-Shaped Radio Source,-99,0.251,PHOT,-99,-99,22:40:29.92,-4:35:57.3,22:40:29.92,-4:35:57.3,340.12466666666666,-4.59925,340.12466666666666,-4.59925,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J224349.5-095406,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,22:43:49.584,-9:54:6.8,22:43:49.584,-9:54:6.8,340.9565999999999,-9.90188888888889,340.9565999999999,-9.90188888888889,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J2254-0010,J2254-0010,X-Shaped Radio Source,-99,,,-99,-99,22:54:5.31,-0:10:33.1,22:54:5.31,-0:10:33.1,343.5221249999999,-0.1758611111111111,343.5221249999999,-0.1758611111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J2300+0810,J2300+0810,X-Shaped Radio Source,-99,0.162,PHOT,-99,-99,23:0:16.1,+8:10:37.4,23:0:16.1,+8:10:37.4,345.0670833333333,8.177055555555555,345.0670833333333,8.177055555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J230327.9-085335,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,23:3:27.908,-8:53:35.37,23:3:27.908,-8:53:35.37,345.8662833333333,-8.893158333333332,345.8662833333333,-8.893158333333332,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J2320+0257,J2320+0257,X-Shaped Radio Source,-99,0.405,PHOT,-99,-99,23:20:46.29,+2:57:6.5,23:20:46.29,+2:57:6.5,350.19287499999996,2.9518055555555556,350.19287499999996,2.9518055555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J2320-0753,J2320-0753,X-Shaped Radio Source,-99,0.39,PHOT,-99,-99,23:20:20.3,-7:53:19.3,23:20:20.3,-7:53:19.3,350.0845833333333,-7.888694444444444,350.0845833333333,-7.888694444444444,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J2332+0247,J2332+0247,X-Shaped Radio Source,-99,0.197,PHOT,-99,-99,23:32:59.28,+2:47:15.3,23:32:59.28,+2:47:15.3,353.24699999999996,2.787583333333333,353.24699999999996,2.787583333333333,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J233343.8-103223,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,23:33:43.838,-10:32:23.09,23:33:43.838,-10:32:23.09,353.4326583333333,-10.539747222222221,353.4326583333333,-10.539747222222221,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
