System Type,Equinox,Brightness1,Brightness_band1,Brightness_type1,Paper(s),BibCode(s),DOI(s),Notes,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA2,Dec2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Brightness2,Brightness_band2,Brightness_type2,dV,Coordinate_waveband1,Coordinate_Source1,Equinox1,Sep
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0216+0244,J0216+0244,X-Shaped Radio Source,-99,0.184,PHOT,-99,-99,2:16:35.79,+2:44:0.9,2:16:35.79,+2:44:0.9,34.149125,2.7335833333333333,34.149125,2.7335833333333333,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0219+0155,J0219+0155,X-Shaped Radio Source,-99,0.041,SPEC,-99,-99,2:19:58.74,+1:55:48.9,2:19:58.74,+1:55:48.9,34.99474999999999,1.9302499999999998,34.99474999999999,1.9302499999999998,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,24.3,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J0225-0738,J0225-0738,X-Shaped Radio Source,-99,0.659,-99,-99,-99,2:25:8.62,-7:38:49.1,2:25:8.62,-7:38:49.1,36.285916666666665,-7.646972222222222,36.285916666666665,-7.646972222222222,24.3,24.3,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0227+0258,J0227+0258,X-Shaped Radio Source,-99,0.692,PHOT,-99,-99,2:27:7.49,+2:58:11.4,2:27:7.49,+2:58:11.4,36.78120833333333,2.9698333333333333,36.78120833333333,2.9698333333333333,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0227-1114,J0227-1114,X-Shaped Radio Source,-99,,,-99,-99,2:27:23.92,-11:14:43.3,2:27:23.92,-11:14:43.3,36.849666666666664,-11.24536111111111,36.849666666666664,-11.24536111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0234+0248,J0234+0248,X-Shaped Radio Source,-99,0.586,SPEC,-99,-99,2:34:26.37,+2:48:32.3,2:34:26.37,+2:48:32.3,38.60987499999999,2.808972222222222,38.60987499999999,2.808972222222222,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0249-0414,J0249-0414,X-Shaped Radio Source,-99,0.313,SPEC,-99,-99,2:49:17.36,-4:14:10.0,2:49:17.36,-4:14:10.0,42.322333333333326,-4.236111111111112,42.322333333333326,-4.236111111111112,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0256+0026,J0256+0026,X-Shaped Radio Source,-99,,,-99,-99,2:56:29.62,+0:26:30.9,2:56:29.62,+0:26:30.9,44.12341666666667,0.4419166666666667,44.12341666666667,0.4419166666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0304-0015,J0304-0015,X-Shaped Radio Source,-99,0.264,SPEC/Q,-99,-99,3:4:43.84,-0:15:11.1,3:4:43.84,-0:15:11.1,46.18266666666666,-0.2530833333333333,46.18266666666666,-0.2530833333333333,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0310+0555,J0310+0555,X-Shaped Radio Source,-99,0.582,PHOT,-99,-99,3:10:23.02,+5:55:52.7,3:10:23.02,+5:55:52.7,47.59591666666666,5.931305555555556,47.59591666666666,5.931305555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019 ; Joshi+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f,-99,J031937.6-020248,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,3:19:37.614,-2:2:48.22,3:19:37.614,-2:2:48.22,49.90672499999999,-2.0467277777777775,49.90672499999999,-2.0467277777777775,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0328-0639,J0328-0639,X-Shaped Radio Source,-99,,,-99,-99,3:28:30.43,-6:39:53.8,3:28:30.43,-6:39:53.8,52.12679166666666,-6.664944444444445,52.12679166666666,-6.664944444444445,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0654+5903,J0654+5903,X-Shaped Radio Source,-99,,,-99,-99,6:54:32.41,+59:3:36.0,6:54:32.41,+59:3:36.0,103.63504166666667,59.059999999999995,103.63504166666667,59.059999999999995,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,334.0,1.4 GHz NVSS,Flux: mJy,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018 ; Lal+2019,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S ; 2019AJ....157..195L,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-3881/ab1419,  Saripalli+ reject this object for reasons listed in their Table 3. Lal+2019 obtained additional radio imaging.,J0702+5002,J0702+5002,X-Shaped Radio Source,-99,0.0946,-99,-99,-99,7:2:47.92,+50:2:5.3,7:2:47.92,+50:2:5.3,105.69966666666666,50.03480555555555,105.69966666666666,50.03480555555555,334.0,334.0,Flux: mJy,-99,Optical,USNO,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0710+3546,J0710+3546,X-Shaped Radio Source,-99,,,-99,-99,7:10:31.14,+35:46:49.8,7:10:31.14,+35:46:49.8,107.62975,35.780499999999996,107.62975,35.780499999999996,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0713+4849,J0713+4849,X-Shaped Radio Source,-99,,,-99,-99,7:13:27.96,+48:49:24.9,7:13:27.96,+48:49:24.9,108.36649999999999,48.82358333333334,108.36649999999999,48.82358333333334,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0715+4910,J0715+4910,X-Shaped Radio Source,-99,,,-99,-99,7:15:10.12,+49:10:53.2,7:15:10.12,+49:10:53.2,108.79216666666665,49.181444444444445,108.79216666666665,49.181444444444445,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0720+4037,J0720+4037,X-Shaped Radio Source,-99,0.387,PHOT,-99,-99,7:20:14.66,+40:37:48.6,7:20:14.66,+40:37:48.6,110.06108333333331,40.63016666666667,110.06108333333331,40.63016666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0722+4307,J0722+4307,X-Shaped Radio Source,-99,,,-99,-99,7:22:19.44,+43:7:18.3,7:22:19.44,+43:7:18.3,110.58099999999997,43.12175,110.58099999999997,43.12175,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J072307.1+261822,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,7:23:7.138,+26:18:22.86,7:23:7.138,+26:18:22.86,110.77974166666667,26.306350000000002,110.77974166666667,26.306350000000002,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0724+3620,J0724+3620,X-Shaped Radio Source,-99,,,-99,-99,7:24:23.22,+36:20:32.2,7:24:23.22,+36:20:32.2,111.09675,36.34227777777778,111.09675,36.34227777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,178.0,1.4 GHz NVSS,Flux: mJy,Cheung+2007 ; Proctor+2011 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2011ApJS..194...31P ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J0725+5835,J0725+5835,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,7:25:32.27,+58:35:27.4,7:25:32.27,+58:35:27.4,111.38445833333333,58.590944444444446,111.38445833333333,58.590944444444446,178.0,178.0,Flux: mJy,-99,Optical,USNO,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0726+5104,J0726+5104,X-Shaped Radio Source,-99,,,-99,-99,7:26:45.57,+51:4:7.0,7:26:45.57,+51:4:7.0,111.68987499999999,51.06861111111112,111.68987499999999,51.06861111111112,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0727+3956,J0727+3956,X-Shaped Radio Source,-99,0.312,SPEC,-99,-99,7:27:37.48,+39:56:55.8,7:27:37.48,+39:56:55.8,111.90616666666665,39.94883333333333,111.90616666666665,39.94883333333333,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0729+4938,J0729+4938,X-Shaped Radio Source,-99,,,-99,-99,7:29:16.16,+49:38:53.8,7:29:16.16,+49:38:53.8,112.31733333333332,49.64827777777778,112.31733333333332,49.64827777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0738+4601,J0738+4601,X-Shaped Radio Source,-99,0.431,SPEC,-99,-99,7:38:18.38,+46:1:28.3,7:38:18.38,+46:1:28.3,114.57658333333332,46.02452777777778,114.57658333333332,46.02452777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0741+3333,J0741+3333,X-Shaped Radio Source,-99,0.364,SPEC/Q,-99,-99,7:41:25.22,+33:33:19.9,7:41:25.22,+33:33:19.9,115.35508333333333,33.555527777777776,115.35508333333333,33.555527777777776,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0741+4618,J0741+4618,X-Shaped Radio Source,-99,,,-99,-99,7:41:1.81,+46:18:39.3,7:41:1.81,+46:18:39.3,115.25754166666667,46.310916666666664,115.25754166666667,46.310916666666664,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J074259.5+333952,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,7:42:59.57,+33:39:52.11,7:42:59.57,+33:39:52.11,115.74820833333332,33.664474999999996,115.74820833333332,33.664474999999996,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0749+5353,J0749+5353,X-Shaped Radio Source,-99,,,-99,-99,7:49:21.21,+53:53:47.3,7:49:21.21,+53:53:47.3,117.33837499999998,53.89647222222222,117.33837499999998,53.89647222222222,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0750+2825,J0750+2825,X-Shaped Radio Source,-99,0.531,PHOT,-99,-99,7:50:1.81,+28:25:9.9,7:50:1.81,+28:25:9.9,117.50754166666665,28.419416666666667,117.50754166666665,28.419416666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019 ; Joshi+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f,-99,J075249.1+325250,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,7:52:49.111,+32:52:50.87,7:52:49.111,+32:52:50.87,118.20462916666666,32.88079722222222,118.20462916666666,32.88079722222222,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0754+2424,J0754+2424,X-Shaped Radio Source,-99,0.373,PHOT,-99,-99,7:54:45.52,+24:24:25.3,7:54:45.52,+24:24:25.3,118.68966666666667,24.407027777777778,118.68966666666667,24.407027777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0759+1247,J0759+1247,X-Shaped Radio Source,-99,,,-99,-99,7:59:30.94,+12:47:22.8,7:59:30.94,+12:47:22.8,119.87891666666665,12.789666666666667,119.87891666666665,12.789666666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0800+4957,J0800+4957,X-Shaped Radio Source,-99,0.396,PHOT,-99,-99,8:0:6.84,+49:57:55.0,8:0:6.84,+49:57:55.0,120.02849999999997,49.96527777777778,120.02849999999997,49.96527777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0801+4350,J0801+4350,X-Shaped Radio Source,-99,0.255,SPEC,-99,-99,8:1:7.89,+43:50:30.4,8:1:7.89,+43:50:30.4,120.28287499999999,43.84177777777778,120.28287499999999,43.84177777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0803+3056,J0803+3056,X-Shaped Radio Source,-99,0.565,SPEC,-99,-99,8:3:33.15,+30:56:40.3,8:3:33.15,+30:56:40.3,120.888125,30.94452777777778,120.888125,30.94452777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J080454.1+465959,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,8:4:54.137,+46:59:59.24,8:4:54.137,+46:59:59.24,121.22557083333331,46.99978888888889,121.22557083333331,46.99978888888889,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,34.0,1.4 GHz NVSS,Flux: mJy,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J0805+4854,J0805+4854,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,8:5:44.0,+48:54:58.0,8:5:44.0,+48:54:58.0,121.43333333333332,48.91611111111111,121.43333333333332,48.91611111111111,34.0,34.0,Flux: mJy,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811,-99,J081117.2+501016,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,8:11:17.238,+50:10:16.57,8:11:17.238,+50:10:16.57,122.82182499999999,50.17126944444444,122.82182499999999,50.17126944444444,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0813+2655,J0813+2655,X-Shaped Radio Source,-99,0.325,SPEC,-99,-99,8:13:43.61,+26:55:9.8,8:13:43.61,+26:55:9.8,123.43170833333332,26.91938888888889,123.43170833333332,26.91938888888889,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0813+3007,J0813+3007,X-Shaped Radio Source,-99,,,-99,-99,8:13:37.78,+30:7:10.6,8:13:37.78,+30:7:10.6,123.40741666666666,30.119611111111112,123.40741666666666,30.119611111111112,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,16.1,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J0813+4347,J0813+4347,X-Shaped Radio Source,-99,0.1282,-99,-99,-99,8:13:0.11,+43:47:48.5,8:13:0.11,+43:47:48.5,123.25045833333333,43.79680555555555,123.25045833333333,43.79680555555555,16.1,16.1,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019 ; Joshi+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f,-99,J081404.6+060235,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,8:14:4.687,+6:2:35.86,8:14:4.687,+6:2:35.86,123.51952916666663,6.043294444444444,123.51952916666663,6.043294444444444,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0816+3804,J0816+3804,X-Shaped Radio Source,-99,0.173,SPEC,-99,-99,8:16:1.88,+38:4:15.4,8:16:1.88,+38:4:15.4,124.00783333333334,38.07094444444445,124.00783333333334,38.07094444444445,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0816+5224,J0816+5224,X-Shaped Radio Source,-99,0.689,PHOT,-99,-99,8:16:24.74,+52:24:46.1,8:16:24.74,+52:24:46.1,124.10308333333333,52.41280555555556,124.10308333333333,52.41280555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0817+0708,J0817+0708,X-Shaped Radio Source,-99,0.262,SPEC,-99,-99,8:17:16.15,+7:8:46.2,8:17:16.15,+7:8:46.2,124.31729166666665,7.146166666666667,124.31729166666665,7.146166666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0818+1508,J0818+1508,X-Shaped Radio Source,-99,0.33,SPEC/Q,-99,-99,8:18:41.57,+15:8:33.5,8:18:41.57,+15:8:33.5,124.67320833333333,15.142638888888888,124.67320833333333,15.142638888888888,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J0818+2006,J0818+2006,X-Shaped Radio Source,-99,0.075,SPEC,-99,-99,8:18:54.88,+20:6:20.9,8:18:54.88,+20:6:20.9,124.72866666666667,20.105805555555555,124.72866666666667,20.105805555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,20.2,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018,2007AJ....133.2097C ; 2018ApJ...852...47R,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49, ,J0821+2922,J0821+2922,X-Shaped Radio Source,-99,0.246,-99,-99,-99,8:21:49.6,+29:22:44.4,8:21:49.6,+29:22:44.4,125.45666666666664,29.379,125.45666666666664,29.379,20.2,20.2,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811,-99,J082114.7+170204,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,8:21:14.706,+17:2:4.85,8:21:14.706,+17:2:4.85,125.31127499999998,17.034680555555557,125.31127499999998,17.034680555555557,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J0822+0519,J0822+0519,X-Shaped Radio Source,-99,0.654,SPEC/Q,-99,-99,8:22:26.42,+5:19:51.1,8:22:26.42,+5:19:51.1,125.61008333333332,5.330861111111111,125.61008333333332,5.330861111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
