Name1,z,Name2,z1,z2,z1_type,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes,Coordinate_Source
J004923.90+320015.48,0.5141,J004923.90+320015.48,0.5141,-99.0,spec,-99,0:49:23.90,32:00:15.48,12.3496,32.0043,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J125030.24+622901.32,0.4608,J125030.24+622901.32,0.4608,-99.0,spec,-99,12:50:30.24,62:29:01.32,192.626,62.4837,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J123650.64+632835.76,0.6277,J123650.64+632835.76,0.6277,-99.0,spec,-99,12:36:50.64,63:28:35.76,189.211,63.4766,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J120227.84+642905.28,0.4401,J120227.84+642905.28,0.4401,-99.0,spec,-99,12:02:27.84,64:29:05.28,180.616,64.4848,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J120012.00+661046.56,0.6112,J120012.00+661046.56,0.6112,-99.0,spec,-99,12:00:12.00,66:10:46.56,180.05,66.1796,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J150013.92+601225.56,0.5253,J150013.92+601225.56,0.5253,-99.0,spec,-99,15:00:13.92,60:12:25.56,225.058,60.2071,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J145122.08+605701.80,0.4357,J145122.08+605701.80,0.4357,-99.0,spec,-99,14:51:22.08,60:57:01.80,222.842,60.9505,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J144047.52+615948.84,0.5446,J144047.52+615948.84,0.5446,-99.0,spec,-99,14:40:47.52,61:59:48.84,220.198,61.9969,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J003328.73-050101.38,0.4572,J003328.73-050101.38,0.4572,-99.0,spec,-99,0:33:28.73,-5:01:01.38,8.36971,-5.01705,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J010123.50-052829.42,0.6485,J010123.50-052829.42,0.6485,-99.0,spec,-99,1:01:23.50,-5:28:29.42,15.3479,-5.47484,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J010001.61-041503.28,0.5187,J010001.61-041503.28,0.5187,-99.0,spec,-99,1:00:01.61,-4:15:03.28,15.0067,-4.25091,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J012137.54-051844.75,0.5337,J012137.54-051844.75,0.5337,-99.0,spec,-99,1:21:37.54,-5:18:44.75,20.4064,-5.31243,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J024641.11-070917.10,0.5737,J024641.11-070917.10,0.5737,-99.0,spec,-99,2:46:41.11,-7:09:17.10,41.6713,-7.15475,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J100150.16+582102.88,0.4248,J100150.16+582102.88,0.4248,-99.0,spec,-99,10:01:50.16,58:21:02.88,150.459,58.3508,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J102022.80+591450.64,0.7574,J102022.80+591450.64,0.7574,-99.0,spec,-99,10:20:22.80,59:14:50.64,155.095,59.2474,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J103834.80+595725.92,0.5908,J103834.80+595725.92,0.5908,-99.0,spec,-99,10:38:34.80,59:57:25.92,159.645,59.9572,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J114633.36+604832.40,0.6211,J114633.36+604832.40,0.6211,-99.0,spec,-99,11:46:33.36,60:48:32.40,176.639,60.809,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J110521.60+550819.68,0.4688,J110521.60+550819.68,0.4688,-99.0,spec,-99,11:05:21.60,55:08:19.68,166.34,55.1388,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J105923.52+593619.08,0.5006,J105923.52+593619.08,0.5006,-99.0,spec,-99,10:59:23.52,59:36:19.08,164.848,59.6053,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J104914.40+650327.36,0.605,J104914.40+650327.36,0.605,-99.0,spec,-99,10:49:14.40,65:03:27.36,162.31,65.0576,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J114415.36+614821.60,0.6323,J114415.36+614821.60,0.6323,-99.0,spec,-99,11:44:15.36,61:48:21.60,176.064,61.806,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J112159.04+592604.56,0.4705,J112159.04+592604.56,0.4705,-99.0,spec,-99,11:21:59.04,59:26:04.56,170.496,59.4346,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J112647.76+624244.64,0.5181,J112647.76+624244.64,0.5181,-99.0,spec,-99,11:26:47.76,62:42:44.64,171.699,62.7124,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J114538.88+673507.08,0.5968,J114538.88+673507.08,0.5968,-99.0,spec,-99,11:45:38.88,67:35:07.08,176.412,67.5853,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J232420.16+330427.84,0.4546,J232420.16+330427.84,0.4546,-99.0,spec,-99,23:24:20.16,33:04:27.84,351.084,33.0744,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J224059.04+324309.12,0.5053,J224059.04+324309.12,0.5053,-99.0,spec,-99,22:40:59.04,32:43:09.12,340.246,32.7192,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J234152.56+335556.64,0.6072,J234152.56+335556.64,0.6072,-99.0,spec,-99,23:41:52.56,33:55:56.64,355.469,33.9324,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J235425.44+333840.56,0.4555,J235425.44+333840.56,0.4555,-99.0,spec,-99,23:54:25.44,33:38:40.56,358.606,33.6446,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J234943.44-064227.83,0.4639,J234943.44-064227.83,0.4639,-99.0,spec,-99,23:49:43.44,-6:42:27.83,357.431,-6.70773,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J005128.15-073155.78,0.4642,J005128.15-073155.78,0.4642,-99.0,spec,-99,0:51:28.15,-7:31:55.78,12.8673,-7.53216,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J005702.81-063655.69,0.5497,J005702.81-063655.69,0.5497,-99.0,spec,-99,0:57:02.81,-6:36:55.69,14.2617,-6.61547,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J012708.62-081445.82,0.5904,J012708.62-081445.82,0.5904,-99.0,spec,-99,1:27:08.62,-8:14:45.82,21.7859,-8.24606,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J014045.53-082859.45,0.4651,J014045.53-082859.45,0.4651,-99.0,spec,-99,1:40:45.53,-8:28:59.45,25.1897,-8.48318,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J013540.37-063135.80,0.5663,J013540.37-063135.80,0.5663,-99.0,spec,-99,1:35:40.37,-6:31:35.80,23.9182,-6.52661,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J235901.20-091428.64,0.4932,J235901.20-091428.64,0.4932,-99.0,spec,-99,23:59:01.20,-9:14:28.64,359.755,-9.24129,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J014719.27-085119.58,0.4545,J014719.27-085119.58,0.4545,-99.0,spec,-99,1:47:19.27,-8:51:19.58,26.8303,-8.85544,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J023355.63-040511.69,0.3543,J023355.63-040511.69,0.3543,-99.0,spec,-99,2:33:55.63,-4:05:11.69,38.4818,-4.08658,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J020703.02-064613.58,0.2978,J020703.02-064613.58,0.2978,-99.0,spec,-99,2:07:03.02,-6:46:13.58,31.7626,-6.77044,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J020138.52-062238.06,0.332,J020138.52-062238.06,0.332,-99.0,spec,-99,2:01:38.52,-6:22:38.06,30.4105,-6.37724,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J012848.65+204200.36,0.6245,J012848.65+204200.36,0.6245,-99.0,spec,-99,1:28:48.65,20:42:00.36,22.2027,20.7001,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J044538.30+252713.68,0.4795,J044538.30+252713.68,0.4795,-99.0,spec,-99,4:45:38.30,25:27:13.68,71.4096,25.4538,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J090259.76+511353.04,0.704,J090259.76+511353.04,0.704,-99.0,spec,-99,9:02:59.76,51:13:53.04,135.749,51.2314,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J081918.24+454904.08,0.3776,J081918.24+454904.08,0.3776,-99.0,spec,-99,8:19:18.24,45:49:04.08,124.826,45.8178,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J101141.76+480211.40,0.9846,J101141.76+480211.40,0.9846,-99.0,spec,-99,10:11:41.76,48:02:11.40,152.924,48.0365,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J140814.40+531855.80,0.9332,J140814.40+531855.80,0.9332,-99.0,spec,-99,14:08:14.40,53:18:55.80,212.06,53.3155,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J124132.88+452312.12,0.7353,J124132.88+452312.12,0.7353,-99.0,spec,-99,12:41:32.88,45:23:12.12,190.387,45.3867,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J091812.48+573151.24,0.508,J091812.48+573151.24,0.508,-99.0,spec,-99,9:18:12.48,57:31:51.24,139.552,57.5309,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J093952.08+624758.56,0.4178,J093952.08+624758.56,0.4178,-99.0,spec,-99,9:39:52.08,62:47:58.56,144.967,62.7996,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J093732.40+651529.16,0.5711,J093732.40+651529.16,0.5711,-99.0,spec,-99,9:37:32.40,65:15:29.16,144.385,65.2581,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J101653.76+002857.15,0.1163,J101653.76+002857.15,0.1163,-99.0,spec,-99,10:16:53.76,0:28:57.15,154.224,0.482542,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J121126.88-030902.34,0.1855,J121126.88-030902.34,0.1855,-99.0,spec,-99,12:11:26.88,-3:09:02.34,182.862,-3.15065,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J080224.24+464300.48,0.1206,J080224.24+464300.48,0.1206,-99.0,spec,-99,8:02:24.24,46:43:00.48,120.601,46.7168,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J023224.24-081140.24,0.1001,J023224.24-081140.24,0.1001,-99.0,spec,-99,2:32:24.24,-8:11:40.24,38.101,-8.19451,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
J153430.96+031527.72,0.2056,J153430.96+031527.72,0.2056,-99.0,spec,-99,15:34:30.96,3:15:27.72,233.629,3.2577,-99,-99,-99.0,-99.0,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,,SDSS
