Name1,z,Name2,z1,z2,z1_type,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes,Coordinate_Source
J103237.49+322115.9,0.17551,J103237.49+322115.9,0.17551,-99.0,spec,-99,10:32:37.49,+32:21:15.9,158.15620833333332,32.354416666666665,10:32:37.49,+32:21:15.9,158.15620833333332,32.354416666666665,J2000,Optical,,Dual AGN Candidate,17.58,SDSS r-band,mag,17.58,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103326.92+284751.0,0.591,J103326.92+284751.0,0.591,-99.0,spec,-99,10:33:26.92,+28:47:51.0,158.36216666666667,28.797500000000003,10:33:26.92,+28:47:51.0,158.36216666666667,28.797500000000003,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,390.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Smith+2010 ; Comerford+2018 ; Song+2020,2010ApJ...716..866S ; 2018ApJ...867...66C ; 2020MNRAS.491.4023S,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.3847/1538-4357/aae2b4 ; https://doi.org/10.1093/mnras/stz3354, Comerford+2018 studied the kinematics that give rise to the double-peaks. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.,SDSS
J103343.81+621106.1,0.22932,J103343.81+621106.1,0.22932,-99.0,spec,-99,10:33:43.81,+62:11:06.1,158.43254166666665,62.185027777777776,10:33:43.81,+62:11:06.1,158.43254166666665,62.185027777777776,J2000,Optical,,Dual AGN Candidate,17.37,SDSS r-band,mag,17.37,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103403.85+184049.1,0.1366,J103403.85+184049.1,0.1366,-99.0,spec,-99,10:34:03.85,+18:40:49.1,158.51604166666667,18.680305555555556,10:34:03.85,+18:40:49.1,158.51604166666667,18.680305555555556,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Liu+2010a ; Ge+2012,2010ApJ...708..427L ; 2012ApJS..201...31G,https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103456.37+393941.1,0.1507,J103456.37+393941.1,0.1507,-99.0,spec,-99,10:34:56.37,+39:39:41.1,158.73487499999996,39.66141666666667,10:34:56.37,+39:39:41.1,158.73487499999996,39.66141666666667,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Liu+2010a ; Ge+2012 ; Yuan+2016,2010ApJ...708..427L ; 2012ApJS..201...31G ; 2016MNRAS.462.1603Y,https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1093/mnras/stw1747,,SDSS
J103515.22+030642.5,0.14842,J103515.22+030642.5,0.14842,-99.0,spec,-99,10:35:15.22,+03:06:42.5,158.81341666666665,3.1118055555555557,10:35:15.22,+03:06:42.5,158.81341666666665,3.1118055555555557,J2000,Optical,,Dual AGN Candidate,17.53,SDSS r-band,mag,17.53,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103517.09+374300.7,0.08622,J103517.09+374300.7,0.08622,-99.0,spec,-99,10:35:17.09,+37:43:00.7,158.82120833333335,37.716861111111115,10:35:17.09,+37:43:00.7,158.82120833333335,37.716861111111115,J2000,Optical,,Dual AGN Candidate,16.13,SDSS r-band,mag,16.13,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103523.55+193017.7,,J103523.55+193017.7,0.8069,-99.0,spec,-99,10:35:23.55,+19:30:17.7,158.848125,19.504916666666666,10:35:23.55,+19:30:17.7,158.848125,19.504916666666666,J2000,Optical,,Dual AGN Candidate,-99,-99,-99,-99,-99,-99,3.0,-99.0,Double-Peaked Narrow UV Spectroscopic Emission Lines,-99,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, ,AGES
J103619.91+363648.6,0.12408,J103619.91+363648.6,0.12408,-99.0,spec,-99,10:36:19.91,+36:36:48.6,159.08295833333332,36.6135,10:36:19.91,+36:36:48.6,159.08295833333332,36.6135,J2000,Optical,,Dual AGN Candidate,16.43,SDSS r-band,mag,16.43,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103625.45+281255.2,0.1448,J103625.45+281255.2,0.1448,-99.0,spec,-99,10:36:25.45,+28:12:55.2,159.10604166666664,28.215333333333334,10:36:25.45,+28:12:55.2,159.10604166666664,28.215333333333334,J2000,Optical,,Dual AGN Candidate,16.3,SDSS r-band,mag,16.3,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103651.66+065649.6,,J103651.66+065649.6,1.0567,-99.0,spec,-99,10:36:51.66,+06:56:49.6,159.21524999999997,6.947111111111111,10:36:51.66,+06:56:49.6,159.21524999999997,6.947111111111111,J2000,Optical,,Dual AGN Candidate,-99,-99,-99,-99,-99,-99,3.0,-99.0,Double-Peaked Narrow UV Spectroscopic Emission Lines,-99,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, ,AGES
J103652.26+344530.2,0.0881,J103652.26+344530.2,0.0881,-99.0,spec,-99,10:36:52.26,+34:45:30.2,159.21775,34.75838888888889,10:36:52.26,+34:45:30.2,159.21775,34.75838888888889,J2000,Optical,,Dual AGN Candidate,16.44,SDSS r-band,mag,16.44,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103752.23+312500.3,0.16,J103752.23+312500.3,0.16,-99.0,spec,-99,10:37:52.23,+31:25:00.3,159.467625,31.41675,10:37:52.23,+31:25:00.3,159.467625,31.41675,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,900.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Smith+2010 ; Song+2020,2010ApJ...716..866S ; 2020MNRAS.491.4023S,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1093/mnras/stz3354, Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.,SDSS
J103758.31+180709.1,0.04658,J103758.31+180709.1,0.04658,-99.0,spec,-99,10:37:58.31,+18:07:09.1,159.49295833333332,18.119194444444446,10:37:58.31,+18:07:09.1,159.49295833333332,18.119194444444446,J2000,Optical,,Dual AGN Candidate,15.5,SDSS r-band,mag,15.5,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103801.87+371643.2,0.11899,J103801.87+371643.2,0.11899,-99.0,spec,-99,10:38:01.87,+37:16:43.2,159.50779166666663,37.278666666666666,10:38:01.87,+37:16:43.2,159.50779166666663,37.278666666666666,J2000,Optical,,Dual AGN Candidate,16.22,SDSS r-band,mag,16.22,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103850.13+025555.1,0.0762,J103850.13+025555.1,0.0762,-99.0,spec,-99,10:38:50.13,+02:55:55.1,159.70887499999998,2.931972222222222,10:38:50.13,+02:55:55.1,159.70887499999998,2.931972222222222,J2000,Optical,,Likely Single AGN,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Liu+2010a ; Shen+2011 ; Ge+2012,2010ApJ...708..427L ; 2011ApJ...735...48S ; 2012ApJS..201...31G,https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi.org/10.1088/0004-637X/735/1/48 ; https://doi:10.1088/0067-0049/201/2/31,  Shen+2011 attribute the double-peaked lines to NLR kinematics. Only a single nucleus is resolved in near-IR imaging and the spatial offset observed between the two velocity components of the emission lines is larger than >0.6. If the double-peaks were due to two NLRs from dual AGNs there should be two nuclei visible in the imaging.,SDSS
J103850.90+184423.7,0.16887,J103850.90+184423.7,0.16887,-99.0,spec,-99,10:38:50.90,+18:44:23.7,159.7120833333333,18.739916666666666,10:38:50.90,+18:44:23.7,159.7120833333333,18.739916666666666,J2000,Optical,,Dual AGN Candidate,17.22,SDSS r-band,mag,17.22,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103851.29+005004.6,0.4686,J103851.29+005004.6,0.4686,-99.0,spec,-99,10:38:51.29,+00:50:04.6,159.7137083333333,0.8346111111111112,10:38:51.29,+00:50:04.6,159.7137083333333,0.8346111111111112,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,,SDSS
J103922.80+560959.1,0.11637,J103922.80+560959.1,0.11637,-99.0,spec,-99,10:39:22.80,+56:09:59.1,159.845,56.16641666666666,10:39:22.80,+56:09:59.1,159.845,56.16641666666666,J2000,Optical,,Dual AGN Candidate,17.24,SDSS r-band,mag,17.24,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J103937.50+405445.1,0.1062,J103937.50+405445.1,0.1062,-99.0,spec,-99,10:39:37.50,+40:54:45.1,159.90624999999997,40.912527777777775,10:39:37.50,+40:54:45.1,159.90624999999997,40.912527777777775,J2000,Optical,,Dual AGN Candidate,17.11,SDSS r-band,mag,17.11,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J104004.55+173106.5,0.16953,J104004.55+173106.5,0.16953,-99.0,spec,-99,10:40:04.55,+17:31:06.5,160.0189583333333,17.518472222222222,10:40:04.55,+17:31:06.5,160.0189583333333,17.518472222222222,J2000,Optical,,Dual AGN Candidate,17.4,SDSS r-band,mag,17.4,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J104023.00+373603.5,0.10455,J104023.00+373603.5,0.10455,-99.0,spec,-99,10:40:23.00,+37:36:03.5,160.0958333333333,37.600972222222225,10:40:23.00,+37:36:03.5,160.0958333333333,37.600972222222225,J2000,Optical,,Dual AGN Candidate,16.94,SDSS r-band,mag,16.94,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J104039.84+372440.2,0.448,J104039.84+372440.2,0.448,-99.0,spec,-99,10:40:39.84,+37:24:40.2,160.16599999999997,37.41116666666667,10:40:39.84,+37:24:40.2,160.16599999999997,37.41116666666667,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,,SDSS
J104051.69+432850.8,0.3902,J104051.69+432850.8,0.3902,-99.0,spec,-99,10:40:51.69,+43:28:50.8,160.215375,43.48077777777778,10:40:51.69,+43:28:50.8,160.215375,43.48077777777778,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,,SDSS
J104100.33+353347.1,0.15121,J104100.33+353347.1,0.15121,-99.0,spec,-99,10:41:00.33,+35:33:47.1,160.25137499999997,35.56308333333333,10:41:00.33,+35:33:47.1,160.25137499999997,35.56308333333333,J2000,Optical,,Dual AGN Candidate,16.4,SDSS r-band,mag,16.4,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J104116.91+065023.5,0.14461,J104116.91+065023.5,0.14461,-99.0,spec,-99,10:41:16.91,+06:50:23.5,160.32045833333333,6.8398611111111105,10:41:16.91,+06:50:23.5,160.32045833333333,6.8398611111111105,J2000,Optical,,Dual AGN Candidate,17.28,SDSS r-band,mag,17.28,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J104131.19+371846.3,0.02406,J104131.19+371846.3,0.02406,-99.0,spec,-99,10:41:31.19,+37:18:46.3,160.37995833333332,37.31286111111111,10:41:31.19,+37:18:46.3,160.37995833333332,37.31286111111111,J2000,Optical,,Dual AGN Candidate,12.81,SDSS r-band,mag,12.81,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J104136.59+540348.7,0.07134,J104136.59+540348.7,0.07134,-99.0,spec,-99,10:41:36.59,+54:03:48.7,160.4024583333333,54.06352777777777,10:41:36.59,+54:03:48.7,160.4024583333333,54.06352777777777,J2000,Optical,,Dual AGN Candidate,15.84,SDSS r-band,mag,15.84,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J104209.44+382643.0,0.13501,J104209.44+382643.0,0.13501,-99.0,spec,-99,10:42:09.44,+38:26:43.0,160.5393333333333,38.445277777777775,10:42:09.44,+38:26:43.0,160.5393333333333,38.445277777777775,J2000,Optical,,Dual AGN Candidate,16.38,SDSS r-band,mag,16.38,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J104210.89+160828.8,0.10956,J104210.89+160828.8,0.10956,-99.0,spec,-99,10:42:10.89,+16:08:28.8,160.54537499999995,16.141333333333332,10:42:10.89,+16:08:28.8,160.54537499999995,16.141333333333332,J2000,Optical,,Dual AGN Candidate,17.25,SDSS r-band,mag,17.25,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J104257.96+385347.3,0.1067,J104257.96+385347.3,0.1067,-99.0,spec,-99,10:42:57.96,+38:53:47.3,160.74149999999997,38.89647222222222,10:42:57.96,+38:53:47.3,160.74149999999997,38.89647222222222,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Liu+2010a ; Smith+2010 ; Ge+2012 ; McGurk+2015 ; Comerford+2018 ; Song+2020,2010ApJ...708..427L ; 2010ApJ...716..866S ; 2012ApJS..201...31G ; 2015ApJ...811...14M ; 2018ApJ...867...66C ; 2020MNRAS.491.4023S,https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.3847/1538-4357/aae2b4 ; https://doi.org/10.1093/mnras/stz3354, No companion within 3 arcseconds. Comerford+2018 studied the kinematics that give rise to the double-peaks. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.,SDSS
J104309.21+365137.7,0.1239,J104309.21+365137.7,0.1239,-99.0,spec,-99,10:43:09.21,+36:51:37.7,160.78837499999997,36.86047222222222,10:43:09.21,+36:51:37.7,160.78837499999997,36.86047222222222,J2000,Optical,,Dual AGN Candidate,17.29,SDSS r-band,mag,17.29,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
