|plate|fiber|  mjd|     z|  amp1|      vel1|  sig1|     amp2|      vel2|  sig2|  amp3|      vel3|  sig3|  amp4|  vel4|  sig4|  fwhm|  fwqm|    w50|    w80|    w90|     relasym|  r9050|  dp|
| long| long| long|double|double|    double|double|   double|    double|double|double|    double|double|double|double|double|double|double| double| double| double|      double| double|long|
|     |     |     |      |      |          |      |         |          |      |      |          |      |      |      |      |      |      |       |       |       |            |       |    |
| null| null| null|  null|  null|      null|  null|     null|      null|  null|  null|      null|  null|  null|  null|  null|  null|  null|   null|   null|   null|        null|   null|null|
  3802   855 55514 0.5497 0.7505     -412.4  599.0     22.92      42.77  84.21  30.42     -66.78  155.1    0.0   -0.0    0.1  323.8  478.9  211.13   415.1   565.6    -0.213437 2.67892    0 
  3802   563 55528 0.5981  2.297     -337.5  640.1     10.59      30.96  139.0    0.0        0.0    0.1    0.0    0.0    0.1  370.3  577.2   462.1  1159.9  1641.6    -0.367337 3.55248    0 
  3803   645 55513 0.5313  28.92      5.466  166.5     5.566     -126.2  359.0    0.0       -0.0    0.1    0.0   -0.0    0.1  429.8  633.7   276.6   569.8   799.8    -0.148162 2.89154    0 
  3804   137 55267  0.526  3.671     -153.4  336.3     11.67     -16.21  202.0    0.0       -0.0    0.1    0.0   -0.0    0.1  532.7  782.0   327.4   648.8   865.6    -0.101525 2.64386    0 
  3805   270 55269 0.5067  4.673      13.35  117.5     5.223     -40.68  249.6    0.0       -0.0    0.1    0.0   -0.0    0.1  401.3  641.8   266.9   549.0   735.8   -0.0652895 2.75684    0 
  3806   397 55505 0.4106  2.887     -144.5  607.0     9.304      102.2  134.8  6.835     -229.0  134.1    0.0   -0.0    0.1  664.0  896.3   453.5   966.6  1476.8    -0.121858 3.25645    2 
  3806   835 55505 0.5989  10.59      210.7  125.3     16.87     -169.2  138.0  3.714     -112.3  482.3    0.0   -0.0    0.1  661.0  853.8   415.3   752.9  1048.6   -0.0213809 2.52492    2 
  3806   993 55505 0.4853  13.69     -35.88  272.2     24.53       15.3  125.8    0.0       -0.0    0.1    0.0   -0.0    0.1  372.6  584.3   252.0   531.1   733.6   -0.0797328 2.91111    0 
  3807   579 55511 0.5097  27.12     -96.75  423.8     15.44      99.63  132.7  2.674      177.0  840.7    0.0   -0.0    0.1  786.4 1277.3   560.1  1155.2  1577.0  -0.00892834 2.81557    0 
  3808     5 55513 0.5538  11.87     -44.32  198.2     22.43      33.04  102.7    0.0        0.0    0.1    0.0    0.0    0.1  297.5  459.4   195.2   400.1   538.8    -0.137591 2.76025    0 
  3808   397 55513 0.4851  11.91      2.486  271.1     20.46      61.36  119.5    0.0        0.0    0.1    0.0    0.0    0.1  360.9  578.3  250.77   535.6   740.2    -0.093137 2.95171    0 
  3808   977 55513 0.4043  11.71       94.8  252.9     37.29     -43.16  97.02    0.0       -0.0    0.1    0.0   -0.0    0.1  268.4  432.7   208.0   473.6   649.7     0.274558 3.12356    0 
  3812   379 55513 0.4645  15.55      134.8  168.1     15.91     -6.911  135.2  3.678     -32.11  391.3    0.0    0.0    0.1  423.4  618.0  267.97   544.0   769.3   -0.0593527 2.87084    0 
  3813   167 55532 0.6155  3.748     -70.62  88.29      4.47      1.965  323.8    0.0       -0.0    0.1    0.0   -0.0    0.1  399.7  814.3   348.9   751.8   999.0    0.0651852 2.86328    0 
  3813   624 55532 0.6127  3.899      34.23  158.5       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1  373.2  527.8   213.9   406.4   521.6 -0.000115031 2.43852    0 
  3816    39 55272 0.5139   12.4       6.05  540.7     25.43     -240.6  76.13  33.49       40.8  217.4    0.0   -0.0    0.1  658.7  908.7   442.7   869.8  1287.7    0.0469519 2.90874    2 
  3817   677 55277 0.4764  34.04      273.4  118.2     79.49     -94.72  137.1  10.21        1.9  401.3    0.0    0.0    0.1  527.4  759.7   343.2   628.4   803.6     0.136536 2.34149    2 
  3817   728 55277  0.724  1.139     -502.8  305.9       0.0       -0.0    0.1    0.0       -0.0    0.1    0.0   -0.0    0.1  720.3 1018.7   412.6   783.9 1006.26  -0.00013893 2.43883    0 
  3817   779 55277 0.4857  1.041       36.4  435.8     6.202     -23.72  177.8    0.0       -0.0    0.1    0.0   -0.0    0.1  457.1  672.7   297.6   617.7   890.2     0.073242 2.99126    0 
  3817   893 55277 0.5089  24.02     -50.36  164.7     2.611     -14.19  395.6    0.0       -0.0    0.1    0.0   -0.0    0.1  410.8  595.4  256.78   516.0   715.8    0.0338363  2.7876    0 
  3818   195 55532 0.4511  9.158      55.01  276.9     33.22     -42.39  120.8   10.4      158.6  91.66    0.0    0.0    0.1  394.4  556.2   240.5   468.8   636.1    0.0945826 2.64491    0 
  3818   619 55532 0.5808  17.81     -6.902  291.0     8.488      95.27  118.1    0.0        0.0    0.1    0.0    0.0    0.1  538.6  841.0   348.0   690.9   907.1   -0.0691875 2.60661    0 
  3819    65 55540 0.6026  4.275      128.1  542.8     4.262      35.83  139.9    0.0        0.0    0.1    0.0    0.0    0.1  577.1 1286.2   557.7  1245.3  1662.5    0.0548932 2.98099    0 
  3819   481 55540 0.5138   14.6      18.63  523.3     22.82     -207.9  79.69  31.18      60.21  203.1    0.0    0.0    0.1  650.8  921.7   439.2   901.7  1324.8    0.0341682 3.01639    2 
  3820   185 55542 0.3986  62.98     -150.9  86.19     62.54      127.0   96.7  10.86      -71.6  332.1    0.0   -0.0    0.1  503.7  613.8   300.6   496.3   648.4   -0.0432141 2.15702    2 
  3820   273 55542 0.5456  37.95     -39.14  144.5     49.39      29.21  77.48    0.0       -0.0    0.1    0.0   -0.0    0.1  241.2  375.5  156.81   315.2   416.2    -0.138833 2.65417    0 
  3820   549 55542 0.5088  6.573     -3.533  311.2     14.07     -170.3  92.73  25.16      29.79  118.5    0.0   -0.0    0.1  424.9  576.6   252.6   486.8   671.5    0.0401787 2.65835    0 
  3821   247 55535 0.4618   10.7      6.379  218.9     9.434      90.34  117.9  3.629     -139.4  532.5    0.0    0.0    0.1  448.2  736.2   358.4   812.7  1200.6    -0.221939 3.34989    0 
  3821   679 55535 0.4915  4.167      73.51  587.0     3.574      98.12  215.0    0.0        0.0    0.1    0.0    0.0    0.1  815.0 1460.2   604.7  1316.5  1771.0   -0.0128402 2.92873    0 
  3821   991 55535 0.4114  16.33     -259.2  102.0      25.0      16.01  275.9    0.0       -0.0    0.1    0.0   -0.0    0.1  657.5  888.0   395.3   695.7   874.0     0.153799 2.21098    1 
  3822   215 55544 0.4227  15.27     -20.95  232.3     13.11      122.8  107.7  2.119     -196.9  500.7    0.0    0.0    0.1  456.8  716.2   329.8   663.2   921.7     -0.23474 2.79472    0 
  3823   607 55534 0.4023  18.94     -139.2  86.14      17.3      207.7  81.85  12.36     -11.29  241.2    0.0    0.0    0.1  554.0  675.0   338.6   536.8   666.6    0.0462346 1.96869    2 
  3823   689 55534  0.548   4.12     -550.6  607.4     6.407      859.9  141.4  23.61      452.8  424.6    0.0    0.0    0.1 1166.5 1655.5  749.97  1518.2  2033.9    -0.292099 2.71198    0 
  3825   607 55533 0.4698  10.84     -73.65  388.9     15.85      132.2  126.5    0.0        0.0    0.1    0.0    0.0    0.1  435.8  888.7   411.9   843.1  1129.4    -0.208624 2.74193    0 
  3826   363 55563   0.44  36.49     -140.8  97.18     30.49      74.58  98.03  6.112      44.94  284.1    0.0   -0.0    0.1  432.9  553.8  243.86   437.0   571.0    0.0953415 2.34151    0 
  3826   501 55563  0.647   14.6     -47.52  278.9     8.259      127.7  86.66  2.443     -127.2  581.8    0.0   -0.0    0.1  593.2  908.5   417.5   831.2  1155.3    -0.125786 2.76719    0 
  3826   551 55563 0.4203  4.136     -408.0  708.1     18.02     0.4724  311.2  15.85     -88.98  167.6    0.0   -0.0    0.1  587.5  942.9   437.3  1033.2  1543.2     -0.22929 3.52893    0 
  3827   663 55565 0.5505  46.39      43.23  125.3     7.592     -79.26  388.1   15.6     -226.7  90.93    0.0   -0.0    0.1  430.9  616.3   282.0   550.2   775.8    -0.142243 2.75106    0 
  3830   195 55574 0.4942  2.118     -37.28  477.8     29.58      17.79  213.1    0.0        0.0    0.1    0.0    0.0    0.1  520.7  747.1   314.3   616.2   824.6   -0.0235508 2.62361    0 
  3830   623 55574 0.4823  7.704      50.58  268.3      5.12     -59.85  120.8    0.0        0.0    0.1    0.0    0.0    0.1  478.4  750.7   312.8   621.3   816.8    0.0998433 2.61125    0 
  3832     4 55289 0.2183  10.52      -48.9  387.7     29.69      87.61  179.6  19.04      29.95  109.0    0.0    0.0    0.1  397.7  627.6  282.26   628.1   903.4    -0.136374  3.2006    0 
  3832   706 55289 0.4336  23.04     -153.9  112.5      41.1      110.6  119.1  3.464     -72.08  374.6    0.0    0.0    0.1  475.2  627.0   278.6   502.8   647.0    -0.126213 2.32233    0 
  3833   791 55290 0.5218   7.43     -148.6  125.9      8.08      179.2  114.9  1.797     -120.3  451.2    0.0   -0.0    0.1  630.6  792.0   380.6   678.5   952.8    -0.155647 2.50342    2 
  3833   873 55290 0.4686   10.1     -141.7  134.0     7.977      178.4  103.2  2.994      17.82  289.8    0.0   -0.0    0.1  596.2  741.5   334.7   567.0   708.5    0.0357092 2.11682    2 
  3835   883 55570 0.5866  8.481      98.49  330.4     6.291     -3.812  124.9 0.6009     -861.6  419.8    0.0    0.0    0.1  517.3  890.3   391.7   875.6  1275.0    -0.128533 3.25504    0 
  3837   225 55572 0.4514  12.87      10.55  271.5       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1  639.3  904.2   366.3   695.9   893.1          0.0 2.43817    0 
  3837   231 55572 0.5347  14.32     -156.3  90.24     16.35      94.44  97.97   2.53      39.21  294.5    0.0   -0.0    0.1  470.5  582.9   269.2   457.6   583.5   0.00868552 2.16753    2 
  3838   496 55588 0.5104  10.09      -38.2  344.2      13.3      279.8  85.93   9.04     -272.6  116.8    0.0   -0.0    0.1  807.7  973.2   519.2   793.6   984.9    -0.025363 1.89696    2 
  3839   575 55575  0.451  12.13     -3.323  247.7     6.235      125.4  73.39    0.0        0.0    0.1    0.0    0.0    0.1  464.2  718.7   309.4   596.1   780.4   -0.0956433  2.5223    1 
  3841   865 55572 0.5294  15.16     -295.0  122.7     29.44      224.5  120.8   14.8     -113.3  400.0    0.0   -0.0    0.1  799.8 1005.5   528.9   852.9  1091.0    -0.189276 2.06277    2 
  3841   643 56016 0.6304 0.3487     -112.9  693.3      2.44      84.72  204.3    0.0        0.0    0.1    0.0    0.0    0.1  523.7  776.4   379.8   909.8  1445.0     -0.22155 3.80463    0 
  3844   377 55321 0.4143  14.71     -128.3  645.1      17.1     -94.05  146.0    0.0       -0.0    0.1    0.0   -0.0    0.1  569.6 1431.7   634.6  1476.0  1972.9   -0.0189062 3.10889    0 
  3845   215 55323 0.4052   9.02    -0.9831  281.5     9.552     -76.17  64.08  49.12      1.392  111.0    0.0   -0.0    0.1  285.9  415.7  186.19   385.9   565.3    0.0279745 3.03615    0 
  3845   367 55323 0.5084  2.695      3.053  406.1      18.5     -15.92  171.3    0.0       -0.0    0.1    0.0   -0.0    0.1  435.0  635.4   276.7   563.2   792.9    0.0210871 2.86556    0 
  3846   363 55327  0.522  3.871     -144.9  582.3     12.85      88.34  252.8  5.157     -327.9  117.2    0.0   -0.0    0.1  845.9 1124.8   514.1   979.7  1380.4    -0.122501 2.68508    0 
  3847   759 55588  0.484   7.75     -68.41  412.1     23.68      66.54  191.0    0.0        0.0    0.1    0.0    0.0    0.1  522.0  793.8   348.7   733.9  1021.9    -0.147059  2.9306    0 
  3847   883 55588 0.5745   2.34     1386.0  650.9     6.394     -449.3  131.3  10.56      88.89  667.8    0.0    0.0    0.1 1532.7 2374.5  1136.9  2058.2  2676.4     0.198326 2.35412    0 
  3848   809 55647 0.4436  12.52     -33.67  183.2     49.11      293.0  93.04  2.973     -324.6  555.0    0.0    0.0    0.1  243.1  591.8   377.5   759.3  1123.3     -0.58889 2.97563    2 
  3851   215 55302  0.626   5.76      19.74  275.8     2.104     -144.1  641.3  12.79     -45.82  125.1    0.0   -0.0    0.1  390.0  658.4   329.5   852.8  1323.0    -0.102933 4.01517    0 
  3852   379 55243 0.6105  44.66     -48.11  218.0     13.91      101.5  94.02  3.709     -211.6  430.3    0.0   -0.0    0.1  518.7  733.9   315.8   605.0   806.4    -0.128571 2.55351    0 
  3853   351 55268 0.4151  1.361     -141.7  420.2     22.68      1.388  183.5    0.0       -0.0    0.1    0.0   -0.0    0.1  445.8  638.6   269.0   527.9   709.0   -0.0626657 2.63569    0 
  3854    99 55247 0.4179  27.41     -103.3  99.15     48.22      124.3  85.32  25.07     -18.91  224.4    0.0    0.0    0.1  428.1  569.1   255.7   457.0   589.8    -0.124483 2.30661    1 
  3854   297 55247 0.5479  11.86      407.6  294.4     24.73     -181.0  184.7    0.0        0.0    0.1    0.0    0.0    0.1  535.1 1209.3   566.7   979.5  1193.0     0.291651 2.10517    2 
  3855   695 55268 0.5415  2.177      150.5  407.2     5.506      261.9  97.41    9.8     -131.0  241.1    0.0   -0.0    0.1  788.1  994.5   445.3   774.6  1003.8    0.0357242 2.25421    2 
  3856   123 55269 0.4208  8.353     -63.48  430.6     48.33      7.459  228.2  37.36      47.97  138.1    0.0    0.0    0.1  453.2  691.1   295.9   608.5   837.4   -0.0800095 2.83001    0 
  3856   339 55269 0.4769  3.087      163.9  626.2     33.16      20.79  114.0  11.58     -99.59  215.0    0.0   -0.0    0.1  327.8  520.9   258.2   653.6  1132.5     0.170732 4.38613    0 
  3856   747 55269 0.4761   4.17     -81.64  409.4     14.27     -81.76  81.34  34.37      25.87  219.5    0.0    0.0    0.1  459.9  703.5   301.3   606.3   820.1   0.00909889 2.72187    0 
  3857   110 55272 0.4744   24.1     -80.92  91.18     13.74      63.49  165.7  2.228     -38.33  397.4    0.0   -0.0    0.1  299.3  496.0  222.18   459.3   640.3      0.13881  2.8819    0 
  3859   803 55246 0.4659   8.14      10.67  327.7     89.72     -14.35  147.8    0.0       -0.0    0.1    0.0   -0.0    0.1  364.5  524.8  222.01   437.9   590.5    0.0190347 2.65979    0 
  3862   151 55276 0.4086  5.744     -6.112  524.8      20.8     -12.89  88.08  27.81      32.96  184.5    0.0    0.0    0.1  344.5  574.7   275.8   656.9  1040.4   -0.0236063  3.7723    0 
  3862   565 55276 0.4541  11.99     -129.9  367.4     19.62      76.59  153.5  2.626     -113.8  696.2    0.0   -0.0    0.1  528.9  967.2   448.1   953.8  1336.0    -0.164326 2.98148    0 
  3862   642 55276 0.5143  13.94     -16.97  258.6     15.04     -35.34  104.5    0.0       -0.0    0.1    0.0   -0.0    0.1  357.3  607.2   256.0   554.8   756.6     0.024848 2.95547    0 
  3862   770 55276 0.4032  46.72     -92.44  238.3     6.453     -753.8  170.4  9.115      425.7  377.6    0.0   -0.0    0.1  616.0  963.8   442.3   984.2  1399.0    0.0832881 3.16301    1 
  3864   161 55649 0.1952  20.25     -110.1  228.9      14.5     -37.81  82.99  27.79     -34.89  450.4    0.0   -0.0    0.1  601.2 1061.8   458.8   976.6  1314.7    0.0337568 2.86552    0 
  3864   441 55649 0.4061  35.53      -24.3  205.2     6.185      118.3  537.9    0.0       -0.0    0.1    0.0   -0.0    0.1  530.6  786.5   357.5   769.2  1139.5      0.15785 3.18741    0 
  3865   252 55272 0.5748  6.623     -104.9  380.5     3.733      222.5  113.0    0.0       -0.0    0.1    0.0   -0.0    0.1  847.9 1173.4   525.9   935.7  1198.1    -0.127051 2.27819    0 
  3867   966 55652 0.4999  10.49     -3.202  262.1     22.21     -6.881  123.5    0.0       -0.0    0.1    0.0   -0.0    0.1  353.2  541.1   233.8   488.4   681.1   0.00631625 2.91317    0 
  3869   213 55273 0.4047  2.149      255.7   61.1     22.54      10.12  127.2  4.007     -67.03  312.5    0.0    0.0    0.1  337.8  520.2   224.3   472.3   670.0    -0.117215 2.98707    0 
  3871    69 55307 0.4922  12.36     -98.75  254.1     24.98      123.2  102.0   1.58     -97.69  511.1    0.0    0.0    0.1  327.6  671.3   325.2   645.7   859.3    -0.295659 2.64237    0 
  3871   283 55307 0.6276  2.772      19.23  413.0     24.22      20.09  166.1  12.49     -18.33   67.4    0.0    0.0    0.1  309.6  510.9  226.35   489.1   696.9     0.033494 3.07886    0 
  3873   361 55277 0.5085  18.84     -85.34  192.3     5.312      93.96  335.0    0.0       -0.0    0.1    0.0   -0.0    0.1  507.2  751.4   318.4   640.2   862.3     0.144567 2.70823    0 
  3873   891 55277 0.6716  15.96      -58.9  179.1      3.21      5.011  392.2    0.0       -0.0    0.1    0.0   -0.0    0.1  464.3  683.7   296.8   606.4   849.1     0.071299 2.86085    0 
  3873   991 55277 0.3911  15.16       12.4  198.0     4.243     -7.698  419.5  6.075     -109.7  101.0    0.0   -0.0    0.1  484.8  723.1   319.4   655.5   925.9    0.0338265 2.89887    0 
  3875   321 55364 0.5763  3.052     -218.5  748.8     15.35      86.04  256.4    0.0        0.0    0.1    0.0    0.0    0.1  673.5 1017.0   494.0  1166.9  1713.5     -0.25717 3.46862    0 
  3875   779 55364 0.7725  2.145      188.6  883.4     3.268      498.5  62.61  6.941      171.8  348.1    0.0    0.0    0.1  915.0 1406.9   656.5  1415.7  2098.5   -0.0155826  3.1965    2 
  3876   215 55245 0.5271  7.241      70.05  246.6     7.175     -156.7  65.74  7.378       29.3  101.7    0.0    0.0    0.1  452.1  645.8   276.0   527.5   692.3     0.157449 2.50833    0 
  3876   617 55245 0.5881  3.457     -107.3  745.4     19.96      269.9  190.2  8.853      98.55  352.3    0.0    0.0    0.1  583.2  966.9  467.38  1055.5  1529.8    -0.279121 3.27314    0 
  3879   981 55244  0.441  12.33     -404.0  133.4     11.77      210.0  158.5  5.276     -107.4  549.8    0.0   -0.0    0.1 1001.4 1220.7   648.0  1030.6  1367.1   -0.0306781 2.10972    2 
  3922   243 55333 0.4992  22.84     -81.44  595.9     54.86     -96.85  136.0  16.07      247.1  162.9    0.0   -0.0    0.1  515.5  954.7   475.1  1144.4  1621.0   -0.0352375 3.41191    0 
  3922   915 55333  0.544  10.03      177.4  713.9     9.881      33.84  212.6    0.0        0.0    0.1    0.0    0.0    0.1  844.1 1705.8   731.4  1613.7  2165.4     0.065115 2.96062    0 
  3923   107 55325 0.4027  20.56     -140.1  108.5     17.75      88.78  133.7  9.293     -27.19  336.6    0.0   -0.0    0.1  499.1  686.4   302.6   582.4   803.2    0.0261703 2.65433    0 
  3923   109 55325 0.4456  1.999     -298.6  881.2     12.97      134.0  112.9  13.56       59.6  245.9    0.0    0.0    0.1  415.2  701.1   379.0  1005.2  1673.7    -0.375862 4.41609    0 
  3923   759 55325 0.6303  6.486      34.74  749.9     9.987      290.3  178.6  4.736     -120.4  130.4    0.0    0.0    0.1  852.3 1492.8   684.2  1560.6  2163.0   -0.0923717 3.16136    1 
  3925    38 55338 0.5752  101.3      -4.61  301.0     164.4      12.85  133.3   13.6     -14.36  639.7    0.0    0.0    0.1  420.7  692.5   315.2   719.8  1046.0   -0.0242715 3.31853    0 
  3925   331 55338 0.5927  3.242     -18.66  366.7     17.38    -0.1701  146.9    0.0       -0.0    0.1    0.0   -0.0    0.1  381.5  564.5   251.4   527.1   768.2   -0.0292242 3.05569    0 
  3926   825 55327 0.5038 0.5079     -672.7  260.0     9.356      50.18  214.1  3.082     -282.3  119.8    0.0   -0.0    0.1  641.7  843.4   362.7   667.0   872.0   -0.0937844 2.40419    1 
  3928   539 55331 0.4941  3.311     -182.0  370.6     11.98      17.95  170.7    0.0       -0.0    0.1    0.0   -0.0    0.1  458.3  700.1   313.5   672.5   930.1    -0.224621 2.96683    0 
  3930    79 55332 0.4646  6.006     -26.26  414.7      23.7      34.21  182.4    0.0        0.0    0.1    0.0    0.0    0.1  485.2  724.5   319.1   666.3   948.3   -0.0741327  2.9718    0 
  3930   826 55332 0.8558  1.649      83.59 1096.0     6.367      790.5  208.0  5.326      621.0  512.2    0.0    0.0    0.1  808.8 1496.5   768.9  1731.1  2505.0    -0.304112  3.2579    0 
  3931   285 55350 0.4628  17.61     -337.1  141.3     8.819      397.3  647.7  14.94      189.5  155.8    0.0    0.0    0.1  980.8 1585.4   743.6  1432.6  1821.5     0.235246 2.44957    2 
  3932   332 55337 0.7134  5.571     -19.71  178.9     1.803      97.42  720.7    0.0       -0.0    0.1    0.0   -0.0    0.1  512.2  856.2   486.4  1340.0  1947.4    0.0907107  4.0037    0 
  3932   663 55337 0.4987  13.27      34.85  234.9     16.22     -63.09  139.9   5.95      29.23  59.22    0.0   -0.0    0.1  375.7  590.4   244.6   500.7   666.0    0.0798198 2.72281    0 
  3933   271 55335 0.5004  5.837     -335.9  139.4     57.82      15.59  144.3  5.361     -172.8  415.3    0.0   -0.0    0.1  370.8  571.5   259.5   565.5   786.3    -0.239196 3.03006    0 
  3933   735 55335 0.4102 0.9057     -259.4  764.1     46.99      -45.1  139.7  8.258      186.1  100.2    0.0   -0.0    0.1  373.9  534.9  228.86   452.4   624.8    -0.037484 2.73005    0 
  3936   276 55302 0.5135  16.41      163.7  137.8      28.8     -125.6  125.5  2.457      37.29  425.6    0.0   -0.0    0.1  513.2  693.4   308.2   562.1   724.9     0.133812 2.35204    0 
  3936   463 55302 0.5071  4.275     -436.1  130.0     16.79      55.15  236.5  4.302     -297.7  65.59    0.0   -0.0    0.1  725.1  974.8   410.3   726.3   907.2   -0.0524295 2.21107    2 
  3937   107 55352 0.4444 0.4423     -660.0  263.6     12.92      6.699  191.3  1.028      490.5  113.6    0.0    0.0    0.1  454.9  659.8   286.6   579.3   812.7   -0.0164735 2.83566    0 
  3937   649 55352 0.4489  10.78     -79.94  312.2     6.809      70.11  101.1  1.688     -152.8  736.1    0.0   -0.0    0.1  596.1  975.7   456.0   961.5  1379.3    -0.114841 3.02478    0 
  3937   841 55352 0.4828  22.13     -4.169  270.8     62.28      98.58  109.3  52.29     -141.6   91.8    0.0   -0.0    0.1  483.5  618.6   272.4   484.8   631.5  -0.00455297 2.31828    2 
  3938   263 55328 0.5995  8.115     -85.78  586.0      4.04      167.3  55.88   8.72     -38.61  226.1    0.0   -0.0    0.1  758.2 1332.8   561.6  1241.4  1703.3   -0.0482827 3.03294    0 
  3939    51 55633 0.4499  1.702     -71.66  455.2     12.75      124.1  171.1   9.45     -176.4  129.7    0.0    0.0    0.1  631.2  811.6   350.1   636.8   835.5   -0.0186236 2.38646    0 
  3939   237 55633 0.5955  7.567     -191.8  145.5     6.653      178.1  511.4    0.0        0.0    0.1    0.0    0.0    0.1  725.2 1319.7   638.8  1180.6  1542.9     0.222933 2.41531    0 
  3939   355 55633 0.5124  2.295      -24.4  363.8     34.19       7.48  82.32  31.42      -14.1  139.1    0.0   -0.0    0.1  251.2  380.1  165.13   342.7   481.5   -0.0471693 2.91588    0 
